folio;depto;area;s09a_01;s09a_01a;s09a_02;s09a_02a;s09a_03;s09a_03a;s09a_04;s09a_04a;s09a_05;s09a_05a;s09a_06;s09a_06a;s09a_07;s09a_07a;s09a_08;s09a_08a;s09a_09;s09a_09a;s09a_10;s09a_11;s09a_11a;s09a_12;s09a_12a;s09a_13;s09a_13a;s09a_14;s09a_14a;s09a_15;s09a_15a;s09a_16;s09a_16a;s09a_17;s09a_17a;upm;estrato;factor
951-10746849852-D-0071;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0091;Pando;Rural;1. Si;1. Si;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0101;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0111;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0131;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-10746849852-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-10746849852-D;21;35,1109040507759
951-11414274294-D-0011;Pando;Rural;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;2. No;1. Si;1. Si;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0031;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0051;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0081;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0101;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0121;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0171;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0191;Pando;Rural;1. Si;2. No;2. No; ;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;1. Si;2. No;2. No; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0221;Pando;Rural;1. Si;2. No;2. No; ;1. Si;2. No;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0241;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;951-11414274294-D;21;51,8861137639243
951-11414274294-D-0261;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;2. No;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;951-11414274294-D;21;51,8861137639243
952-10773092231-D-0021;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0031;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0051;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0061;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0081;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0091;Pando;Rural;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0111;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0121;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0171;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-10773092231-D;22;106,353001338305
952-10773092231-D-0181;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-10773092231-D;22;106,353001338305
952-11008120426-D-0021;Pando;Rural;1. Si;2. No;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0041;Pando;Rural;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0051;Pando;Rural;1. Si;2. No;1. Si;1. Si;1. Si;1. Si;1. Si;2. No;1. Si;2. No;1. Si;2. No;2. No; ;1. Si;2. No;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0071;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0091;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0101;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0121;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0171;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0191;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11008120426-D-0201;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11008120426-D;22;68,0372735834274
952-11626967217-D-0021;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0051;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0071;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0091;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;1. Si;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0111;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0131;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0171;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0191;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0211;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0231;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11626967217-D-0251;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11626967217-D;22;107,943751358322
952-11722745502-D-0011;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0031;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0041;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0061;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0071;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0081;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0101;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0111;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0131;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0141;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0151;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11722745502-D-0171;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11722745502-D;22;59,6389226254731
952-11796145583-D-0011;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0021;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0031;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0041;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0051;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0061;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0071;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0081;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0091;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0101;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0111;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-11796145583-D-0121;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-11796145583-D;22;74,8410009417701
952-12343727555-D-0011;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0021;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0031;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0041;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0051;Pando;Rural;2. No; ;2. No; ;3. NO SABE/NO RESPONDE; ;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0061;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0071;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0081;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0091;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0101;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0121;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;952-12343727555-D;22;63,4521529723704
952-12343727555-D-0131;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;1. Si;2. No; ;952-12343727555-D;22;63,4521529723704
953-11213031122-D-0011;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;953-11213031122-D;23;81,6383177529788
953-11213031122-D-0021;Pando;Rural;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;953-11213031122-D;23;81,6383177529788
953-11213031122-D-0031;Pando;Rural;1. Si;1. Si;1. Si;2. No;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;953-11213031122-D;23;81,6383177529788
953-11213031122-D-0041;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;953-11213031122-D;23;81,6383177529788
953-11213031122-D-0061;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;953-11213031122-D;23;81,6383177529788
953-11213031122-D-0071;Pando;Rural;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;953-11213031122-D;23;81,6383177529788
953-11213031122-D-0081;Pando;Rural;1. Si;1. Si;2. No; ;1. Si;1. Si;1. Si;1. Si;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ;953-11213031122-D;23;81,6383177529788
