folio;depto;area;s10b_10_01;s10b_10_02;s10b_10_03;s10b_10_04;s10b_10_05;s10b_10_06;s10b_10_07;s10b_10_08;s10b_10_09;s10b_10_10;s10b_10_11;s10b_10_12;s10b_10_13;s10b_10_14;s10b_10_15;s10b_10_16;s10b_10_17;s10b_10_18;s10b_10_19;s10b_10_20;s10b_10_21;s10b_10_22;s10b_10_23;s10b_10_24;s10b_10_25;s10b_10_26;s10b_10_27;s10b_10_28;s10b_10_29;s10b_10_30;s10b_10_31;s10b_10_32;s10b_11_01;s10b_11_02;s10b_11_03;s10b_11_04;s10b_11_05;s10b_11_06;s10b_11_07;s10b_11_08;s10b_12_01;s10b_12_02;s10b_12_03;s10b_13_01;s10b_13_02;s10b_13_03;s10b_13_04;s10b_13_05;s10b_13_06;s10b_13_07;s10b_13_08;s10b_13_09;s10b_13_10;s10b_13_11;s10b_13_12;s10b_13_13;s10b_13_14;upm;estrato;factor
111-00416110273-A-0211;Chuquisaca;Urbana;24;50;0;0;0;0;38;0;9;0;0;0;60;0;25;0;0;30;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;111-00416110273-A;11;193,01114079041
111-00416110273-A-0231;Chuquisaca;Urbana;20;50;0;0;0;0;47;8,5;0;0;0;50;80;0;30;0;0;15;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-00416110273-A;11;193,01114079041
111-00419608229-A-0031;Chuquisaca;Urbana;20;150;0;0;0;5;25;9;0;0;0;0;0;0;250;0;150;10;0;0;0;0;0;0;0;200;0;0;0;50;20;0;0;0;240;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;260;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0061;Chuquisaca;Urbana;15;120;60;0;0;0;20;9;0;0;0;90;0;0;210;0;0;20;6;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;240;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0091;Chuquisaca;Urbana;15;0;0;0;0;0;22;0;0;0;0;0;0;0;200;0;50;0;0;0;0;0;0;0;0;0;0;0;0;20;30;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0121;Chuquisaca;Urbana;15;100;0;0;50;0;50;0;0;0;0;0;70;30;50;0;0;0;15;80;0;0;0;0;0;0;0;0;0;30;130;150;0;0;0;1000;80;0;0;0;100;0;40;0;0;0;0;140;0;50;0;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0141;Chuquisaca;Urbana;30;90;0;0;0;0;15;7;0;0;0;50;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;150;250;50;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0171;Chuquisaca;Urbana;50;180;60;0;0;0;40;24;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;240;0;0;400;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0201;Chuquisaca;Urbana;20;50;0;0;0;0;30;5;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;40;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0231;Chuquisaca;Urbana;20;80;0;0;0;0;20;50;20;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;200;80;20;0;0;240;0;0;0;0;0;0;0;400;20;0;0;0;200;0;225;600;0;0;0;0;230;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0261;Chuquisaca;Urbana;100;80;0;0;0;0;140;6;0;0;0;0;80;0;0;0;0;20;10;0;0;0;0;0;0;0;0;0;0;40;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;30;0;290;700;114;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0291;Chuquisaca;Urbana;30;40;0;0;0;0;20;0;0;0;0;0;20;0;0;0;0;20;5;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;215;600;140;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0311;Chuquisaca;Urbana;30;75;0;0;0;0;40;0;0;0;0;0;0;0;240;125;250;15;6;34;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-00419608229-A-0341;Chuquisaca;Urbana;25;450;0;0;0;0;30;7;0;0;0;0;40;0;0;0;0;80;10;0;0;0;0;0;0;0;0;0;0;160;0;0;0;70;0;180;0;0;0;0;0;0;0;0;0;0;0;0;600;1700;100;0;0;0;0;0;0;111-00419608229-A;11;126,809251920269
111-04178102688-A-0011;Chuquisaca;Urbana;100;200;0;0;0;0;20;12;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;250;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;120;500;0;0;0;0;0;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0041;Chuquisaca;Urbana;35;30;0;0;0;0;50;35;0;0;0;0;0;0;50;0;30;30;10;0;24;0;0;0;0;0;0;0;200;100;0;0;0;300;0;300;0;0;0;0;0;500;0;0;0;0;300;0;0;0;0;0;0;0;1000;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0061;Chuquisaca;Urbana;50;300;0;0;0;20;50;25;20;0;0;0;200;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;50;200;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;250;500;1000;200;0;0;0;1000;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0091;Chuquisaca;Urbana;100;0;0;0;0;30;200;50;60;0;0;0;100;0;0;0;0;200;60;200;0;0;0;0;0;0;0;0;200;150;0;0;0;0;0;0;0;0;0;0;0;1000;180;4500;0;0;0;0;500;1500;100;100;0;0;0;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0111;Chuquisaca;Urbana;10;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0131;Chuquisaca;Urbana;50;70;0;0;0;0;50;25;0;0;0;150;50;0;0;0;120;0;30;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1000;0;0;0;0;0;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0161;Chuquisaca;Urbana;150;70;0;0;0;0;50;50;45;0;0;220;50;0;0;0;120;0;30;0;0;0;0;0;0;0;0;0;250;50;0;320;0;800;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;300;0;0;1590;0;500;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0181;Chuquisaca;Urbana;40;85;0;0;0;0;40;0;0;0;0;0;0;0;40;0;0;60;20;0;50;0;0;0;0;0;0;0;0;40;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;100;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0211;Chuquisaca;Urbana;70;40;0;10;0;0;40;0;10;0;0;0;15;0;200;0;0;50;10;100;0;0;0;0;0;0;0;0;350;80;0;220;0;0;100;150;0;0;0;0;100;300;240;0;0;0;0;400;0;100;0;0;0;0;1500;500;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0231;Chuquisaca;Urbana;60;50;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;50;30;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;300;400;0;0;0;0;0;0;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0251;Chuquisaca;Urbana;150;250;0;0;100;0;120;0;40;0;0;0;100;0;0;0;0;50;20;0;50;0;0;0;0;0;100;0;0;100;0;0;0;600;100;150;0;0;0;0;0;0;150;0;0;0;100;0;700;1500;0;0;0;0;600;200;0;111-04178102688-A;11;208,595891289014
111-04178102688-A-0281;Chuquisaca;Urbana;30;0;0;0;0;0;15;15;0;0;0;0;80;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;500;100;0;0;0;0;0;0;111-04178102688-A;11;208,595891289014
111-04182242505-A-0251;Chuquisaca;Urbana;6;15;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04182242505-A;11;112,14481302842
111-04182242505-A-0291;Chuquisaca;Urbana;0;70;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04182242505-A;11;112,14481302842
111-04182242505-A-0331;Chuquisaca;Urbana;0;400;0;0;0;0;0;0;20;0;0;0;10;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;200;0;0;0;0;360;0;0;111-04182242505-A;11;112,14481302842
111-04182242505-A-0371;Chuquisaca;Urbana;30;100;300;20;0;0;50;15;20;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;200;100;0;0;0;0;0;0;0;0;0;0;0;0;500;200;50;0;200;0;0;0;0;111-04182242505-A;11;112,14481302842
111-04182242505-A-0411;Chuquisaca;Urbana;10;200;30;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04182242505-A;11;112,14481302842
111-04182242505-A-0451;Chuquisaca;Urbana;10;20;30;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;111-04182242505-A;11;112,14481302842
111-04182242505-A-0491;Chuquisaca;Urbana;50;80;0;0;0;0;40;30;30;0;0;0;100;0;0;0;0;0;0;0;0;2300;0;0;0;50;0;0;0;150;0;0;0;0;0;0;0;0;0;0;150;0;20;0;0;0;0;0;500;1000;200;0;200;0;0;0;0;111-04182242505-A;11;112,14481302842
111-04188770035-A-0011;Chuquisaca;Urbana;63;0;0;35;50;0;100;0;10;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;50;50;140;0;0;0;310;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0041;Chuquisaca;Urbana;22;20;0;0;0;0;0;25;0;0;0;0;100;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;120;0;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0061;Chuquisaca;Urbana;30;80;0;0;0;0;40;14;20;0;0;0;50;0;0;0;0;60;0;0;0;2000;0;0;0;0;0;0;0;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;150;800;70;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0091;Chuquisaca;Urbana;30;80;0;0;0;0;50;0;10;0;0;0;70;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;70;100;20;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;50;0;350;500;60;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0111;Chuquisaca;Urbana;30;150;0;0;0;0;60;0;0;0;0;120;210;0;0;0;0;120;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;150;0;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0131;Chuquisaca;Urbana;15;80;0;0;0;10;15;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;40;0;0;0;300;0;0;0;0;0;0;0;0;80;0;0;0;0;0;180;300;0;0;0;0;0;0;50;111-04188770035-A;11;146,01712390231
111-04188770035-A-0161;Chuquisaca;Urbana;60;150;0;0;0;10;30;0;50;0;0;0;50;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;30;120;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;500;30;0;0;0;85;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0181;Chuquisaca;Urbana;50;20;0;0;0;10;15;25;10;0;0;40;100;0;0;0;0;0;5;0;35;0;0;0;0;0;0;0;200;30;15;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;150;0;300;500;0;0;0;0;250;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0211;Chuquisaca;Urbana;10;170;0;0;0;10;15;20;10;0;480;80;30;0;0;0;0;0;0;0;0;550;0;0;0;0;0;0;0;60;30;0;0;0;0;0;0;0;0;0;480;0;0;0;0;0;0;0;215;300;100;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0231;Chuquisaca;Urbana;50;100;0;0;0;0;80;16;0;0;0;50;200;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;0;0;150;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0251;Chuquisaca;Urbana;40;180;0;0;0;0;24;16;30;0;0;60;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800;500;60;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04188770035-A-0281;Chuquisaca;Urbana;35;150;0;7;0;0;15;10;10;0;0;85;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;80;120;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;900;1650;60;0;0;0;0;0;0;111-04188770035-A;11;146,01712390231
111-04195800632-A-0041;Chuquisaca;Urbana;50;50;0;0;0;0;50;65;0;0;0;0;60;0;300;0;0;100;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;500;100;50;0;0;1600;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0081;Chuquisaca;Urbana;30;50;0;0;0;20;50;0;0;0;0;0;60;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;300;30;0;0;0;0;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0131;Chuquisaca;Urbana;10;24;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0171;Chuquisaca;Urbana;25;24;0;0;0;0;18;16;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;580;0;0;0;0;0;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0211;Chuquisaca;Urbana;50;150;0;0;0;30;0;15;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;600;1000;50;0;0;0;800;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0251;Chuquisaca;Urbana;50;250;80;0;0;0;100;0;50;0;0;0;100;0;0;0;0;150;30;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;100;200;0;0;0;150;0;0;0;0;0;0;0;200;0;250;0;0;320;0;500;400;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0291;Chuquisaca;Urbana;40;500;0;0;0;0;40;25;30;0;0;0;50;0;0;0;0;30;50;0;20;0;0;0;0;0;0;0;50;80;0;0;0;300;0;0;0;200;120;0;0;0;0;0;0;0;150;0;500;400;0;0;240;0;0;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0331;Chuquisaca;Urbana;30;50;72;0;0;0;20;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;250;100;150;0;0;100;0;0;300;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0371;Chuquisaca;Urbana;20;0;0;0;0;0;20;14;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;150;0;30;0;0;0;0;0;0;0;0;0;100;300;0;0;0;0;150;0;100;600;0;0;100;0;0;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0411;Chuquisaca;Urbana;30;50;0;0;0;0;20;50;0;0;0;30;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;500;0;30;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;200;0;300;150;50;0;0;0;0;100;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0451;Chuquisaca;Urbana;40;100;0;0;0;0;25;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;400;0;0;0;0;0;0;0;111-04195800632-A;11;137,065882590291
111-04195800632-A-0491;Chuquisaca;Urbana;45;40;0;0;0;0;20;15;15;0;0;0;0;0;50;0;50;100;10;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;200;0;0;0;0;0;0;0;111-04195800632-A;11;137,065882590291
112-00415940829-A-0011;Chuquisaca;Urbana;15;90;0;0;0;0;40;0;0;0;0;0;0;0;300;0;0;50;0;0;20;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0031;Chuquisaca;Urbana;25;50;0;0;0;0;30;9;0;0;0;0;20;0;35;0;0;20;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;160;150;0;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0051;Chuquisaca;Urbana;150;160;0;0;0;10;50;12;30;0;0;50;60;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;160;30;0;0;0;0;0;0;0;0;0;400;0;0;0;0;0;60;0;150;1000;20;0;0;0;900;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0071;Chuquisaca;Urbana;80;100;0;0;0;10;55;20;15;0;0;70;50;0;0;0;0;0;18;0;22;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;100;110;20;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0091;Chuquisaca;Urbana;150;180;0;0;0;0;65;24;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;85;0;180;600;0;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0111;Chuquisaca;Urbana;48;54;0;0;0;0;24;24;0;0;0;0;0;0;80;20;0;0;7;0;40;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0131;Chuquisaca;Urbana;20;80;0;0;0;0;30;15;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0151;Chuquisaca;Urbana;40;170;0;0;0;10;20;36;0;0;0;80;200;60;0;0;0;0;15;0;20;0;0;0;0;0;0;0;200;60;0;250;0;0;220;240;0;0;0;0;320;0;0;0;0;0;0;0;500;1000;0;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0171;Chuquisaca;Urbana;48;150;0;0;220;18;55;12;0;0;0;100;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;180;0;380;400;0;0;0;0;0;0;0;0;0;0;0;0;0;500;770;30;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0191;Chuquisaca;Urbana;55;110;0;0;120;15;35;12;20;0;0;200;150;0;0;0;0;30;20;0;0;0;0;0;0;0;0;0;0;200;0;0;0;250;300;180;0;0;0;0;200;0;0;0;0;0;0;0;380;460;25;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0211;Chuquisaca;Urbana;24;80;0;0;0;0;80;15;15;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;400;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00415940829-A-0231;Chuquisaca;Urbana;15;10;0;0;0;0;25;0;10;0;0;70;15;0;50;0;0;20;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;118;0;0;0;0;48;0;0;0;0;112-00415940829-A;12;189,710454789638
112-00418470367-A-0131;Chuquisaca;Urbana;20;80;0;0;0;0;100;50;15;0;0;0;0;0;0;0;50;45;10;0;15;0;0;0;0;0;0;0;0;80;132;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0151;Chuquisaca;Urbana;100;250;0;0;0;0;120;58;20;0;0;0;50;20;100;10;180;30;20;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0181;Chuquisaca;Urbana;40;96;30;0;0;10;37;20;0;0;0;0;50;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;150;0;0;140;0;0;213;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0211;Chuquisaca;Urbana;50;50;100;0;0;50;0;16;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;150;0;0;0;150;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0241;Chuquisaca;Urbana;20;50;0;20;0;0;0;0;50;0;0;0;50;16;30;0;60;0;0;0;0;0;0;0;0;0;0;0;0;10;70;50;0;0;0;0;0;0;0;0;0;200;50;3000;0;0;0;350;0;200;0;1200;0;0;0;0;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0271;Chuquisaca;Urbana;50;120;0;0;0;0;50;46;20;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;120;200;50;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;550;170;300;50;0;500;0;0;0;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0301;Chuquisaca;Urbana;17;150;0;0;0;0;50;0;0;0;800;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;300;100;0;0;0;0;0;0;0;100;0;0;0;0;0;500;500;0;0;0;0;0;0;0;112-00418470367-A;12;146,976198697701
112-00418470367-A-0331;Chuquisaca;Urbana;50;50;0;0;30;0;50;10;10;0;0;0;50;0;30;0;0;20;6;0;10;0;0;0;0;0;0;0;0;100;0;52;0;600;0;0;0;0;0;0;0;0;0;400;0;0;0;0;500;600;100;0;0;0;0;100;0;112-00418470367-A;12;146,976198697701
112-00418486964-A-0011;Chuquisaca;Urbana;100;30;0;20;0;0;20;0;0;0;512;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;400;200;150;0;0;0;0;0;0;30;0;200;0;0;0;0;0;0;0;220;340;0;0;0;0;510;0;0;112-00418486964-A;12;146,976198697701
112-00418486964-A-0041;Chuquisaca;Urbana;30;20;0;0;0;10;10;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;112-00418486964-A;12;146,976198697701
112-00418486964-A-0071;Chuquisaca;Urbana;25;0;0;0;0;0;35;25;0;0;0;89;0;200;45;20;60;25;10;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;50;0;0;0;0;0;0;0;112-00418486964-A;12;146,976198697701
112-00418486964-A-0101;Chuquisaca;Urbana;45;60;0;0;0;0;45;22;35;0;0;45;20;30;50;0;60;40;20;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112-00418486964-A;12;146,976198697701
112-00418939242-A-0021;Chuquisaca;Urbana;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;13;0;0;0;0;0;0;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0031;Chuquisaca;Urbana;50;50;0;0;0;0;30;0;0;0;0;0;80;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;30;20;143;0;0;0;0;270;0;0;0;0;0;0;60;0;0;0;70;0;170;700;20;0;0;0;1000;0;0;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0051;Chuquisaca;Urbana;50;100;0;0;0;0;30;18;0;0;0;0;50;0;50;10;0;0;0;0;0;0;0;0;0;0;0;50;0;20;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;112-00418939242-A;12;86,3860106631386
112-00418939242-A-0061;Chuquisaca;Urbana;100;0;0;0;100;0;100;0;0;0;120;0;80;0;100;0;0;0;50;0;0;0;0;0;0;0;0;0;30;60;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;400;500;10;0;4000;0;600;0;0;112-00418939242-A;12;86,3860106631386
