"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",136100788.21,182332.56,24965600.17,33078.71,161281799.65,0,0,0,0,0,0,0,16974619.78,7514,95541866.52,96,30437867.79,202919.09,143164883.18
"2",1102,"Gobierno Autónomo Municipal de Yotala",4927814.91,8515.85,904282.96,1198.14,5841811.86,0,0,0,0,0,0,0,614285.08,271.93,3460543.37,96,1102494.5,7349.97,5185040.85
"3",1201,"Gobierno Autónomo Municipal de La Paz",399377909.44,531167.54,73259037.01,97066.26,473265180.25,0,0,0,0,0,0,0,44425593.94,14127.08,112493444.5,2386.9,19094342.37,127295.61,176157190.4
"4",1204,"Gobierno Autónomo Municipal de Achocalla",11686016.73,17486.31,2143955.68,2840.55,13850299.27,0,0,0,0,0,0,0,1299574.06,413.21,2932974.02,53.88,558803.75,3725.37,4795544.29
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",442096931.02,587768.99,81095070.18,107448.76,523887218.95,0,0,0,0,0,0,0,49177566.78,15637.76,124696620.89,2649.81,21136737.55,140911.58,195170124.37
"6",1206,"Gobierno Autónomo Municipal de Viacha",42060478.7,57731.68,7715602.45,10222.95,49844035.78,0,0,0,0,0,0,0,4678364.45,1487.67,11837796.04,250.92,2011005.92,13406.71,18542311.71
"7",1210,"Gobierno Autónomo Municipal de Caranavi",26223218.6,36747.65,4810542.89,6373.86,31076883,0,0,0,0,0,0,0,2916661.43,927.43,6970626.76,151.44,1253826.98,8358.84,11150552.88
"8",1262,"Gobierno Autónomo Municipal de Laja",12780254.1,18936.14,2344673.54,3106.56,15146970.34,0,0,0,0,0,0,0,1421294.66,451.97,3544408.67,73.92,611119.19,4074.13,5581422.54
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",4537032.62,7982.08,832597.49,1103.17,5378715.36,0,0,0,0,0,0,0,504332.71,160.4,1225653.03,27.12,217009.46,1446.74,1948629.46
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",329318069.85,438340.07,60407823.08,80038.62,390244271.62,0,0,0,0,0,0,0,3347395.44,9743.42,131680832.43,1445.77,24288875.28,161925.76,159490218.1
