"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",159640026.49,235003.24,17738002.63,25889.15,177638921.51,1075178.9,1266.78,2142875.44,2524.7,2818762.58,3321.08,6043929.48,34403721.99,7029.38,149900372.72,176,79214230.86,528359.17,264053890.12
"2",1102,"Gobierno Autónomo Municipal de Yotala",7024297,12255.2,780699.47,1139.36,7818391.03,47321.68,55.74,105684.55,124.56,432372.98,509.38,586068.89,1513632.21,309.21,6597417.33,168,3486442.44,23254.53,11621223.72
"3",1201,"Gobierno Autónomo Municipal de La Paz",586910947.95,858620.72,65212549.76,95180.08,653077298.51,3952821.38,4657.16,6165106.17,7263.64,1217254.89,1434.14,11348537.38,153224685.95,17197.07,184054705.41,3506.1,65856241.55,439261.5,403595597.58
"4",1204,"Gobierno Autónomo Municipal de Achocalla",11177040.2,18316.24,1242115.66,1812.88,12439284.98,75290.14,88.72,160152.71,188.7,979362.32,1153.86,1216236.45,2917902.96,327.19,3505598.97,66.79,1254376.17,8366.7,7686638.78
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",480865429.49,703843.42,53429714.39,77982.53,535076969.83,3238611.59,3815.7,6788644.74,7998.36,19962766.12,23519.98,30025356.49,125539393.53,14078.16,150799022.19,2872.61,53957101.57,359894.03,330672362.09
"6",1206,"Gobierno Autónomo Municipal de Viacha",34471763.87,52315.72,3830418.24,5590.58,38360088.41,232178.61,273.56,549925.32,647.96,2128900.29,2508.28,2914434.02,8999453.97,1009.24,10810782.19,205.95,3868227.09,25801.16,23705479.6
"7",1210,"Gobierno Autónomo Municipal de Caranavi",31855676.26,48497.5,3539741.81,5166.36,35449081.93,214561.94,252.82,414093.05,487.92,2243824.99,2643.64,2875864.36,8316472.19,932.63,9990381.79,190.29,3574681.39,23843.11,21906501.4
"8",1262,"Gobierno Autónomo Municipal de Laja",12065592.56,19613.09,1340843.9,1957.01,13428006.56,81274.45,95.78,213198.16,251.16,1149417.33,1354.2,1445591.08,3149877.28,353.23,3784247.42,72.08,1354078.59,9031.72,8297660.32
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",4733459.88,8910.48,526162.4,767.89,5269300.65,31969.64,37.64,75970.94,89.54,266919.37,314.46,375301.59,1238664.57,138.94,1488479.89,28.35,532632.62,3552.77,3263497.14
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",382515027.05,560297.44,42501892.12,62033,425639249.61,2576227.86,3035.28,5097448.69,6005.82,1412993.17,1664.8,9097375.62,17909987.84,9486.9,217932845.32,1754.48,69303127.27,462252.06,305619453.87
"11",1302,"Gobierno Autónomo Municipal de Quillacollo",77094168.64,114524.66,8566240.66,12502.78,85787436.74,519237.79,611.76,1077982.08,1270.04,503779.06,593.54,2103474.27,3609267.7,1911.76,43924068.9,462.18,13968020.24,93166.83,61596897.61
"12",1303,"Gobierno Autónomo Municipal de Sipe Sipe",23182486.62,35838.59,2576054.43,3759.82,25798139.46,156146.04,184.02,340588.7,401.24,1106454.98,1303.6,1605078.58,1084983.76,574.63,13208744.15,226.07,4200486.2,28017.08,18523031.89
"13",1304,"Gobierno Autónomo Municipal de Tiquipaya",28210960.97,43172.28,3134773.75,4574.75,31393481.75,190405.68,224.3,398389.96,469.34,578428.83,681.14,1168599.25,1322182.74,699.72,16086143.39,247.56,5115705.85,34077.2,22559056.46
"14",1305,"Gobierno Autónomo Municipal de Vinto",23294942.46,36002.7,2588549.5,3778.14,25923272.8,156903.4,184.86,345019.32,406.52,731439.73,861.82,1234815.65,1090249.28,577.45,13272814.34,226.6,4220860.25,28153.23,18612881.15
