"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",65507722.05,221037.47,7278829.34,24366,73031954.86,683490.44,732.36,1362224.35,1459.48,1791885.3,1919.89,3841711.82,4824733.27,793.37,46154769.93,0,0,0,50980296.57
"2",1102,"Gobierno Autónomo Municipal de Yotala",2881527.79,11380.87,320361.75,1072.58,3214342.99,30082.35,32.28,67183.58,71.99,274859.17,294.54,372523.91,212270.14,34.9,2039578.12,0,0,0,2251883.16
"3",1201,"Gobierno Autónomo Municipal de La Paz",240839306.94,807963.99,26760116.74,89579.92,268496967.59,2512805.66,2692.32,3919153.42,4199.15,773808.04,829.11,7213487.7,43304854.53,17511.49,60464860.75,2976.87,0,0,103790203.64
"4",1204,"Gobierno Autónomo Municipal de Achocalla",4585601.33,17099.26,509704.94,1706.45,5114111.98,47861.87,51.3,101808.93,109.07,622579.88,667.07,773078.12,824788.22,335.95,1151570.6,56.75,0,0,1976751.52
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",197323289.61,662292.93,21925003.59,73394.36,219983980.49,2058782.99,2205.83,4315536.46,4623.81,12649407.6,13553.21,19044109.9,35478176.21,14245.32,49539815.51,2439.18,0,0,85034676.22
"6",1206,"Gobierno Autónomo Municipal de Viacha",14144643.7,49098.38,1571820.85,5261.71,15770824.64,147595.78,158.1,349587.11,374.55,1353340.33,1450.02,1852505.89,2539176.88,971.41,3551423.83,174.87,0,0,6091746.99
"7",1210,"Gobierno Autónomo Municipal de Caranavi",15528133.31,53729.45,1725541.95,5776.09,17313180.8,162030.35,173.64,312713.62,335.09,1698048.64,1819.32,2175120.66,2787955.06,1072.76,3898760.08,192.02,0,0,6687979.92
"8",1262,"Gobierno Autónomo Municipal de Laja",4950220.79,18319.99,550218.35,1841.82,5520600.95,51666.1,55.37,135529.93,145.18,730683.73,782.84,918863.15,890346.86,362.61,1243111.29,61.28,0,0,2133882.04
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",1881494.76,8019.14,209245.4,700.44,2099459.74,19648.39,21.05,48294.65,51.78,158663.89,170.05,226849.81,335747.55,119.86,472710.89,23.36,0,0,808601.66
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",156964980.49,527192.73,17440747.23,58383.19,174991303.64,1637706.15,1754.73,3240444.34,3471.92,898238.72,962.45,5782578.31,12326920.6,1113.98,56995049.95,1372.51,0,0,69324457.04
"11",1302,"Gobierno Autónomo Municipal de Quillacollo",31634843.43,107647.17,3515176.13,11767.28,35269434.01,330079.12,353.63,685272.38,734.28,320251.96,343.1,1337034.47,2484417.94,224.48,11487229.74,276.58,0,0,13972148.74
"12",1303,"Gobierno Autónomo Municipal de Sipe Sipe",9512063.27,33590.73,1057089.7,3538.75,10606282.45,99261.92,106.32,216511.98,232,703372.6,753.65,1020238.47,747061.62,67.54,3454374.77,83.21,0,0,4201587.14
"13",1304,"Gobierno Autónomo Municipal de Tiquipaya",11471475.73,40149.84,1274802.14,4267.44,12790695.15,119705.39,128.2,253256.21,271.35,345420.57,370.13,719151.85,900939.71,81.43,4165845.15,100.34,0,0,5066966.63
"14",1305,"Gobierno Autónomo Municipal de Vinto",9558209.81,33745.13,1062217.06,3555.68,10657727.68,99743.4,106.91,219328.52,234.99,464975.72,498.21,784887.75,750685.66,67.8,3471130.81,83.53,0,0,4221967.8
"15",1306,"Gobierno Autónomo Municipal de Colcapirhua",12743241.76,44407.09,1416109.51,4740.5,14208498.86,132974.29,142.43,183902.1,197.08,0,0,317215.9,1000815.04,90.45,4627621.48,111.41,0,0,5628638.38
"16",1312,"Gobierno Autónomo Municipal de Sacaba",35549417.62,120751.38,3950128.93,13223.17,39633521.1,370921.64,397.4,568786.43,609.43,971557.73,1040.91,1913313.54,2791840.36,252.24,12908627.28,310.79,0,0,15701030.67
"17",1315,"Gobierno Autónomo Municipal de Punata",7934271.9,28309.11,881779.38,2951.94,8847312.33,82800.09,88.73,219483.53,235.12,286141.52,306.62,589055.61,623153.28,56.34,2881479.47,69.42,0,0,3504758.51
"18",1316,"Gobierno Autónomo Municipal de Villa Rivero",1776464.33,7653.44,197573.9,661.12,1982352.79,18552.41,19.85,56434.21,60.51,154960.7,165.99,230193.67,139560.24,12.66,645574.82,15.62,0,0,785163.34
"19",1317,"Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)",3860005.36,14670.29,429083.29,1436.39,4305195.33,40291.41,43.17,95839.95,102.72,212510.31,227.7,349015.26,303189.84,27.4,1402132.22,33.77,0,0,1705383.23
"20",1320,"Gobierno Autónomo Municipal de Tarata",2644115.25,10586.17,293982.68,984.14,2949668.24,27605.31,29.54,78191.33,83.83,236763.84,253.65,342927.5,207701.49,18.76,960632.52,23.12,0,0,1168375.89
"21",1322,"Gobierno Autónomo Municipal de Arbieto",2863615.5,11320.8,318371.64,1065.79,3194373.73,29895.45,32.05,41162.86,44.13,152370.14,163.24,223667.87,224939.48,20.32,1040334.02,25.04,0,0,1265318.86
