"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",176202114.76,252851.85,32321463.31,46015.68,208822445.6,0,0,0,0,0,0,0,17692285.55,7511.69,55249025.95,111.27,31413487.15,209423.3,104571844.9
"2",1102,"Gobierno Autónomo Municipal de Yotala",6380322.52,11078.42,1170720.76,1666.77,7563788.47,0,0,0,0,0,0,0,640280.03,271.81,2001090.89,103.27,1138761.31,7591.73,3788099.04
"3",1201,"Gobierno Autónomo Municipal de La Paz",517051193.08,738114.96,94844075.8,135028.5,612768412.34,0,0,0,0,0,0,0,45757532.74,14133.55,55094992.15,2393.7,19713450.2,131422.99,120713925.33
"4",1204,"Gobierno Autónomo Municipal de Achocalla",14959784.26,23292.91,2744467.36,3907.26,17731451.79,0,0,0,0,0,0,0,1323509.65,408.85,1224348.35,53.19,438115.63,2920.76,2989356.43
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",572356944.98,816853.05,104988917.34,149471.54,678312186.91,0,0,0,0,0,0,0,50651975.1,15645.04,61163748.5,2657.33,21884898.02,145899.32,133864823.31
"6",1206,"Gobierno Autónomo Municipal de Viacha",54453773.2,79520.12,9988927.03,14221.18,64536441.53,0,0,0,0,0,0,0,4818644.39,1488.33,5792326.33,251.63,2072573.38,13817.15,12699101.21
"7",1210,"Gobierno Autónomo Municipal de Caranavi",33950223.61,50329.37,6227921.02,8866.59,40237340.59,0,0,0,0,0,0,0,3004123.51,927.85,3495547.46,151.87,1250768.17,8338.45,7759857.31
"8",1262,"Gobierno Autónomo Municipal de Laja",16546424.78,25551.78,3035508.11,4321.71,19611806.38,0,0,0,0,0,0,0,1463923.96,452.18,1705681.18,74.12,610340.22,4068.93,3784540.59
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",5874379.53,10358.09,1077913.9,1534.61,6964186.13,0,0,0,0,0,0,0,519470.44,160.48,624771.98,27.19,223582.57,1490.54,1369503.2
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",426348926.13,608983.07,78206380.98,111341.53,505275631.71,0,0,0,0,0,0,0,4342697.56,9332.25,80801419.63,1440.43,25026200.17,166841.35,110347931.39
