"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",55997216.4,70875.02,10271797.6,12881.89,66352770.91,0,0,0,0,0,0,0,4977725.8,2504.74,14354264.33,32,8307518.07,55383.44,27697428.38
"2",1102,"Gobierno Autónomo Municipal de Yotala",2027658.74,3191.71,372056.41,466.59,2403373.45,0,0,0,0,0,0,0,180113.89,90.64,519897.08,32,300907.84,2006.06,1003047.51
"3",1201,"Gobierno Autónomo Municipal de La Paz",164319438.97,206722.11,30141554.55,37800.55,194705516.18,0,0,0,0,0,0,0,12118485.01,4710.07,14591470.49,795.64,5208600.44,34724,31958785.65
"4",1204,"Gobierno Autónomo Municipal de Achocalla",4808246.74,6678.85,882104.93,1106.2,5698136.72,0,0,0,0,0,0,0,354466.04,137.76,329038.5,17.96,152431.83,1016.21,837108.3
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",181895669.54,228764.47,33365596.7,41843.87,215531874.58,0,0,0,0,0,0,0,13414739.54,5213.71,16198732.84,883.28,5765729.89,38438.19,35423737.45
"6",1206,"Gobierno Autónomo Municipal de Viacha",17305455.77,22351.6,3174492.27,3981.15,20506280.79,0,0,0,0,0,0,0,1276140.58,496,1534045.46,83.64,548567.01,3657.11,3362989.8
"7",1210,"Gobierno Autónomo Municipal de Caranavi",10789404.57,14179.83,1979240.34,2482.16,12785306.9,0,0,0,0,0,0,0,795579.01,309.2,925761.65,50.48,342021.93,2280.14,2066002.41
"8",1262,"Gobierno Autónomo Municipal de Laja",5258457.65,7243.48,964687.91,1209.82,6231598.86,0,0,0,0,0,0,0,387669.29,150.68,451729.65,24.64,166702.57,1111.35,1007388.18
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",1866869.49,2990.04,342562.29,429.58,2212851.4,0,0,0,0,0,0,0,137538.2,53.48,165459.36,9.04,59196.36,394.65,362651.09
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",135494156,170572.24,24854076.33,31169.53,160549974.1,0,0,0,0,0,0,0,697982.44,3183.09,21851718.29,481.92,6625577.58,44170.52,29223113.84
