"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",52833528.18,173158.8,6830766.33,22158.36,59859611.67,775228.17,690.59,1545061.39,1376.48,2032391.25,"1810.6",4356558.48,3655441.03,896.58,44235366.7,0,0,0,47891704.31
"2",1102,"Gobierno Autónomo Municipal de Yotala",2323942.75,9031.49,300641.23,975.18,2634590.65,34119.99,30.36,76200.92,67.89,311750.62,"277,72 ",422447.5,160795.59,39.47,1954759.72,0,0,0,2115594.78
"3",1201,"Gobierno Autónomo Municipal de La Paz",194242837.66,632607.48,25112843.12,81463.54,220069751.8,2850073.14,2539.03,4445180.22,3960.09,877668.16,"781,86 ",8180202.5,39986585.39,17618.65,42227806.95,3108.78,0,0,82235119.77
"4",1204,"Gobierno Autónomo Municipal de Achocalla",3698319.99,13508.97,478329.06,1551.6,4191709.62,54285.85,48.37,115473.7,102.9,706142.26,"629,08 ",876682.16,761568.2,340.02,804205.88,59.27,0,0,1566173.37
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",159146081,518575.85,20575365.38,66744.36,180306766.59,2335111.8,2080.26,4894765.62,4360.59,14347203.81,"12.781,30 ",21596303.38,32759525.55,14251.75,34597896.05,2547.11,0,0,67374220.46
"6",1206,"Gobierno Autónomo Municipal de Viacha",11407920.63,38563.98,1475064.23,4785,12926333.84,167405.99,149.11,396508.5,353.21,1534985,"1.367,44 ",2100769.25,2344389.07,928.58,2480182.46,182.65,0,0,4825682.76
"7",1210,"Gobierno Autónomo Municipal de Caranavi",12523739.87,42189.35,1619322.66,5252.93,14190504.81,183778,163.74,354685.92,315.99,1925959.89,"1.715,78 ",2466619.32,2574099.35,1030.88,2722751.7,200.44,0,0,5298082.37
"8",1262,"Gobierno Autónomo Municipal de Laja",3992394.74,14464.38,516348.39,1675.1,4524882.61,58600.73,52.23,153720.68,136.93,828755.73,"738,31 ",1042004.61,822110.09,367,868136.73,63.87,0,0,1690677.69
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",1517445.73,6344.83,196365.02,636.94,1720792.52,22285.6,19.88,54776.74,48.8,179959.67,"160,31 ",257251,309894.39,107.53,330098.11,24.37,0,0,640124.4
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",126596095.2,412818.5,16367146.36,53093.38,143429153.44,1857518.25,1654.75,3675375.16,3274.25,1018799.87,"907,59 ",6557529.87,11130044.34,1185.2,48053371.01,1555.26,0,0,59186155.81
