"","Código","Municipio","Cta Principal (Líquido)","Comisión Bancaria...4","SUMI/SSIEP","Comisión Bancaria...6","Total Ejecución...7","Salud (Líquido)","Comisión Bancaria...9","Educación (Líquido)","Comisión Bancaria...11","Infraestructura (Líquido)","Comisiones Bancarias","Total Ejecución...14","Coparticipación","Comisión Bancaria...16","Compensación y nivelación","Comisión Bancaria...18","Renta Digindad","Fondo E Cívica","Total Ejecución...21"
"1",1101,"Gobierno Autónomo Municipal de Sucre",179990494.99,262289.79,33016374.8,47745.52,213316905.1,0,0,0,0,0,0,0,20030876.97,7513.39,54522192,96,32022306.71,213481.95,106796467.02
"2",1102,"Gobierno Autónomo Municipal de Yotala",6517542.21,11420.02,1195891.32,1729.39,7726582.94,0,0,0,0,0,0,0,724986.21,271.95,1974763.84,96,1159884.7,7732.54,3867735.24
"3",1201,"Gobierno Autónomo Municipal de La Paz",528167828.14,765794.17,96883223.37,140104.29,625956949.97,0,0,0,0,0,0,0,46734510.84,14129.18,56271321.7,2386.9,20086713.55,133911.44,123242973.61
"4",1204,"Gobierno Autónomo Municipal de Achocalla",15455114.48,24344.72,2835327.22,4100.18,18318886.6,0,0,0,0,0,0,0,1367145.48,413.28,1268948.36,53.88,587845.91,3918.95,3228325.86
"5",1205,"Gobierno Autónomo Municipal de El Alto de La Paz",584662653.78,847492.27,107246178.99,155090.28,692911415.32,0,0,0,0,0,0,0,51733453.22,15639.94,62469650.59,2649.82,22235256.13,148235.06,136604884.76
"6",1206,"Gobierno Autónomo Municipal de Viacha",55624564.1,82442.4,10203688.81,14755.69,65925451,0,0,0,0,0,0,0,4921538.37,1487.84,5915998.9,250.92,2115521.94,14103.5,12968901.47
"7",1210,"Gobierno Autónomo Municipal de Caranavi",34680188.3,52154.45,6361821.26,9199.89,41103363.9,0,0,0,0,0,0,0,3068276.08,927.57,3570182.04,151.44,1318990.86,8793.27,7967321.26
"8",1262,"Gobierno Autónomo Municipal de Laja",16902215.74,26437.48,3100771.52,4484,20033908.74,0,0,0,0,0,0,0,1495192.13,452.04,1742100.79,73.92,642880.29,4285.85,3884985.02
"9",1268,"Gobierno Autónomo Municipal de San Buenaventura",6000721.46,10672.69,1101089.05,1592.25,7114075.45,0,0,0,0,0,0,0,530573.82,160.44,638113.38,27.12,228287.86,1521.92,1398684.54
"10",1301,"Gobierno Autónomo Municipal de Cochabamba",435515462.51,631808.2,79887818.13,115526.95,516150615.79,0,0,0,0,0,0,0,4596282.86,9858.03,82365757.68,1445.76,25551216.75,170341.48,112694902.56
"11",1302,"Gobierno Autónomo Municipal de Quillacollo",94529531.01,138703.45,17340103.18,25075.83,112033413.47,0,0,0,0,0,0,0,997198.22,2138.79,17884633.05,389.28,5546036.25,36973.58,24467369.17
"12",1303,"Gobierno Autónomo Municipal de Sipe Sipe",28644406.79,43418.02,5254664.66,7598.82,33950088.29,0,0,0,0,0,0,0,301784.87,647.26,5420082.31,184.92,1680645.24,11204.3,7414548.9
"13",1304,"Gobierno Autónomo Municipal de Tiquipaya",37143016.61,55715.93,6813582.78,9853.21,44022168.53,0,0,0,0,0,0,0,391487.25,839.65,6993317.85,209.52,2179247.58,14528.3,9579630.15
"14",1305,"Gobierno Autónomo Municipal de Vinto",35808926.69,53786.59,6568868.59,9499.35,42441081.22,0,0,0,0,0,0,0,377406.05,809.52,6773239.97,207,2100978.36,14006.53,9266647.43
"15",1306,"Gobierno Autónomo Municipal de Colcapirhua",35824087.24,53808.63,6571648.88,9503.32,42459048.07,0,0,0,0,0,0,0,377566.06,809.77,6776327.39,207.12,2101867.77,14012.44,9270790.55
"16",1312,"Gobierno Autónomo Municipal de Sacaba",118843584.66,173864.36,21800078.04,31525.46,140849052.52,0,0,0,0,0,0,0,1253831.54,2689.21,22363431.97,458.76,6972508.71,46483.38,30639403.57
"17",1315,"Gobierno Autónomo Municipal de Punata",19903916.64,30778.19,3651379.6,5280.32,23591354.75,0,0,0,0,0,0,0,209529.58,449.43,3759444.04,157.44,1167852.57,7785.66,5145218.72
"18",1316,"Gobierno Autónomo Municipal de Villa Rivero",5603801.52,10098.57,1028282.13,1487.06,6643669.28,0,0,0,0,0,0,0,58592.78,125.69,1060787.98,113.4,328884.28,2192.56,1450696.69
"19",1317,"Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)",9343524.56,15506.65,1714265.81,2479.02,11075776.04,0,0,0,0,0,0,0,98065.31,210.31,1768586.22,125.04,548288.73,3655.27,2418930.88
"20",1320,"Gobierno Autónomo Municipal de Tarata",5677534.68,10205.25,1041806.85,1506.61,6731053.39,0,0,0,0,0,0,0,59371.04,127.35,1074743.12,113.64,333210.12,2221.39,1469786.66
"21",1322,"Gobierno Autónomo Municipal de Arbieto",12019282.97,19376.16,2205085.68,3188.86,14246933.67,0,0,0,0,0,0,0,126307.79,270.86,2270955.66,133.08,705271.86,4701.83,3107641.08
"22",1324,"Gobierno Autónomo Municipal de Cliza",15088514.99,23814.58,2768081.51,4002.95,17884414.03,0,0,0,0,0,0,0,158703.34,340.43,2849104.82,142.56,885339.53,5902.28,3899532.96
"23",1326,"Gobierno Autónomo Municipal de Tolata",3816976.3,7514.63,700521.01,1012.99,4526024.93,0,0,0,0,0,0,0,39732.96,85.2,722604.7,107.88,224053.67,1493.7,988078.11
"24",1336,"Gobierno Autónomo Municipal de Arani",6547173.53,11462.9,1201326.3,1737.25,7761699.98,0,0,0,0,0,0,0,68550.02,147,1239335.21,116.28,384230.66,2561.56,1694940.73
"25",1341,"Gobierno Autónomo Municipal de Tiraque",14628199.43,23148.97,2683644.81,3880.87,17338874.08,0,0,0,0,0,0,0,153844.74,330,2763641.17,141.24,858333.43,5722.21,3782012.79
"26",1401,"Gobierno Autónomo Municipal de Oruro",182569090.95,266018.6,33489371.78,48429.44,216372910.77,0,0,0,0,0,0,0,88821910.93,10801.15,0,0,38175853.98,254505.73,127263071.79
"27",1406,"Gobierno Autónomo Municipal de Huanuni",17002823.09,26582.9,3119226.7,4510.76,20153143.45,0,0,0,0,0,0,0,8272420.49,1005.94,0,0,3555729.16,23704.86,11852860.45
"28",1501,"Gobierno Autónomo Municipal de Potosí",131823392.38,192634.64,24180988.95,34968.42,156231984.39,0,0,0,0,0,0,0,38284654.2,5320.28,0,0,16462486.08,109749.92,54862210.48
"29",1505,"Gobierno Autónomo Municipal de Uncía",15171895.9,23935.18,2783375.83,4025.08,17983231.99,0,0,0,0,0,0,0,4406282.09,612.24,0,0,1894930.24,12632.85,6314457.42
"30",1507,"Gobierno Autónomo Municipal de Llallagua",28322599.13,42952.6,5195635.1,7513.51,33568700.34,0,0,0,0,0,0,0,8225559.13,1143.15,0,0,3537203.11,23581.37,11787486.76
