"","Ent","Entidad","Fecha de Datos","Ppto Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"1",1101,"Municipalidad de Sucre",2005-12-31,167536814,186236973.59,106948565.18,106948314.39,103883310.94,250.79,3065003.45
"2",1102,"Municipalidad de Yotala",2005-01-31,3533634,3533634,0,0,0,0,0
"3",1103,"Municipalidad de Poroma",2005-01-31,4864570,4864570,0,0,0,0,0
"4",1104,"Municipalidad de Villa Azurduy",2005-01-31,4900158,4900158,0,0,0,0,0
"5",1105,"Municipalidad de Tarvita (Villa Orías)",2005-01-31,6672091,6672091,0,0,0,0,0
"6",1106,"Municipalidad de Villa Zudañez (Tacopaya)",2005-01-31,2203845,2203845,0,0,0,0,0
"7",1107,"Municipalidad de Presto",2005-01-31,2553453,2553453,0,0,0,0,0
"8",1108,"Municipalidad de Villa Mojocoya",2005-01-31,2127082,2127082,0,0,0,0,0
"9",1109,"Municipalidad de Icla",2005-01-31,2462426,2462426,0,0,0,0,0
"10",1110,"Municipalidad de Padilla",2005-01-31,5156286,5156286,0,0,0,0,0
"11",1111,"Municipalidad de Tomina",2005-01-31,2327923,2327923,0,0,0,0,0
"12",1113,"Municipalidad de Villa Alcalá",2005-01-31,1212002,1212002,0,0,0,0,0
"13",1114,"Municipalidad de El Villar",2005-01-31,1988495,1988495,0,0,0,0,0
"14",1115,"Municipalidad de Monteagudo",2005-01-31,12264017,12264017,0,0,0,0,0
"15",1116,"Municipalidad de San Pablo de Huacareta",2005-01-31,3440486,3440486,0,0,0,0,0
"16",1117,"Municipalidad de Tarabuco",2005-01-31,5161859,5161859,0,0,0,0,0
"17",1118,"Municipalidad de Yamparáez",2005-01-31,2528456,2528456,0,0,0,0,0
"18",1119,"Municipalidad de Camargo",2005-01-31,4154084,4154084,0,0,0,0,0
"19",1120,"Municipalidad de San Lucas",2005-01-31,12432792,12432792,0,0,0,0,0
"20",1121,"Municipalidad de Incahuasi",2005-01-31,8052046,8052046,0,0,0,0,0
"21",1122,"Municipalidad de Villa Serrano",2005-01-31,3769105,3769105,0,0,0,0,0
"22",1123,"Municipalidad de Camataqui (Villa Abecia)",2005-01-31,1116292,1116292,0,0,0,0,0
"23",1124,"Municipalidad de Culpina",2005-01-31,5919317,5919317,0,0,0,0,0
"24",1125,"Municipalidad de Las Carreras",2005-01-31,1386216,1386216,0,0,0,0,0
"25",1126,"Municipalidad de Villa Vaca Guzmán",2005-01-31,4187282,4187282,0,0,0,0,0
"26",1127,"Municipalidad de Villa de Huacaya",2005-01-31,759227,759227,0,0,0,0,0
"27",1128,"Municipalidad de Machareti",2005-01-31,3282713,3282713,0,0,0,0,0
"28",1201,"Municipalidad de La Paz",2005-12-31,894000799,1090509871,929069256.48,920337977.76,773932287.58,8731278.72,146405690.18
"29",1202,"Municipalidad de Palca",2005-01-31,4594135,4594135,0,0,0,0,0
"30",1203,"Municipalidad de Mecapaca",2005-01-31,2838193,2838193,0,0,0,0,0
"31",1204,"Municipalidad de Achocalla",2005-01-31,4675779,4675779,0,0,0,0,0
"32",1205,"Municipalidad de El Alto de La Paz",2005-01-31,164947900,164947900,0,0,0,0,0
"33",1206,"Municipalidad de Viacha",2005-01-31,16638253,16638253,0,0,0,0,0
"34",1207,"Municipalidad de Guaqui",2005-01-31,1835907,1835907,0,0,0,0,0
"35",1208,"Municipalidad de Tiahuanacu",2005-01-31,5697318,5697318,0,0,0,0,0
"36",1209,"Municipalidad de Desaguadero",2005-01-31,1316825,1316825,0,0,0,0,0
"37",1210,"Municipalidad de Caranavi",2005-01-31,13779813,13779813,0,0,0,0,0
"38",1211,"Municipalidad de Sicasica (Villa Aroma)",2005-01-31,7833323,7833323,0,0,0,0,0
"39",1212,"Municipalidad de Umala",2005-01-31,2993494,2993494,0,0,0,0,0
"40",1213,"Municipalidad de Ayo Ayo",2005-01-31,2073305,2073305,0,0,0,0,0
"41",1214,"Municipalidad de Calamarca",2005-01-31,4293912,4293912,0,0,0,0,0
"42",1215,"Municipalidad de Patacamaya",2005-01-31,11411737,11411737,0,0,0,0,0
"43",1216,"Municipalidad de Colquencha",2005-01-31,2030499,2030499,0,0,0,0,0
"44",1217,"Municipalidad de Collana",2005-01-31,790430,790430,0,0,0,0,0
"45",1218,"Municipalidad de Inquisivi",2005-01-31,4167611,4167611,0,0,0,0,0
"46",1219,"Municipalidad de Quime",2005-01-31,1980561,1980561,0,0,0,0,0
"47",1220,"Municipalidad de Cajuata",2005-01-31,1883621,1883621,0,0,0,0,0
"48",1221,"Municipalidad de Colquiri",2005-01-31,6040910,6040910,0,0,0,0,0
"49",1222,"Municipalidad de Ichoca",2005-01-31,1946654,1946654,0,0,0,0,0
"50",1223,"Municipalidad de Licoma Pampa",2005-01-31,694446,694446,0,0,0,0,0
"51",1224,"Municipalidad de Achacachi",2005-01-31,18030823,18030823,0,0,0,0,0
"52",1225,"Municipalidad de Ancoraimes",2005-01-31,4713026,4713026,0,0,0,0,0
"53",1226,"Municipalidad de Sorata",2005-01-31,9581919,9581919,0,0,0,0,0
"54",1227,"Municipalidad de Guanay",2005-01-31,8788306,8788306,0,0,0,0,0
"55",1228,"Municipalidad de Tacacoma",2005-01-31,2023585,2023585,0,0,0,0,0
"56",1229,"Municipalidad de Tipuani",2005-01-31,2299648,2299648,0,0,0,0,0
"57",1230,"Municipalidad de Quiabaya",2005-01-31,673864,673864,0,0,0,0,0
"58",1231,"Municipalidad de Combaya",2005-01-31,723618,723618,0,0,0,0,0
"59",1232,"Municipalidad de Copacabana",2005-01-31,3458358,3458358,0,0,0,0,0
"60",1233,"Municipalidad de San Pedro de Tiquina",2005-01-31,1451807,1451807,0,0,0,0,0
"61",1234,"Municipalidad de Tito Yupanqui",2005-01-31,579179,579179,0,0,0,0,0
"62",1235,"Municipalidad de Chuma",2005-01-31,3533364,3533364,0,0,0,0,0
"63",1236,"Municipalidad de Ayata",2005-01-31,2260664,2260664,0,0,0,0,0
"64",1237,"Municipalidad de Aucapata",2005-01-31,1800013,1800013,0,0,0,0,0
"65",1238,"Municipalidad de Corocoro",2005-01-31,3231374,3231374,0,0,0,0,0
"66",1239,"Municipalidad de Caquiaviri",2005-01-31,2942578,2942578,0,0,0,0,0
"67",1240,"Municipalidad de Calacoto",2005-01-31,2983164,2983164,0,0,0,0,0
"68",1241,"Municipalidad de Comanche",2005-01-31,975642,975642,0,0,0,0,0
"69",1242,"Municipalidad de Charaña",2005-01-31,1504713,1504713,0,0,0,0,0
"70",1243,"Municipalidad de Waldo Ballivián",2005-01-31,430262,430262,0,0,0,0,0
"71",1244,"Municipalidad de Nazacara de Pacajes",2005-01-31,65398,65398,0,0,0,0,0
"72",1245,"Municipalidad de Santiago de Callapa",2005-01-31,2096278,2096278,0,0,0,0,0
"73",1246,"Municipalidad de Puerto Acosta",2005-01-31,6814435,6814435,0,0,0,0,0
"74",1247,"Municipalidad de Mocomoco",2005-01-31,5585501,5585501,0,0,0,0,0
"75",1248,"Municipalidad de Carabuco",2005-01-31,4380037,4380037,0,0,0,0,0
"76",1249,"Municipalidad de Apolo",2005-01-31,3673931,3673931,0,0,0,0,0
"77",1250,"Municipalidad de Pelechuco",2005-01-31,1614236,1614236,0,0,0,0,0
"78",1251,"Municipalidad de Luribay",2005-01-31,3985902,3985902,0,0,0,0,0
"79",1252,"Municipalidad de Sapahaqui",2005-01-31,3134636,3134636,0,0,0,0,0
"80",1253,"Municipalidad de Yaco",2005-01-31,2241082,2241082,0,0,0,0,0
"81",1254,"Municipalidad de Malla",2005-01-31,948867,948867,0,0,0,0,0
"82",1255,"Municipalidad de Cairoma",2005-01-31,2634267,2634267,0,0,0,0,0
"83",1256,"Municipalidad de Chulumani (Villa de la Libertad)",2005-01-31,3335291,3335291,0,0,0,0,0
"84",1257,"Municipalidad de Irupana (Villa de Lanza)",2005-01-31,3351060,3351060,0,0,0,0,0
"85",1258,"Municipalidad de Yanacachi",2005-01-31,1448361,1448361,0,0,0,0,0
"86",1259,"Municipalidad de Palos Blancos",2005-01-31,4076386,4076386,0,0,0,0,0
"87",1260,"Municipalidad de La Asunta",2005-01-31,5026372,5026372,0,0,0,0,0
