"","Ent,","Entidad","Fecha de Datos","Ppto, Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"57",1228,"Gobierno Autónomo Municipal de Tacacoma",2017-12-31,8411484,19263700.72,12790433.58,12790433.58,12787342.59,0,3090.99
"58",1229,"Gobierno Autónomo Municipal de Tipuani",2017-12-31,11727044,21126280.95,13770582.24,13770582.24,13770582.24,0,0
"59",1230,"Gobierno Autónomo Municipal de Quiabaya",2017-12-31,3448325,8785663.73,6746306.93,6746306.93,6746306.93,0,0
"60",1231,"Gobierno Autónomo Municipal de Combaya",2017-12-31,3424241,9965574.62,6355140.06,6355140.06,6355140.06,0,0
"61",1232,"Gobierno Autónomo Municipal de Copacabana",2017-12-31,15103387,39741037.4,21691325.72,21691325.72,21691325.72,0,0
"62",1233,"Gobierno Autónomo Municipal de San Pedro de Tiquina",2017-12-31,5574410,15109230.54,10749326.38,10749326.38,10700198.25,0,49128.13
"63",1234,"Gobierno Autónomo Municipal de Tito Yupanqui",2017-12-31,5966227,9905845.62,4629925.27,4629925.27,4395927.85,0,233997.42
"64",1235,"Gobierno Autónomo Municipal de Chuma",2017-12-31,12699701,19028306.87,14728983.57,14728983.57,14728149.57,0,834
"65",1236,"Gobierno Autónomo Municipal de Ayata",2017-12-31,7778538,13066145.56,8408153.48,8408153.48,8390288.75,0,17864.73
"66",1237,"Gobierno Autónomo Municipal de Aucapata",2017-12-31,5123207,10303707.81,7531942.39,7531942.39,7531942.39,0,0
"67",1238,"Gobierno Autónomo Municipal de Corocoro",2017-12-31,12621614,20306972.02,12736650.83,12736650.83,12736650.83,0,0
"68",1239,"Gobierno Autónomo Municipal de Caquiaviri",2017-12-31,13579450,30126735.74,12848992.1,12848992.1,12848476.1,0,516
"69",1240,"Gobierno Autónomo Municipal de Calacoto",2017-12-31,9076758,22741984.95,12380887.96,12380887.96,12380887.96,0,0
"70",1241,"Gobierno Autónomo Municipal de Comanche",2017-12-31,3560991,8629958.04,4425522.49,4425522.49,4353506.6,0,72015.89
"71",1242,"Gobierno Autónomo Municipal de Charaña",2017-12-31,3098259,12497012.55,6475772.81,6475772.81,6384135.11,0,91637.7
"72",1243,"Gobierno Autónomo Municipal de Waldo Ballivián",2017-12-31,4752232,9380194.86,7660590.93,7660590.93,7660590.93,0,0
"73",1244,"Gobierno Autónomo Municipal de Nazacara de Pacajes",2017-12-31,585107,585107,0,0,0,0,0
"74",1245,"Gobierno Autónomo Municipal de Santiago de Callapa",2017-12-31,7402406,12383326.75,9783823.11,9783823.11,9780073.11,0,3750
"75",1246,"Gobierno Autónomo Municipal de Puerto Acosta",2017-12-31,10391748,23747924.86,14538100.76,14538100.76,14538100.76,0,0
"76",1247,"Gobierno Autónomo Municipal de Mocomoco",2017-12-31,20437956,32016998.79,22010758.12,21979241.93,20528160.67,31516.19,1451081.26
"77",1248,"Gobierno Autónomo Municipal de Carabuco",2017-12-31,13589507,26304693.11,19242710.63,19242710.63,19242710.63,0,0
"78",1249,"Gobierno Autónomo Municipal de Apolo",2017-12-31,19938296,33113263.03,23970078.34,23970078.34,23969702.34,0,376
"79",1250,"Gobierno Autónomo Municipal de Pelechuco",2017-12-31,7722555,20527110.89,14403216.45,14403216.45,14403194.01,0,22.44
"80",1251,"Gobierno Autónomo Municipal de Luribay",2017-12-31,14655275,23921196.07,19969041.54,19969041.54,19968646.54,0,395
"81",1252,"Gobierno Autónomo Municipal de Sapahaqui",2017-12-31,11707579,22692223.18,16486029.18,16486029.18,16401661.18,0,84368
"82",1253,"Gobierno Autónomo Municipal de Yaco",2017-12-31,6743568,15126754.14,10461746.26,10461746.26,10460677.4,0,1068.86
"83",1254,"Gobierno Autónomo Municipal de Malla",2017-12-31,6899105,15387030.52,10118720.8,10118720.8,10118720.8,0,0
"84",1255,"Gobierno Autónomo Municipal de Cairoma",2017-12-31,10921403,23349185.33,14961273.8,14961273.8,14960708.6,0,565.2
"85",1256,"Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad)",2017-12-31,21722240,49233341.73,33389063.19,33389063.19,32370609.34,0,1018453.85
"86",1257,"Gobierno Autónomo Municipal de Irupana (Villa de Lanza)",2017-12-31,21056111,45186531.95,41383251.53,41383251.53,41374338.83,0,8912.7
"87",1258,"Gobierno Autónomo Municipal de Yanacachi",2017-12-31,8552188,25103026.8,18423248.28,18423248.28,18343587.46,0,79660.82
"88",1259,"Gobierno Autónomo Municipal de Palos Blancos",2017-12-31,25448822,41741639.21,29831730.9,29831730.9,29831214.38,0,516.52
"89",1260,"Gobierno Autónomo Municipal de La Asunta",2017-12-31,47600038,122703055.27,86619387.44,86619387.44,85583750.05,0,1035637.39
"90",1261,"Gobierno Autónomo Municipal de Pucarani",2017-12-31,35939840,56385544.01,42698404.89,42698404.89,42698404.89,0,0
"91",1262,"Gobierno Autónomo Municipal de Laja",2017-12-31,23314086,39955805.73,26602693.36,26602693.36,26574194.36,0,28499
"92",1263,"Gobierno Autónomo Municipal de Batallas",2017-12-31,16373253,36629082.35,19777802.11,19777802.11,19777802.11,0,0
"93",1264,"Gobierno Autónomo Municipal de Puerto Pérez",2017-12-31,8024339,13023856,9241047.23,9241047.23,9241047.23,0,0
"94",1265,"Gobierno Autónomo Municipal de Coroico",2017-12-31,23606362,48349143.76,28832450.66,28832450.66,28782060.66,0,50390
"95",1266,"Gobierno Autónomo Municipal de Coripata",2017-12-31,19903738,55944199.25,39912458.36,39863578.36,39863578.36,48880,0
"96",1267,"Gobierno Autónomo Municipal de Ixiamas",2017-12-31,10456601,22486069.31,15832574.31,15832574.31,15377184.35,0,455389.96
"97",1268,"Gobierno Autónomo Municipal de San Buenaventura",2017-12-31,9993082,22376646.47,14003654.36,13981428.05,13814603.79,22226.31,166824.26
"98",1269,"Gobierno Autónomo Municipal de General Juan José Pérez (Charazani)",2017-12-31,12531133,18913037.35,16260092.05,16260092.05,16260092.05,0,0
"99",1270,"Gobierno Autónomo Municipal de Curva",2017-12-31,3034910,9190832.74,6313927.03,6313927.03,6303562.03,0,10365
"100",1271,"Gobierno Autónomo Municipal de San Pedro de Curahuara",2017-12-31,8552054,14673256.98,11024575.23,11024575.23,11024575.23,0,0
"101",1272,"Gobierno Autónomo Municipal de Papel Pampa",2017-12-31,6840237,13380080.36,10689689.59,10689689.59,10585289.59,0,104400
"102",1273,"Gobierno Autónomo Municipal de Chacarilla",2017-12-31,1939233,6836531.15,2716004.34,2716004.34,2613045.91,0,102958.43
"103",1274,"Gobierno Autónomo Municipal de Santiago de Machaca",2017-12-31,5202219,8547454.66,5593769.52,5593769.52,5494352.58,0,99416.94
"104",1275,"Gobierno Autónomo Municipal de Catacora",2017-12-31,2675893,5941499.73,4201766.71,4201766.71,4161539.9,0,40226.81
"105",1276,"Gobierno Autónomo Municipal de Mapiri",2017-12-31,13882594,24725228.89,13295691.84,13295691.84,13295691.84,0,0
"106",1277,"Gobierno Autónomo Municipal de Teoponte",2017-12-31,9170128,17987508.93,13358805.21,13358805.21,10622417.3,0,2736387.91
"107",1278,"Gobierno Autónomo Municipal de San Andrés de Machaca",2017-12-31,6959765,12569944.19,8873623.3,8873623.3,8404392.34,0,469230.96
"108",1279,"Gobierno Autónomo Municipal de Jesús de Machaca",2017-12-31,27725728,37640295.41,24549749.9,24549749.9,24549749.9,0,0
"109",1280,"Gobierno Autónomo Municipal de Taraco",2017-12-31,6565108,14953713,11797709.04,11797709.04,11797709.04,0,0
"110",1281,"Gobierno Autónomo Municipal de Huarina",2017-12-31,9066266,23957175.49,15495403.95,15495403.95,15393883.95,0,101520
"111",1282,"Gobierno Autónomo Municipal de Santiago de Huata",2017-12-31,7978692,13844758.83,10296273.44,10296273.44,10247868.89,0,48404.55
"112",1283,"Gobierno Autónomo Municipal de Escoma",2017-12-31,6695175,10039629.88,3520743.11,3520743.11,3379364.46,0,141378.65
"113",1284,"Gobierno Autónomo Municipal de Humanata",2017-12-31,6027787,11761281.27,10172016.32,10172016.32,10140674.61,0,31341.71
"114",1285,"Gobierno Autónomo Municipal de Alto Beni",2017-12-31,13629509,24552699.76,15361699.99,15361699.99,15105789.59,0,255910.4
"115",1286,"Gobierno Autónomo Municipal de Huatajata",2017-12-31,4961128,10956417.43,5553149.19,5553149.19,5544351.19,0,8798
"116",1287,"Gobierno Autónomo Municipal de Chua Cocani",2017-12-31,5351661,8522267.87,4286481.05,4286481.05,4274300.23,0,12180.82
"117",1301,"Gobierno Autónomo Municipal de Cochabamba",2017-12-31,1592160168,1898914833.72,1598960356.88,1598960356.88,1522535980,0,76424376.88
"118",1302,"Gobierno Autónomo Municipal de Quillacollo",2017-12-31,333332239,396980672.22,274100904.77,274100904.77,265822727.61,0,8278177.16
"119",1303,"Gobierno Autónomo Municipal de Sipe Sipe",2017-12-31,53281531,82171623.31,58577221.3,58577221.3,58577221.3,0,0
"120",1304,"Gobierno Autónomo Municipal de Tiquipaya",2017-12-31,95510260,160267689.56,124225234.22,124220234.22,117429978.19,5000,6790256.03
"121",1305,"Gobierno Autónomo Municipal de Vinto",2017-12-31,84085398,132534172.71,112379072.56,112379072.56,105931754.27,0,6447318.29
"122",1306,"Gobierno Autónomo Municipal de Colcapirhua",2017-12-31,93354548,129285299.81,96074392.42,96074392.42,96066545.95,0,7846.47
"123",1307,"Gobierno Autónomo Municipal de Aiquile",2017-12-31,35754591,76248753.98,43853619.1,43853619.1,43853619.1,0,0
"124",1308,"Gobierno Autónomo Municipal de Pasorapa",2017-12-31,9031355,19337689.4,11703717.76,11703717.76,11703159.76,0,558
"125",1309,"Gobierno Autónomo Municipal de Omereque",2017-12-31,8013421,20994156.87,14716004.04,14716004.04,14716004.04,0,0
"126",1310,"Gobierno Autónomo Municipal de Independencia",2017-12-31,27919289,40046690.98,27810744.96,27810744.96,27810744.96,0,0
"127",1311,"Gobierno Autónomo Municipal de Morochata",2017-12-31,16887011,24061637.58,17389221.96,17389221.96,17389221.96,0,0
"128",1312,"Gobierno Autónomo Municipal de Sacaba",2017-12-31,277624682,375940992.04,322801633.82,322801633.82,314998452.21,0,7803181.61
"129",1313,"Gobierno Autónomo Municipal de Colomi",2017-12-31,21242557,65127483.09,51517794.45,51517794.45,51517794.45,0,0
"130",1314,"Gobierno Autónomo Municipal de Villa Tunari",2017-12-31,192724533,331565234.06,281362407.53,281362407.53,281362407.53,0,0
"131",1315,"Gobierno Autónomo Municipal de Punata",2017-12-31,54397840,104368971.46,77304023.24,77304023.24,77090959.08,0,213064.16
"132",1316,"Gobierno Autónomo Municipal de Villa Rivero",2017-12-31,8706469,15670564.86,10535138.54,10535138.54,10535138.54,0,0
"133",1317,"Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)",2017-12-31,20335339,40227895.07,22153030.02,22153030.02,22153030.02,0,0
"134",1318,"Gobierno Autónomo Municipal de Tacachi",2017-12-31,1501341,8143661.34,4009338.38,4009338.38,4009338.38,0,0
"135",1319,"Gobierno Autónomo Municipal Villa Gualberto Villarroel",2017-12-31,3130410,14150640.52,8499660.01,8499660.01,8499660.01,0,0
"136",1320,"Gobierno Autónomo Municipal de Tarata",2017-12-31,11073052,24186065.93,15892363.6,15892363.6,15864769.02,0,27594.58
"137",1321,"Gobierno Autónomo Municipal de Anzaldo",2017-12-31,9053684,18993802.73,13056041.57,13056041.57,12981313.57,0,74728
"138",1322,"Gobierno Autónomo Municipal de Arbieto",2017-12-31,19794982,35449237.25,23487702.04,23487702.04,23485361.04,0,2341
"139",1323,"Gobierno Autónomo Municipal de Sacabamba",2017-12-31,5375632,14225353.08,9814558.98,9814546.98,9813585.11,12,961.87
"140",1324,"Gobierno Autónomo Municipal de Cliza",2017-12-31,38509966,64054956.75,50535228.72,50535228.72,50102054.81,0,433173.91
"141",1325,"Gobierno Autónomo Municipal de Toco",2017-12-31,7017662,14988793.87,9228982.71,9228982.71,9228982.71,0,0
"142",1326,"Gobierno Autónomo Municipal de Tolata",2017-12-31,6758037,12648305.52,8666113.4,8666113.4,8666113.4,0,0
"143",1327,"Gobierno Autónomo Municipal de Capinota",2017-12-31,25181652,50773453.08,32708199.03,32708199.03,32699539.53,0,8659.5
"144",1328,"Gobierno Autónomo Municipal de Santivañez",2017-12-31,7719321,17480690.02,10238841.73,10238841.73,10044393.07,0,194448.66
"145",1329,"Gobierno Autónomo Municipal de Sicaya",2017-12-31,4363266,20345599.36,13597896.66,13597896.66,13597896.66,0,0
"146",1330,"Gobierno Autónomo Municipal de Tapacari",2017-12-31,24213274,41871369.76,28207557.62,28207557.62,28199285.62,0,8272
"147",1331,"Gobierno Autónomo Municipal de Totora",2017-12-31,15933500,35354350.63,22499801.34,22499801.34,22293015.68,0,206785.66
"148",1332,"Gobierno Autónomo Municipal de Pojo",2017-12-31,11236891,25430413.41,14767285.02,14767285.02,14759785.02,0,7500
"149",1333,"Gobierno Autónomo Municipal de Pocona",2017-12-31,10435055,18987031.88,15833913.41,15833913.41,15833913.41,0,0
"150",1334,"Gobierno Autónomo Municipal de Chimoré",2017-12-31,31291379,76549187.17,62060139.49,62060139.49,61292524.91,0,767614.58
"151",1335,"Gobierno Autónomo Municipal de Puerto Villarroel",2017-12-31,81935598,155531248.35,133330874.84,133330874.84,133330874.84,0,0
"152",1336,"Gobierno Autónomo Municipal de Arani",2017-12-31,11231219,35055138.93,23487240.28,23487240.28,23361011.38,0,126228.9
"153",1337,"Gobierno Autónomo Municipal de Vacas",2017-12-31,10386872,22571225.02,15211205.31,15211205.31,15211205.31,0,0
"154",1338,"Gobierno Autónomo Municipal de Arque",2017-12-31,10578973,24735542.13,18666842.62,18666842.62,18044591.24,0,622251.38
"155",1339,"Gobierno Autónomo Municipal de Tacopaya",2017-12-31,12512130,26551218.24,16175994.75,16175994.75,16140334.83,0,35659.92
"156",1340,"Gobierno Autónomo Municipal de Bolivar",2017-12-31,8622243,16743497.46,12719718.63,12719718.63,12159671.39,0,560047.24
"157",1341,"Gobierno Autónomo Municipal de Tiraque",2017-12-31,21664555,47997056.7,31534291.6,31534291.6,31534291.6,0,0
"158",1342,"Gobierno Autónomo Municipal de Mizque",2017-12-31,27848256,53562876.56,39220313.22,39220313.22,39220313.22,0,0
"159",1343,"Gobierno Autónomo Municipal de Vila Vila",2017-12-31,5695941,15968705.87,11191656.9,11191656.9,11191656.9,0,0
"160",1344,"Gobierno Autónomo Municipal de Alalay",2017-12-31,3647753,12574674.68,7642171.38,7642171.38,7566017.56,0,76153.82
"161",1345,"Gobierno Autónomo Municipal de Entre Rios",2017-12-31,41613846,115383540.28,83387366.49,83387366.49,83344316.49,0,43050
"162",1346,"Gobierno Autónomo Municipal de Cocapata",2017-12-31,19383055,40663455.86,26798445.72,26798445.72,26798445.72,0,0
"163",1347,"Gobierno Autónomo Municipal de Shinahota",2017-12-31,39127644,75971943.85,52926964.37,52926964.37,52926964.37,0,0
"164",1401,"Gobierno Autónomo Municipal de Oruro",2017-12-31,429797949,752718537.98,652770175.91,652770175.91,609009444.89,0,43760731.02
"165",1402,"Gobierno Autónomo Municipal de Caracollo",2017-12-31,30368218,57651854.26,40072245.85,40072245.85,40072245.85,0,0
"166",1403,"Gobierno Autónomo Municipal de El Choro",2017-12-31,11662278,32209079.23,18085964.01,18085964.01,18084833.03,0,1130.98
"167",1404,"Gobierno Autónomo Municipal de Challapata",2017-12-31,40342209,76186221.84,56404595.21,56404595.21,56404595.21,0,0
"168",1405,"Gobierno Autónomo Municipal de Santuario de Quillacas",2017-12-31,4868950,13568003.57,5717122.65,5717122.65,5713522.65,0,3600
"169",1406,"Gobierno Autónomo Municipal de Huanuni",2017-12-31,46542612,84069985.74,62839886.95,62839886.95,62818552.95,0,21334
"170",1407,"Gobierno Autónomo Municipal de Machacamarca",2017-12-31,6435262,15521605.3,10441240.97,10441240.97,10294521.66,0,146719.31
"171",1408,"Gobierno Autónomo Municipal de Poopó (Villa Poopó)",2017-12-31,12364142,21297570.57,15150994.21,15150994.21,14945049.6,0,205944.61
"172",1409,"Gobierno Autónomo Municipal de Pazña",2017-12-31,7529392,18188153.97,12166918.38,12166918.38,12166918.38,0,0
"173",1410,"Gobierno Autónomo Municipal de Antequera",2017-12-31,8085391,19233783.58,14476596.24,14476596.24,13338023.15,0,1138573.09
"174",1411,"Gobierno Autónomo Municipal de Eucaliptus",2017-12-31,6380476,17667055.61,13976612.83,13973312.83,13973312.83,3300,0
"175",1412,"Gobierno Autónomo Municipal de Santiago de Huari",2017-12-31,18858291,45844303.41,25620431.55,25620431.55,25577763.85,0,42667.7
"176",1413,"Gobierno Autónomo Municipal de Totora",2017-12-31,7904439,22648885.25,15072779.27,15072299.27,14996593.94,480,75705.33
"177",1414,"Gobierno Autónomo Municipal de Corque",2017-12-31,11232841,24245034.84,15290159.57,15290159.57,15288749.26,0,1410.31
"178",1415,"Gobierno Autónomo Municipal de Choquecota",2017-12-31,2871029,11037715.19,5780527.89,5780527.89,5780527.89,0,0
"179",1416,"Gobierno Autónomo Municipal de Curahuara de Carangas",2017-12-31,6832708,12890403.98,8191093.1,8191093.1,8104983.76,0,86109.34
"180",1417,"Gobierno Autónomo Municipal de Turco",2017-12-31,6408361,25394768.22,7460850.92,7460850.92,7460850.92,0,0
"181",1418,"Gobierno Autónomo Municipal de Huachacalla",2017-12-31,1749203,4519643.99,4013420.76,4013420.76,4013420.76,0,0
"182",1419,"Gobierno Autónomo Municipal de Escara",2017-12-31,5175679,14405041.99,9593765.35,9593765.35,9350438.21,0,243327.14
"183",1420,"Gobierno Autónomo Municipal de Cruz de Machacamarca",2017-12-31,2374163,10124711.89,5225247.03,5225247.03,5221186.03,0,4061
"184",1421,"Gobierno Autónomo Municipal de Yunguyo de Litoral",2017-12-31,647491,3506452.74,1546301.15,1546301.15,1542101.15,0,4200
"185",1422,"Gobierno Autónomo Municipal de Esmeralda",2017-12-31,3817571,10692103.33,5470611.83,5470611.83,5347094.47,0,123517.36
"186",1423,"Gobierno Autónomo Municipal de Toledo",2017-12-31,13053312,27027673.1,16659479.34,16659479.34,16659479.34,0,0
"187",1424,"Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca)",2017-12-31,6469179,15766844.78,10045266.98,10045266.98,10045266.31,0,0.67
"188",1425,"Gobierno Autónomo Municipal de Belén de Andamarca",2017-12-31,2493057,10319498.87,3844617.15,3844617.15,3844617.15,0,0
"189",1426,"Gobierno Autónomo Municipal de Salinas de G, Mendoza",2017-12-31,14929270,32253620.75,22807512.17,22807512.17,22807512.17,0,0
"190",1427,"Gobierno Autónomo Municipal de Pampa Aullagas",2017-12-31,3733287,10418407.83,5576469.75,5576469.75,5576469.75,0,0
"191",1428,"Gobierno Autónomo Municipal de La Rivera",2017-12-31,636774,7243970.34,3636516.62,3636516.62,3636516.62,0,0
"192",1429,"Gobierno Autónomo Municipal de Todos Santos",2017-12-31,873791,6360895.2,3114644.11,3114644.11,3114644.11,0,0
"193",1430,"Gobierno Autónomo Municipal de Carangas",2017-12-31,1129607,9302940.78,5043152.74,5043152.74,5043152.74,0,0
"194",1431,"Gobierno Autónomo Municipal de Sabaya",2017-12-31,9938939,32137754.03,22388900.03,22388900.03,22373833.1,0,15066.93
"195",1432,"Gobierno Autónomo Municipal de Coipasa",2017-12-31,1153988,7378875.75,2578070.63,2578070.63,2578070.63,0,0
"196",1433,"Gobierno Autónomo Municipal de Chipaya",2017-12-31,2407432,13955177.23,4309164.75,4309164.75,4309164.75,0,0
"197",1434,"Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca)",2017-12-31,6642926,12844668.48,7911622.65,7911622.65,7905372.65,0,6250
"198",1435,"Gobierno Autónomo Municipal de Soracachi",2017-12-31,16939776,33045236.2,24808140.89,24808140.89,24808140.89,0,0
