"","Ent,","Entidad","Fecha de Datos","Ppto, Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"199",1501,"Gobierno Autónomo Municipal de Potosí",2017-12-31,386434197,613939216.76,436841850.35,436841850.35,436841664.78,0,185.57
"200",1502,"Gobierno Autónomo Municipal de Tinguipaya",2017-12-31,39639965,65134920.27,32247402.29,32247402.29,32058646.54,0,188755.75
"201",1503,"Gobierno Autónomo Municipal de Yocalla",2017-12-31,9718358,27457391.8,15866388.6,15866388.6,15866388.6,0,0
"202",1504,"Gobierno Autónomo Municipal de Urmiri",2017-12-31,2841767,11993647.86,5060508.71,5060508.71,5060508.71,0,0
"203",1505,"Gobierno Autónomo Municipal de Uncía",2017-12-31,42453997,52603608.86,29713125.53,29713125.53,29080446.43,0,632679.1
"204",1506,"Gobierno Autónomo Municipal de Chayanta",2017-12-31,21923865,32111166.27,22059056.69,22059056.69,21139635.39,0,919421.3
"205",1507,"Gobierno Autónomo Municipal de Llallagua",2017-12-31,117497427,141577252.28,79679029.73,79679029.73,79678897.73,0,132
"206",1508,"Gobierno Autónomo Municipal de Betanzos",2017-12-31,47148656,52564678.13,38359917.63,38359917.63,38341192.63,0,18725
"207",1509,"Gobierno Autónomo Municipal de Chaqui",2017-12-31,13258601,19197714.99,14493432.24,14493432.24,14493432.24,0,0
"208",1510,"Gobierno Autónomo Municipal de Tacobamba",2017-12-31,15795324,40282294.72,23869478.03,23869478.03,23698226.72,0,171251.31
"209",1511,"Gobierno Autónomo Municipal de Colquechaca",2017-12-31,42485502,71593024.13,54451142.73,54451142.73,54451142.73,0,0
"210",1512,"Gobierno Autónomo Municipal de Ravelo",2017-12-31,24936124,40372273.19,30525479.3,30525479.3,30150136.1,0,375343.2
"211",1513,"Gobierno Autónomo Municipal de Pocoata",2017-12-31,31042858,74584758.52,47498959.07,47498959.07,47498959.07,0,0
"212",1514,"Gobierno Autónomo Municipal de Ocurí",2017-12-31,32265811,49964112.27,28220616.17,28220616.17,28220616.17,0,0
"213",1515,"Gobierno Autónomo Municipal de San Pedro de Buena Vista",2017-12-31,38523645,70567582.37,47046861.96,47046861.96,47043234.64,0,3627.32
"214",1516,"Gobierno Autónomo Municipal de Toro Toro",2017-12-31,15930678,33367033.77,24377202.69,24377202.69,21197053.29,0,3180149.4
"215",1517,"Gobierno Autónomo Municipal de Cotagaita",2017-12-31,64769990,109702752.21,56837647.78,56837647.78,56837647.78,0,0
"216",1518,"Gobierno Autónomo Municipal de Vitichi",2017-12-31,11030366,19189774.58,14478821.25,14478821.25,14477311.02,0,1510.23
"217",1519,"Gobierno Autónomo Municipal de Tupiza",2017-12-31,100799099,104715643.75,68821643.36,68821643.36,68760758.36,0,60885
"218",1520,"Gobierno Autónomo Municipal de Atocha",2017-12-31,17391006,43422366.48,28113633.07,28113633.07,27681519.91,0,432113.16
"219",1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",2017-12-31,57530000,94102348.66,57464488.14,57464488.14,57343197.28,0,121290.86
"220",1522,"Gobierno Autónomo Municipal de San Pedro de Quemes",2017-12-31,1746135,10707844.59,5441194.7,5441194.7,5120528.53,0,320666.17
"221",1523,"Gobierno Autónomo Municipal de San Pablo de Lípez",2017-12-31,3742249,13425347.47,6868919.05,6868919.05,6769332.24,0,99586.81
"222",1524,"Gobierno Autónomo Municipal de Mojinete",2017-12-31,1880729,8079123.53,1999540.4,1999540.4,1999539.39,0,1.01
"223",1525,"Gobierno Autónomo Municipal de San Antonio de Esmoruco",2017-12-31,5224452,10946554.74,6831355.23,6831355.23,6831355.23,0,0
"224",1526,"Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca)",2017-12-31,23629305,44043308.1,29180754.29,29180754.29,29180754.29,0,0
"225",1527,"Gobierno Autónomo Municipal de Caripuyo",2017-12-31,11298443,19236034.76,11262919.68,11262919.68,11179624.68,0,83295
"226",1528,"Gobierno Autónomo Municipal de Puna (Villa Talavera)",2017-12-31,23724482,34133503.44,25590330.16,25590330.16,25572625.16,0,17705
"227",1529,"Gobierno Autónomo Municipal de Caiza ""D""",2017-12-31,14911829,37559179.82,22322342.93,22322342.93,22290180.91,0,32162.02
"228",1530,"Gobierno Autónomo Municipal de Uyuni",2017-12-31,39843801,82000247.29,47674333,47674333,47674333,0,0
"229",1531,"Gobierno Autónomo Municipal de Tomave",2017-12-31,20933614,38132893.38,22104585.41,22104585.41,22103939.73,0,645.68
"230",1532,"Gobierno Autónomo Municipal de Porco",2017-12-31,18427112,35382562.97,23123135.13,23123135.13,23120055.13,0,3080
"231",1533,"Gobierno Autónomo Municipal de Arampampa",2017-12-31,4719233,16548648.18,8919116.97,8919116.97,8912439.5,0,6677.47
"232",1534,"Gobierno Autónomo Municipal de Acasio",2017-12-31,7815191,11343914.14,8523425.18,8523425.18,8523425.18,0,0
"233",1535,"Gobierno Autónomo Municipal de Llica",2017-12-31,4863584,8216725.54,4599775.35,4599775.35,4599775.35,0,0
"234",1536,"Gobierno Autónomo Municipal de Tahua",2017-12-31,4997998,13923608.79,8440461.81,8440461.81,8429095.81,0,11366
"235",1537,"Gobierno Autónomo Municipal de Villazón",2017-12-31,67276244,93828557.79,70641982.29,70641982.29,70571337.85,0,70644.44
"236",1538,"Gobierno Autónomo Municipal de San Agustín",2017-12-31,5529313,11637714.06,2714656.32,2714656.32,2714656.32,0,0
"237",1539,"Gobierno Autónomo Municipal de Ckochas",2017-12-31,18973290,34865806.62,22107976.79,22107976.79,22107976.79,0,0
"238",1540,"Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani",2017-12-31,8938704,19287183.16,12374631.42,12374631.42,12374631.42,0,0
"239",1601,"Gobierno Autónomo Municipal de Tarija",2017-12-31,564171409,740160853,572313302.3,535098850.21,533458508.84,37214452.09,1640341.37
"240",1602,"Gobierno Autónomo Municipal de Padcaya",2017-12-31,48188643,81482698.92,55027580.06,55027580.06,54904931.68,0,122648.38
"241",1603,"Gobierno Autónomo Municipal de Bermejo",2017-12-31,76960587,115214692.92,83447971.65,83447971.65,83079805.63,0,368166.02
"242",1604,"Gobierno Autónomo Municipal de Yacuiba",2017-12-31,248354766,331276570,273865018.51,273865018.51,265424020.68,0,8440997.83
"243",1605,"Gobierno Autónomo Municipal de Caraparí",2017-12-31,102991960,126222136.99,103694739.18,103694739.18,103505209.5,0,189529.68
"244",1606,"Gobierno Autónomo Municipal de Villamontes",2017-12-31,167577727,211840374.82,160964370.91,160964370.91,159435193.73,0,1529177.18
"245",1607,"Gobierno Autónomo Municipal de Uriondo (Concepción)",2017-12-31,39129755,66621231.32,43244467.76,43244467.76,43244467.76,0,0
"246",1608,"Gobierno Autónomo Municipal de Yunchara",2017-12-31,20088721,36360857.26,20449519.56,20449519.56,20449519.56,0,0
"247",1609,"Gobierno Autónomo Municipal de San Lorenzo",2017-12-31,65515631,125227503.82,83969509.96,83969509.96,83969509.96,0,0
"248",1610,"Gobierno Autónomo Municipal de El Puente",2017-12-31,29293925,37799187.51,23911162.18,23911162.18,23911162.18,0,0
"249",1611,"Gobierno Autónomo Municipal de Entre Ríos",2017-12-31,49580963,84260441.26,60147739,60147739,60009579.49,0,138159.51
"250",1701,"Gobierno Autónomo Municipal de Santa Cruz de La Sierra",2017-12-31,3584628156,4009924746.45,3276268877.63,3184797574.3,3054290258.62,91471303.33,130507315.68
"251",1702,"Gobierno Autónomo Municipal de Cotoca",2017-12-31,109605209,129493991.77,112782521.21,112758140.89,110016588.45,24380.32,2741552.44
"252",1703,"Gobierno Autónomo Municipal de Porongo (Ayacucho)",2017-12-31,52022794,79348398.23,53668404.84,53659404.84,53657604.84,9000,1800
"253",1704,"Gobierno Autónomo Municipal de La Guardia",2017-12-31,171465024,222223737.46,181714520.52,181714520.52,181714520.52,0,0
"254",1705,"Gobierno Autónomo Municipal de El Torno",2017-12-31,57571556,76724690.3,61225628.88,61225628.88,61225628.88,0,0
"255",1706,"Gobierno Autónomo Municipal de Warnes",2017-12-31,247802262,329735070.81,282200586.05,282200586.05,264075739.88,0,18124846.17
"256",1707,"Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco)",2017-12-31,64763089,87840141.28,72116634.51,72116634.51,72115597.66,0,1036.85
"257",1708,"Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco)",2017-12-31,11667064,17299539.03,14854807.19,14854807.19,14854807.19,0,0
"258",1709,"Gobierno Autónomo Municipal de San Rafael",2017-12-31,7824854,24815269.77,16752355.12,16752355.12,16752355.12,0,0
"259",1710,"Gobierno Autónomo Municipal de Buena Vista",2017-12-31,18026585,33215490.1,20931626.46,20927996.19,19440093.99,3630.27,1487902.2
"260",1711,"Gobierno Autónomo Municipal de San Carlos",2017-12-31,22400000,37350756.81,28248360.71,28248360.71,27919504.77,0,328855.94
"261",1712,"Gobierno Autónomo Municipal de Yapacaní",2017-12-31,65557777,117269093.62,81427738.66,81427738.66,81427276.66,0,462
"262",1713,"Gobierno Autónomo Municipal de San José",2017-12-31,38496384,45373507.47,39804087.07,39753468.07,39352541.31,50619,400926.76
"263",1714,"Gobierno Autónomo Municipal de Pailón",2017-12-31,58291955,84322995.11,67042172.67,67042172.67,66874473.33,0,167699.34
"264",1715,"Gobierno Autónomo Municipal de Roboré",2017-12-31,17354354,39641388.63,26480907.79,26480907.79,26212753.27,0,268154.52
"265",1716,"Gobierno Autónomo Municipal de Portachuelo",2017-12-31,31565713,62097090.74,42054366.3,42054366.3,37550320.75,0,4504045.55
"266",1717,"Gobierno Autónomo Municipal de Santa Rosa del Sara",2017-12-31,20661434,34249662.9,33215190.93,33215190.93,33215190.93,0,0
"267",1718,"Gobierno Autónomo Municipal de Lagunillas",2017-12-31,5218884,14718820.18,12543785.1,12543785.1,12539229.1,0,4556
"268",1719,"Gobierno Autónomo Municipal de Charagua",2017-12-31,31011147,838,0,0,0,0,0
"269",1720,"Gobierno Autónomo Municipal de Cabezas",2017-12-31,31108255,52698570.62,43934009.82,43934009.82,43934009.82,0,0
"270",1721,"Gobierno Autónomo Municipal de Cuevo",2017-12-31,4942839,18709366.81,10169876.62,10169876.62,10153814.62,0,16062
"271",1722,"Gobierno Autónomo Municipal de Gutiérrez",2017-12-31,11409649,22860904.71,19527477.59,19527477.59,19525027.59,0,2450
"272",1723,"Gobierno Autónomo Municipal de Camiri",2017-12-31,4.5e+07,51607985.07,47035672.61,47035672.61,43506052.84,0,3529619.77
"273",1724,"Gobierno Autónomo Municipal de Boyuibe",2017-12-31,5250978,26720313.94,12902830.3,12902830.3,12677415.27,0,225415.03
"274",1725,"Gobierno Autónomo Municipal de Vallegrande",2017-12-31,26207447,38090325.13,34044781.44,34043967.44,34043967.44,814,0
"275",1726,"Gobierno Autónomo Municipal de Trigal",2017-12-31,2075216,5578423.36,4330383.44,4330383.44,4327648.19,0,2735.25
"276",1727,"Gobierno Autónomo Municipal de Moro Moro",2017-12-31,2889075,6557912.41,6053102.37,6053102.37,5903660.67,0,149441.7
"277",1728,"Gobierno Autónomo Municipal de Postrer Valle",2017-12-31,2276674,9422941.68,4495145.92,4495145.92,4470719.89,0,24426.03
"278",1729,"Gobierno Autónomo Municipal de Pucara",2017-12-31,2011736,8793650.45,4400584.03,4400584.03,4358725.55,0,41858.48
"279",1730,"Gobierno Autónomo Municipal de Samaipata",2017-12-31,13299496,27355737.11,19440184.69,19440184.69,19440184.69,0,0
"280",1731,"Gobierno Autónomo Municipal de Pampa Grande",2017-12-31,10667324,16290551.96,13205414.15,13205414.15,13205414.15,0,0
"281",1732,"Gobierno Autónomo Municipal de Mairana",2017-12-31,11076291,22365279.48,16818715.29,16818715.29,16783488.29,0,35227
"282",1733,"Gobierno Autónomo Municipal de Quirusillas",2017-12-31,2924740,11006240.26,5011154.99,5011154.99,4959634.99,0,51520
"283",1734,"Gobierno Autónomo Municipal de Montero",2017-12-31,221265788,262532723.45,174377349.32,174377349.32,173942195.21,0,435154.11
"284",1735,"Gobierno Autónomo Municipal de General Agustín Saavedra",2017-12-31,15915200,30442703.61,22240700.32,22240700.32,21733333.42,0,507366.9
"285",1736,"Gobierno Autónomo Municipal de Mineros",2017-12-31,32257385,46522572.12,41069189.96,41069189.96,41069189.96,0,0
"286",1737,"Gobierno Autónomo Municipal de Concepción",2017-12-31,24120000,33880896.17,23824701.51,23824701.51,23807770.51,0,16931
"287",1738,"Gobierno Autónomo Municipal de San Javier",2017-12-31,14221375,25042046.97,20042040.26,20042040.26,20042040.26,0,0
"288",1739,"Gobierno Autónomo Municipal de San Julián",2017-12-31,50985026,86792254.36,69670032.71,69670032.71,69670032.71,0,0
"289",1740,"Gobierno Autónomo Municipal de San Matías",2017-12-31,15600000,31694682.51,22191999.13,22191999.13,22191999.13,0,0
"290",1741,"Gobierno Autónomo Municipal de Comarapa",2017-12-31,17712243,43831013.17,27920176.77,27920176.77,27792898.93,0,127277.84
"291",1742,"Gobierno Autónomo Municipal de Saipina",2017-12-31,7918062,26694847.71,16854459.05,16854459.05,16854459.05,0,0
"292",1743,"Gobierno Autónomo Municipal de Puerto Suárez",2017-12-31,25340212,38949400.63,30102276.03,30102276.03,30102276.03,0,0
"293",1744,"Gobierno Autónomo Municipal de Puerto Quijarro",2017-12-31,25287052,55099183.4,51935531.32,51935531.32,51935531.32,0,0
"294",1745,"Gobierno Autónomo Municipal de Ascención de Guarayos",2017-12-31,28245001,40482023.79,34174458.36,34174458.36,34174458.36,0,0
"295",1746,"Gobierno Autónomo Municipal de Urubicha",2017-12-31,6679651,13495817.67,7555060.2,7555060.2,7113702.11,0,441358.09
"296",1747,"Gobierno Autónomo Municipal de El Puente",2017-12-31,14475372,28681789.92,19278284.6,19278284.6,19278284.6,0,0
"297",1748,"Gobierno Autónomo Municipal de Okinawa Uno",2017-12-31,13913984,28341983.49,18682563.3,18682563.3,18682563.3,0,0
"298",1749,"Gobierno Autónomo Municipal de San Antonio de Lomerio",2017-12-31,6175220,14595761.53,10115347,10115347,10090347,0,25000
"299",1750,"Gobierno Autónomo Municipal de San Ramón",2017-12-31,8089146,16269491.63,11313241.88,11313201.88,11313201.88,40,0
"300",1751,"Gobierno Autónomo Municipal de El Carmen Rivero Tórrez",2017-12-31,8320855,16579468.72,7729261.91,7729261.91,7684220.91,0,45041
"301",1752,"Gobierno Autónomo Municipal de San Juan",2017-12-31,10282081,16152238.47,14700804.33,14700804.33,14700804.33,0,0
"302",1753,"Gobierno Autónomo Municipal de Fernández Alonso",2017-12-31,30015440,51666131.7,39403598.91,39403598.91,39258687.31,0,144911.6
"303",1754,"Gobierno Autónomo Municipal de San Pedro",2017-12-31,27615850,49079697.17,33368852.17,33368852.17,33368852.17,0,0
"304",1755,"Gobierno Autónomo Municipal de Cuatro Cañadas",2017-12-31,30853195,47955765.34,40072480.01,40072480.01,40072480.01,0,0
"305",1756,"Gobierno Autónomo Municipal de Colpa Bélgica",2017-12-31,14049257,19903436.03,16862493.54,16862493.54,16861665.04,0,828.5
"306",1801,"Gobierno Autónomo Municipal de Trinidad",2017-12-31,204746377,226039085.75,208128292.28,208108372.78,200250998.3,19919.5,7857374.48
"307",1802,"Gobierno Autónomo Municipal de San Javier",2017-12-31,7062788,10368963.58,8590199.17,8590199.17,8540448.09,0,49751.08
"308",1803,"Gobierno Autónomo Municipal de Riberalta",2017-12-31,169548826,226985963.34,184478006.18,184478006.18,184408533.08,0,69473.1
"309",1805,"Gobierno Autónomo Municipal de Puerto Guayaramerín",2017-12-31,69114268,80999495.35,67552422.97,67552422.97,66902734.79,0,649688.18
"310",1806,"Gobierno Autónomo Municipal de Reyes",2017-12-31,18165569,30611054.62,20813655.57,20813655.57,20776409.71,0,37245.86
"311",1807,"Gobierno Autónomo Municipal de Puerto Rurrenabaque",2017-12-31,31050011,43135837.9,26791057.26,26791057.26,26791057.26,0,0
"312",1808,"Gobierno Autónomo Municipal de San Borja",2017-12-31,64036636,78372822.98,48235226.5,48235226.5,47502516.64,0,732709.86
"313",1809,"Gobierno Autónomo Municipal de Santa Rosa",2017-12-31,13987549,24306969.39,13956602.07,13956602.07,13688398.72,0,268203.35
"314",1810,"Gobierno Autónomo Municipal de Santa Ana",2017-12-31,30266152,44115196.07,39196872.25,39196872.25,39195585.85,0,1286.4
"315",1811,"Gobierno Autónomo Municipal de San Ignacio",2017-12-31,29197985,42472756.32,33030015.05,33030015.05,32570938.01,0,459077.04
"316",1812,"Gobierno Autónomo Municipal de Loreto",2017-12-31,5417575,11764080.97,8568090.21,8568090.21,8568090.21,0,0
"317",1813,"Gobierno Autónomo Municipal de San Andrés",2017-12-31,16388746,24180544.59,18704994.96,18704994.96,18699933.53,0,5061.43
"318",1814,"Gobierno Autónomo Municipal de San Joaquín",2017-12-31,9821655,18908065.16,16149813.69,16149813.69,16066385.79,0,83427.9
"319",1815,"Gobierno Autónomo Municipal de San Ramón",2017-12-31,7390045,11084145.2,9380490.48,9380490.48,9316193.53,0,64296.95
"320",1816,"Gobierno Autónomo Municipal de Puerto Síles",2017-12-31,1305184,4302126.72,1192831.7,1192831.7,1141573.14,0,51258.56
"321",1817,"Gobierno Autónomo Municipal de Magdalena",2017-12-31,15259942,24443401.94,15179030.47,15179030.47,14401230.83,0,777799.64
"322",1818,"Gobierno Autónomo Municipal de Baures",2017-12-31,9192710,13548594,10701297.76,10701297.76,10080227.52,0,621070.24
"323",1819,"Gobierno Autónomo Municipal de Huacaraje",2017-12-31,5300933,14657301.36,10423341.11,10423341.11,10416922.16,0,6418.95
"324",1820,"Gobierno Autónomo Municipal de Exaltación",2017-12-31,8529555,12350345.05,8522838.1,8522838.1,8181993.03,0,340845.07
"325",1901,"Gobierno Autónomo Municipal de Cobija",2017-12-31,205718884,276398821.08,202445848.29,202445848.29,202433948.52,0,11899.77
"326",1902,"Gobierno Autónomo Municipal de Porvenir",2017-12-31,25155233,38767565.52,29381714.08,29381714.08,29083385.25,0,298328.83
"327",1903,"Gobierno Autónomo Municipal de Bolpebra",2017-12-31,5983601,13885536.84,7469932.98,7469932.98,7432367.33,0,37565.65
"328",1904,"Gobierno Autónomo Municipal de Bella Flor",2017-12-31,10771427,22821197.09,20433564.79,20433564.79,19709932.13,0,723632.66
"329",1905,"Gobierno Autónomo Municipal de Puerto Rico",2017-12-31,17277734,30092250.95,22366426.56,22366426.56,22366426.56,0,0
"330",1906,"Gobierno Autónomo Municipal de San Pedro",2017-12-31,8265728,16574128.7,9589897.01,9589897.01,9263068.87,0,326828.14
"331",1907,"Gobierno Autónomo Municipal de Filadelfia",2017-12-31,20319600,26522337.18,23169358.99,23169358.99,23155706.99,0,13652
"332",1908,"Gobierno Autónomo Municipal de Puerto Gonzalo Moreno",2017-12-31,27024950,45147226.8,36488051.9,36488051.9,36488051.9,0,0
"333",1909,"Gobierno Autónomo Municipal de San Lorenzo",2017-12-31,23138165,33539317.66,26196771.38,26196771.38,25659162.29,0,537609.09
"334",1910,"Gobierno Autónomo Municipal de Sena",2017-12-31,24404572,41904349.61,27152091.58,27152091.58,27069215.27,0,82876.31
"335",1911,"Gobierno Autónomo Municipal de Santa Rosa del Abuná",2017-12-31,6594443,12550373.27,9613458.71,9613458.71,9385940.58,0,227518.13
"336",1912,"Gobierno Autónomo Municipal de Ingavi (Humaita)",2017-12-31,4571501,12560574.29,9220106.61,9220106.61,9212606.61,0,7500
"337",1913,"Gobierno Autónomo Municipal de Nueva Esperanza",2017-12-31,6038591,14619415.71,8941836.74,8941836.74,8900668.2,0,41168.54
"338",1914,"Gobierno Autónomo Municipal de Villa Nueva (Loma Alta)",2017-12-31,8109973,16528561.61,11173593.62,11173593.62,11126954.08,0,46639.54
"339",1915,"Gobierno Autónomo Municipal de Santos Mercado",2017-12-31,8119210,14526945.36,11783547.96,11783547.96,11771185.12,0,12362.84
