"","Ent,","Entidad","Fecha de Datos","Ppto, Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"206",1509,"Gobierno Autónomo Municipal de Chaqui",2021-03-31,9179904,12426868.49,1790923.76,1790923.76,1771032.76,0,19891
"207",1510,"Gobierno Autónomo Municipal de Tacobamba",2021-03-31,11099569,23828687.63,681454.56,681454.56,678868.56,0,2586
"208",1511,"Gobierno Autónomo Municipal de Colquechaca",2021-03-31,32246393,32477694,1594007.05,1594007.05,1594007.05,0,0
"209",1512,"Gobierno Autónomo Municipal de Ravelo",2021-03-31,23003827,23185224,1406501.21,1406501.21,1406501.21,0,0
"210",1513,"Gobierno Autónomo Municipal de Pocoata",2021-03-31,23414929,41848544.97,1397334.9,1397334.9,1397334.9,0,0
"211",1514,"Gobierno Autónomo Municipal de Ocurí",2021-03-31,18667977,21723945,5304429.85,5304429.85,5304429.85,0,0
"212",1515,"Gobierno Autónomo Municipal de San Pedro de Buena Vista",2021-03-31,29475315,38517931.02,1707734.58,1584534.58,1584534.58,123200,0
"213",1516,"Gobierno Autónomo Municipal de Toro Toro",2021-03-31,16267987,18292638.89,5096944.8,5096944.8,3794550.68,0,1302394.12
"214",1517,"Gobierno Autónomo Municipal de Cotagaita",2021-03-31,50807862,53183282,1385524.51,1385524.51,1383180.47,0,2344.04
"215",1518,"Gobierno Autónomo Municipal de Vitichi",2021-03-31,11295974,13706741,696961.28,696961.28,696961.28,0,0
"216",1519,"Gobierno Autónomo Municipal de Tupiza",2021-03-31,56083501,57213970.77,7799994.85,7799994.85,7792755.85,0,7239
"217",1520,"Gobierno Autónomo Municipal de Atocha",2021-03-31,16666665,24666960.05,4241776.25,4241776.25,4239640.78,0,2135.47
"218",1521,"Gobierno Autónomo Municipal de Colcha""K"" (Villa Martín)",2021-03-31,64270707,87984388.66,4318253.34,4318253.34,4318253.34,0,0
"219",1522,"Gobierno Autónomo Municipal de San Pedro de Quemes",2021-03-31,1395261,1972203,383225.63,383225.63,383225.63,0,0
"220",1523,"Gobierno Autónomo Municipal de San Pablo de Lípez",2021-03-31,3383071,5423867.14,452157.87,452157.87,452157.87,0,0
"221",1524,"Gobierno Autónomo Municipal de Mojinete",2021-03-31,1855395,2075823,222989.62,222989.62,222989.62,0,0
"222",1525,"Gobierno Autónomo Municipal de San Antonio de Esmoruco",2021-03-31,2754009,3121253,797047.13,797047.13,797047.13,0,0
"223",1526,"Gobierno Autónomo Municipal de Sacaca (Villa de Sacaca)",2021-03-31,17573963,19385896.2,2763687.13,2763687.13,2763687.13,0,0
"224",1527,"Gobierno Autónomo Municipal de Caripuyo",2021-03-31,7967085,10475277.17,2869350.5,2869350.5,2834956.5,0,34394
"225",1528,"Gobierno Autónomo Municipal de Puna (Villa Talavera)",2021-03-31,19942185,22601835.9,5301909.73,5301909.73,5301909.73,0,0
"226",1529,"Gobierno Autónomo Municipal de Caiza ""D""",2021-03-31,14976254,17469911,1525315.32,1525315.32,1525315.32,0,0
"227",1530,"Gobierno Autónomo Municipal de Uyuni",2021-03-31,32716958,46389079.65,256792.71,256792.71,252411.71,0,4381
"228",1531,"Gobierno Autónomo Municipal de Tomave",2021-03-31,17403850,29395669.21,1657621.46,1657621.46,1657621.46,0,0
"229",1532,"Gobierno Autónomo Municipal de Porco",2021-03-31,21237548,27079456.16,2516036.08,2516036.08,2392481.43,0,123554.65
"230",1533,"Gobierno Autónomo Municipal de Arampampa",2021-03-31,4254076,4334308,517420.74,517420.74,517420.74,0,0
"231",1534,"Gobierno Autónomo Municipal de Acasio",2021-03-31,5779221,5897229,740972.45,740972.45,740972.45,0,0
"232",1535,"Gobierno Autónomo Municipal de Llica",2021-03-31,5626286,5626286,17000,17000,17000,0,0
"233",1536,"Gobierno Autónomo Municipal de Tahua",2021-03-31,1549439,3460097.06,916689.18,916689.18,884152.01,0,32537.17
"234",1537,"Gobierno Autónomo Municipal de Villazón",2021-03-31,58998705,66162006.4,7934143.89,7934143.89,7716494.38,0,217649.51
"235",1538,"Gobierno Autónomo Municipal de San Agustín",2021-03-31,1595341,1595341,77639.1,77639.1,59549.05,0,18090.05
"236",1539,"Gobierno Autónomo Municipal de Ckochas",2021-03-31,19981600,28454229.56,3583485.04,3583485.04,3583485.04,0,0
"237",1540,"Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani",2021-03-31,7619527,8232121,1135077.53,1135077.53,1135077.53,0,0
"238",1601,"Gobierno Autónomo Municipal de Tarija",2021-03-31,494019931,579651641.44,111078844.29,77941524.48,70497679.54,33137319.81,7443844.94
"239",1602,"Gobierno Autónomo Municipal de Padcaya",2021-03-31,30578388,36727046.57,2259853.93,2259853.93,2251803.93,0,8050
"240",1603,"Gobierno Autónomo Municipal de Bermejo",2021-03-31,67970888,72346638.87,12237887.24,12237887.24,11586816.46,0,651070.78
"241",1604,"Gobierno Autónomo Municipal de Yacuiba",2021-03-31,218450347,222380553.85,29991901.25,29991901.25,23787501.97,0,6204399.28
"242",1605,"Gobierno Autónomo Municipal de Caraparí",2021-03-31,83028749,100028638.69,7719616.11,7719616.11,7324526.04,0,395090.07
"243",1606,"Gobierno Autónomo Municipal de Villamontes",2021-03-31,119568244,119232454.17,16550777.54,16550777.54,15586755.81,0,964021.73
"244",1607,"Gobierno Autónomo Municipal de Uriondo (Concepción)",2021-03-31,31930043,31343722,1765690.4,1765690.4,1633216.46,0,132473.94
"245",1608,"Gobierno Autónomo Municipal de Yunchara",2021-03-31,14099679,15409813,1811217.51,1811217.51,1811217.51,0,0
"246",1609,"Gobierno Autónomo Municipal de San Lorenzo",2021-03-31,37545831,43347593.49,6208635.4,6208635.4,5152395.09,0,1056240.31
"247",1610,"Gobierno Autónomo Municipal de El Puente",2021-03-31,25735482,25235482,1643802.49,1643802.49,1633902.49,0,9900
"248",1611,"Gobierno Autónomo Municipal de Entre Ríos",2021-03-31,39487613,38433242.27,6206847.59,6206847.59,6206802.59,0,45
"249",1701,"Gobierno Autónomo Municipal de Santa Cruz de La Sierra",2021-03-31,2687003008,2905867616.66,763582154.1,636018250.57,521707669.05,127563903.53,114310581.52
"250",1702,"Gobierno Autónomo Municipal de Cotoca",2021-03-31,80769218,86579634.01,23913108.79,23913108.79,21754209.43,0,2158899.36
"251",1703,"Gobierno Autónomo Municipal de Porongo (Ayacucho)",2021-03-31,95882127,95882127,13207500.83,13207500.83,11329835.25,0,1877665.58
"252",1704,"Gobierno Autónomo Municipal de La Guardia",2021-03-31,115918714,129083039.64,22322018.91,22322018.91,19782430.61,0,2539588.3
"253",1705,"Gobierno Autónomo Municipal de El Torno",2021-03-31,52874305,52945580,15358279.23,15358279.23,15358279.23,0,0
"254",1706,"Gobierno Autónomo Municipal de Warnes",2021-03-31,251152684,268572843.32,30272657.86,30272657.86,29305636.27,0,967021.59
"255",1707,"Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco)",2021-03-31,64122332,65464335,10410577.89,10410577.89,10410381.89,0,196
"256",1708,"Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco)",2021-03-31,11955435,12092282,2450293.9,2450293.9,2432834.9,0,17459
"257",1709,"Gobierno Autónomo Municipal de San Rafael",2021-03-31,7511108,7552013.33,986508.62,986508.62,986508.62,0,0
"258",1710,"Gobierno Autónomo Municipal de Buena Vista",2021-03-31,12859919,12887812,1793778.39,1793778.39,1760928.39,0,32850
"259",1711,"Gobierno Autónomo Municipal de San Carlos",2021-03-31,23576768,31410829.15,5798854.78,5798854.78,5779154.78,0,19700
"260",1712,"Gobierno Autónomo Municipal de Yapacaní",2021-03-31,51869461,61406494.58,10361766.06,10361766.06,10333066.06,0,28700
"261",1713,"Gobierno Autónomo Municipal de San José",2021-03-31,28014796,28822409,5916210.09,5581524.09,5499941.61,334686,81582.48
"262",1714,"Gobierno Autónomo Municipal de Pailón",2021-03-31,44053418,45870372.66,9590736.94,9590736.94,9590736.94,0,0
"263",1715,"Gobierno Autónomo Municipal de Roboré",2021-03-31,16412563,16832525.76,3236917.3,3236917.3,3219450.49,0,17466.81
"264",1716,"Gobierno Autónomo Municipal de Portachuelo",2021-03-31,25600106,25763958.85,6227740.04,6227740.04,6200687.9,0,27052.14
"265",1717,"Gobierno Autónomo Municipal de Santa Rosa del Sara",2021-03-31,17975202,18621439.19,2881831.14,2881831.14,2854371.64,0,27459.5
"266",1718,"Gobierno Autónomo Municipal de Lagunillas",2021-03-31,4321405,4380074,71481.5,71481.5,56981.5,0,14500
"267",1720,"Gobierno Autónomo Municipal de Cabezas",2021-03-31,31654982,31140884,4634102.42,4634102.42,4634102.42,0,0
"268",1721,"Gobierno Autónomo Municipal de Cuevo",2021-03-31,7882289,4633699,679656.05,679656.05,675658.05,0,3998
"269",1722,"Gobierno Autónomo Municipal de Gutiérrez",2021-03-31,9800143,9803940,1135305.31,1135305.31,1125993.31,0,9312
"270",1723,"Gobierno Autónomo Municipal de Camiri",2021-03-31,37943996,39778245.09,11129219.97,11129219.97,9081940.82,0,2047279.15
"271",1724,"Gobierno Autónomo Municipal de Boyuibe",2021-03-31,4478730,7275906.92,636902.27,636902.27,636902.27,0,0
"272",1725,"Gobierno Autónomo Municipal de Vallegrande",2021-03-31,19009372,22097383.54,2004377.48,2004377.48,2004377.48,0,0
"273",1726,"Gobierno Autónomo Municipal de Trigal",2021-03-31,2059518,2549892.25,622768.19,622768.19,564263.39,0,58504.8
"274",1727,"Gobierno Autónomo Municipal de Moro Moro",2021-03-31,2428061,2428061,412907.28,412907.28,412907.28,0,0
"275",1728,"Gobierno Autónomo Municipal de Postrer Valle",2021-03-31,2878394,3021067,381167.58,381167.58,381167.58,0,0
"276",1729,"Gobierno Autónomo Municipal de Pucara",2021-03-31,1816128,1735256,290264.48,290264.48,290264.48,0,0
"277",1730,"Gobierno Autónomo Municipal de Samaipata",2021-03-31,11632678,21201824.38,3060310.75,3060310.75,3059067.75,0,1243
"278",1731,"Gobierno Autónomo Municipal de Pampa Grande",2021-03-31,13584261,15016761.86,2581251.71,2581251.71,2410648.02,0,170603.69
"279",1732,"Gobierno Autónomo Municipal de Mairana",2021-03-31,27292647,23812967.11,1610018.9,1610018.9,1484644.87,0,125374.03
"280",1733,"Gobierno Autónomo Municipal de Quirusillas",2021-03-31,2597323,2597323,0,0,0,0,0
"281",1734,"Gobierno Autónomo Municipal de Montero",2021-03-31,159403810,200164417.49,28379305.21,28379305.21,28227535.28,0,151769.93
"282",1735,"Gobierno Autónomo Municipal de General Agustín Saavedra",2021-03-31,13460526,14830980.67,3778840.3,3778840.3,3774931.64,0,3908.66
"283",1736,"Gobierno Autónomo Municipal de Mineros",2021-03-31,24598971,27220496.56,4057966.46,4057966.46,4057966.46,0,0
"284",1737,"Gobierno Autónomo Municipal de Concepción",2021-03-31,19466708,21974941.04,4282530.89,4282530.89,4282530.89,0,0
"285",1738,"Gobierno Autónomo Municipal de San Javier",2021-03-31,14209954,15164322.05,1930500.97,1930500.97,1892037.35,0,38463.62
"286",1739,"Gobierno Autónomo Municipal de San Julián",2021-03-31,44159192,48419746.73,10083488.19,10083488.19,10083488.19,0,0
"287",1740,"Gobierno Autónomo Municipal de San Matías",2021-03-31,12686577,12481138,0,0,0,0,0
"288",1741,"Gobierno Autónomo Municipal de Comarapa",2021-03-31,16082249,18728644.25,3363845.57,3363845.57,3256456.77,0,107388.8
"289",1742,"Gobierno Autónomo Municipal de Saipina",2021-03-31,7146218,7498647.75,1561154.38,1561154.38,1561154.38,0,0
"290",1743,"Gobierno Autónomo Municipal de Puerto Suárez",2021-03-31,18281837,19693549.27,4298615.8,4298615.8,4298615.8,0,0
"291",1744,"Gobierno Autónomo Municipal de Puerto Quijarro",2021-03-31,16332785,16332785,3414562.28,3414562.28,3414562.28,0,0
"292",1745,"Gobierno Autónomo Municipal de Ascención de Guarayos",2021-03-31,25234543,25276471,6119857.17,6119857.17,6119857.17,0,0
"293",1746,"Gobierno Autónomo Municipal de Urubicha",2021-03-31,5605734,5654411,492539.18,492539.18,492539.18,0,0
"294",1747,"Gobierno Autónomo Municipal de El Puente",2021-03-31,12530699,12530699,1453362.3,1453362.3,1419070.77,0,34291.53
"295",1748,"Gobierno Autónomo Municipal de Okinawa Uno",2021-03-31,13109702,13109702,1989108.06,1989108.06,1989108.06,0,0
"296",1749,"Gobierno Autónomo Municipal de San Antonio de Lomerio",2021-03-31,6946913,6581305,1444358.36,1444358.36,1444358.36,0,0
"297",1750,"Gobierno Autónomo Municipal de San Ramón",2021-03-31,27652157,22011945.1,953984.99,953984.99,953984.99,0,0
"298",1751,"Gobierno Autónomo Municipal de El Carmen Rivero Tórrez",2021-03-31,8496833,12042141.88,2371827.31,2371827.31,2331727.31,0,40100
"299",1752,"Gobierno Autónomo Municipal de San Juan",2021-03-31,9078519,9089020,1502601.94,1502601.94,1220376.79,0,282225.15
"300",1753,"Gobierno Autónomo Municipal de Fernández Alonso",2021-03-31,15015835,21205550.01,5986783.68,5986783.68,5986783.68,0,0
"301",1754,"Gobierno Autónomo Municipal de San Pedro",2021-03-31,16610235,16782921,3282443.39,3282443.39,3274793.39,0,7650
"302",1755,"Gobierno Autónomo Municipal de Cuatro Cañadas",2021-03-31,27107295,36692101.74,5443995.46,5443995.46,5443995.46,0,0
"303",1756,"Gobierno Autónomo Municipal de Colpa Bélgica",2021-03-31,14477039,19785481.4,7244726.62,7244726.62,7244726.62,0,0
"304",1801,"Gobierno Autónomo Municipal de Trinidad",2021-03-31,198318182,213169943.45,34040361.2,34040361.2,29210986.25,0,4829374.95
"305",1802,"Gobierno Autónomo Municipal de San Javier",2021-03-31,6308492,6308492,218404.25,218404.25,175597.86,0,42806.39
"306",1803,"Gobierno Autónomo Municipal de Riberalta",2021-03-31,143900129,145389964,22740076.26,22740076.26,22119159.69,0,620916.57
"307",1805,"Gobierno Autónomo Municipal de Puerto Guayaramerín",2021-03-31,63824642,64006820,11898701.67,11898701.67,11832493.67,0,66208
"308",1806,"Gobierno Autónomo Municipal de Reyes",2021-03-31,16131498,16131498,485775.85,485775.85,446410.57,0,39365.28
"309",1807,"Gobierno Autónomo Municipal de Puerto Rurrenabaque",2021-03-31,29364381,34168754.57,6854385.3,6854385.3,6233852.59,0,620532.71
"310",1808,"Gobierno Autónomo Municipal de San Borja",2021-03-31,48594605,51170766.7,9505299.12,9505299.12,7983680.22,0,1521618.9
"311",1809,"Gobierno Autónomo Municipal de Santa Rosa",2021-03-31,14695912,14695912,0,0,0,0,0
"312",1810,"Gobierno Autónomo Municipal de Santa Ana",2021-03-31,45065699,46472459.93,6794928.36,6794928.36,6596895.97,0,198032.39
"313",1811,"Gobierno Autónomo Municipal de San Ignacio",2021-03-31,26284258,26284258,3959078.55,3959078.55,3681844.65,0,277233.9
"314",1812,"Gobierno Autónomo Municipal de Loreto",2021-03-31,4728745,4732559,912362.32,912362.32,912362.32,0,0
"315",1813,"Gobierno Autónomo Municipal de San Andrés",2021-03-31,14852844,14852844,1509458.74,1509458.74,954963.5,0,554495.24
"316",1814,"Gobierno Autónomo Municipal de San Joaquín",2021-03-31,14968764,14968764,0,0,0,0,0
"317",1815,"Gobierno Autónomo Municipal de San Ramón",2021-03-31,6899557,8784124.88,1314118.63,1314118.63,1314118.63,0,0
"318",1816,"Gobierno Autónomo Municipal de Puerto Síles",2021-03-31,1460493,1460493,0,0,0,0,0
"319",1817,"Gobierno Autónomo Municipal de Magdalena",2021-03-31,18198761,19036856.26,3303745.59,3303745.59,2070540.58,0,1233205.01
"320",1818,"Gobierno Autónomo Municipal de Baures",2021-03-31,7864173,8770193.99,1563326.16,1563326.16,1381558.16,0,181768
"321",1819,"Gobierno Autónomo Municipal de Huacaraje",2021-03-31,5512021,5566284,1135032.34,1135032.34,1038512.55,0,96519.79
"322",1820,"Gobierno Autónomo Municipal de Exaltación",2021-03-31,9422547,9436980,419683.62,419683.62,140160.2,0,279523.42
"323",1901,"Gobierno Autónomo Municipal de Cobija",2021-03-31,171053037,225215639.67,44866260.95,44866260.95,36940038.11,0,7926222.84
"324",1902,"Gobierno Autónomo Municipal de Porvenir",2021-03-31,23085670,26874472.33,5251637.38,5251637.38,4712333.66,0,539303.72
"325",1903,"Gobierno Autónomo Municipal de Bolpebra",2021-03-31,5997920,7082906.55,878949.66,878949.66,858949.66,0,20000
"326",1904,"Gobierno Autónomo Municipal de Bella Flor",2021-03-31,10995884,12144114.8,1467347.57,1467347.57,1414405.57,0,52942
"327",1905,"Gobierno Autónomo Municipal de Puerto Rico",2021-03-31,17294672,19488606.11,1877928.29,1877928.29,1877928.29,0,0
"328",1906,"Gobierno Autónomo Municipal de San Pedro",2021-03-31,8077558,8083438,1164035.21,1164035.21,1019653.49,0,144381.72
"329",1907,"Gobierno Autónomo Municipal de Filadelfia",2021-03-31,15772106,16922615.99,2420984.4,2420984.4,2420984.4,0,0
"330",1908,"Gobierno Autónomo Municipal de Puerto Gonzalo Moreno",2021-03-31,24274276,24386528,2453583.89,2453583.89,2405303.89,0,48280
"331",1909,"Gobierno Autónomo Municipal de San Lorenzo",2021-03-31,21104301,22123579.42,2735908.11,2735908.11,2368614.54,0,367293.57
"332",1910,"Gobierno Autónomo Municipal de Sena",2021-03-31,24961458,24961458,310154.2,310154.2,24619.37,0,285534.83
"333",1911,"Gobierno Autónomo Municipal de Santa Rosa del Abuná",2021-03-31,6918477,6918477,65422.99,65422.99,33855.27,0,31567.72
"334",1912,"Gobierno Autónomo Municipal de Ingavi (Humaita)",2021-03-31,4559900,4791224,12376,12376,12376,0,0
"335",1913,"Gobierno Autónomo Municipal de Nueva Esperanza",2021-03-31,5807235,5807235,0,0,0,0,0
"336",1914,"Gobierno Autónomo Municipal de Villa Nueva (Loma Alta)",2021-03-31,7601016,7876381.93,795815.15,795815.15,790148.49,0,5666.66
"337",1915,"Gobierno Autónomo Municipal de Santos Mercado",2021-03-31,5904337,5904337,49274.97,49274.97,24252.34,0,25022.63
