"","Ent.","Entidad","Fecha de Datos","Ppto. Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"35",1206,"Gobierno Autónomo Municipal de Viacha",2020-12-31,150377843,184951963.98,125148108.68,125115294.68,124284239.18,32814,831055.5
"36",1207,"Gobierno Autónomo Municipal de Guaqui",2020-12-31,7782661,12328891.71,10383927.48,10383927.48,8844133.55,0,1539793.93
"37",1208,"Gobierno Autónomo Municipal de Tiahuanacu",2020-12-31,13933803,24734655.61,16478467.14,16478467.14,16478467.14,0,0
"38",1209,"Gobierno Autónomo Municipal de Desaguadero",2020-12-31,8571567,12661101.78,9918347.6,9918347.6,9766215.48,0,152132.12
"39",1210,"Gobierno Autónomo Municipal de Caranavi",2020-12-31,75532787,93064481.34,49872183.38,49872183.38,47287704.69,0,2584478.69
"40",1211,"Gobierno Autónomo Municipal de Sica Sica (Villa Aroma)",2020-12-31,38297701,43706727,28895987.54,28895987.54,28369545.66,0,526441.88
"41",1212,"Gobierno Autónomo Municipal de Umala",2020-12-31,10999687,14210622.48,10784213.75,10784213.75,10544007.97,0,240205.78
"42",1213,"Gobierno Autónomo Municipal de Ayo Ayo",2020-12-31,7737638,15927844.62,10298425.92,10298425.92,10294225.92,0,4200
"43",1214,"Gobierno Autónomo Municipal de Calamarca",2020-12-31,16045007,20973016.48,15648426.99,15648426.99,15460014.81,0,188412.18
"44",1215,"Gobierno Autónomo Municipal de Patacamaya",2020-12-31,33798983,45284354,30416732.75,30416732.75,30303436.66,0,113296.09
"45",1216,"Gobierno Autónomo Municipal de Colquencha",2020-12-31,12799433,17393919.05,9317755.79,9317755.79,9317755.79,0,0
"46",1217,"Gobierno Autónomo Municipal de Collana",2020-12-31,6824180,11482722.36,6721033.54,6721033.54,6718233.54,0,2800
"47",1218,"Gobierno Autónomo Municipal de Inquisivi",2020-12-31,15475998,19398127.65,15508810.7,15508810.7,15508810.7,0,0
"48",1219,"Gobierno Autónomo Municipal de Quime",2020-12-31,9942515,12548532.9,8781694.12,8781694.12,8779444.12,0,2250
"49",1220,"Gobierno Autónomo Municipal de Cajuata",2020-12-31,14456376,18973844.37,11474997.81,11474997.81,11129879.99,0,345117.82
"50",1221,"Gobierno Autónomo Municipal de Colquiri",2020-12-31,26905868,42517518.85,27055953.15,27055953.15,26730151.66,0,325801.49
"51",1222,"Gobierno Autónomo Municipal de Ichoca",2020-12-31,10891696,13860202.9,6152902.53,6152902.53,5906267.69,0,246634.84
"52",1223,"Gobierno Autónomo Municipal de Villa Libertad Licoma",2020-12-31,6113087,8895845,5583900.68,5583900.68,5479413.82,0,104486.86
"53",1224,"Gobierno Autónomo Municipal de Achacachi",2020-12-31,48609576,81949874.97,60718458.46,60718045.13,60527265.42,413.33,190779.71
"54",1225,"Gobierno Autónomo Municipal de Ancoraimes",2020-12-31,15219371,19601111.63,14907409.25,14907409.25,14901075.75,0,6333.5
"55",1226,"Gobierno Autónomo Municipal de Sorata",2020-12-31,43293162,48642769.83,35351347.87,35351347.87,35315716.87,0,35631
"56",1227,"Gobierno Autónomo Municipal de Guanay",2020-12-31,21825018,26347727.45,19041463.76,19041463.76,18818626.6,0,222837.16
"57",1228,"Gobierno Autónomo Municipal de Tacacoma",2020-12-31,12332984,20842882.66,12367907.86,12367907.86,12367907.86,0,0
"58",1229,"Gobierno Autónomo Municipal de Tipuani",2020-12-31,13015950,18991885.42,10613718.61,10613718.61,10434531.59,0,179187.02
"59",1230,"Gobierno Autónomo Municipal de Quiabaya",2020-12-31,7464964,11222267.94,5656015.28,5656015.28,5656015.28,0,0
"60",1231,"Gobierno Autónomo Municipal de Combaya",2020-12-31,4408600,8542451.91,5260944.7,5260944.7,5260944.69,0,0.01
"61",1232,"Gobierno Autónomo Municipal de Copacabana",2020-12-31,18306988,37568010.03,18355463.5,18355463.5,18355463.5,0,0
"62",1233,"Gobierno Autónomo Municipal de San Pedro de Tiquina",2020-12-31,8446843,12527856.26,8627433.51,8627433.51,8627433.51,0,0
"63",1234,"Gobierno Autónomo Municipal de Tito Yupanqui",2020-12-31,6157535,7641823.32,6139557.41,6139557.41,5899756.79,0,239800.62
"64",1235,"Gobierno Autónomo Municipal de Chuma",2020-12-31,17896398,27194189.81,13468313.92,13468313.92,12954103.33,0,514210.59
"65",1236,"Gobierno Autónomo Municipal de Ayata",2020-12-31,8252266,15516436.86,10942174.34,10942174.34,10942174.34,0,0
"66",1237,"Gobierno Autónomo Municipal de Aucapata",2020-12-31,6289626,9115511.94,7104150.58,7104150.58,7104150.58,0,0
"67",1238,"Gobierno Autónomo Municipal de Corocoro",2020-12-31,18170793,23984533.9,12597690.59,12597690.59,12597690.59,0,0
"68",1239,"Gobierno Autónomo Municipal de Caquiaviri",2020-12-31,17800202,20885385.6,8409701.53,8409701.53,8409701.53,0,0
"69",1240,"Gobierno Autónomo Municipal de Calacoto",2020-12-31,12041502,19583859,14915113.68,14915113.68,14822370.38,0,92743.3
"70",1241,"Gobierno Autónomo Municipal de Comanche",2020-12-31,6434205,11711053.38,5458199.28,5458199.28,5458199.28,0,0
"71",1242,"Gobierno Autónomo Municipal de Charaña",2020-12-31,7143509,9999506.4,2705278.95,2705278.95,2678781.11,0,26497.84
"72",1243,"Gobierno Autónomo Municipal de Waldo Ballivián",2020-12-31,5727869,8267584.41,6424299.4,6424299.4,6424299.4,0,0
"73",1244,"Gobierno Autónomo Municipal de Nazacara de Pacajes",2020-12-31,1465239,1465239,1647828.57,1647828.57,1647828.57,0,0
"74",1245,"Gobierno Autónomo Municipal de Santiago de Callapa",2020-12-31,7655161,14748675.24,11808299.79,11808299.79,11808299.79,0,0
"75",1246,"Gobierno Autónomo Municipal de Puerto Acosta",2020-12-31,14642648,19569986.04,12784154.06,12784154.06,12784154.06,0,0
"76",1247,"Gobierno Autónomo Municipal de Mocomoco",2020-12-31,19462083,34100605.13,23085237.31,23085237.31,22985237.31,0,1e+05
"77",1248,"Gobierno Autónomo Municipal de Carabuco",2020-12-31,17057431,23044136.51,15989035.84,15989035.84,15989035.84,0,0
"78",1249,"Gobierno Autónomo Municipal de Apolo",2020-12-31,22884883,35540530.46,23962860.48,23962860.48,23962860.48,0,0
"79",1250,"Gobierno Autónomo Municipal de Pelechuco",2020-12-31,11098967,21162419.54,11614488.43,11614488.43,10307634.69,0,1306853.74
"80",1251,"Gobierno Autónomo Municipal de Luribay",2020-12-31,15067933,20563767.49,15364070.1,15341853.97,15155161.56,22216.13,186692.41
"81",1252,"Gobierno Autónomo Municipal de Sapahaqui",2020-12-31,15459147,22157413.01,14473371.4,14473371.4,14473371.4,0,0
"82",1253,"Gobierno Autónomo Municipal de Yaco",2020-12-31,10386562,15191721.48,9818144.05,9818144.05,9651144.05,0,167000
"83",1254,"Gobierno Autónomo Municipal de Malla",2020-12-31,6333302,12012130.28,6515170.08,6515170.08,6515170.08,0,0
"84",1255,"Gobierno Autónomo Municipal de Cairoma",2020-12-31,12555765,20654595.05,15724985.27,15724985.27,15724985.27,0,0
"85",1256,"Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad)",2020-12-31,21810090,27575281.27,17607495.65,17607495.65,17458491.82,0,149003.83
"86",1257,"Gobierno Autónomo Municipal de Irupana (Villa de Lanza)",2020-12-31,22271817,31776334.47,26631912.36,26631912.36,25138273.68,0,1493638.68
"87",1258,"Gobierno Autónomo Municipal de Yanacachi",2020-12-31,8425068,10407331.78,7388735.98,7377169.98,7337927.38,11566,39242.6
"88",1259,"Gobierno Autónomo Municipal de Palos Blancos",2020-12-31,43063160,61398796.34,27215091.28,27215091.28,27209175.28,0,5916
"89",1260,"Gobierno Autónomo Municipal de La Asunta",2020-12-31,58235795,101684052.06,41304883.9,41304883.9,41304883.9,0,0
"90",1261,"Gobierno Autónomo Municipal de Pucarani",2020-12-31,44605718,44328612.29,30755204.93,30755204.93,29587861.98,0,1167342.95
"91",1262,"Gobierno Autónomo Municipal de Laja",2020-12-31,27578819,39151833.4,27960486.57,27960486.57,26720567.73,0,1239918.84
"92",1263,"Gobierno Autónomo Municipal de Batallas",2020-12-31,24972303,38314960.73,22433119.06,22433119.06,22433119.06,0,0
"93",1264,"Gobierno Autónomo Municipal de Puerto Pérez",2020-12-31,7053989,10119393.19,6989102.37,6989102.37,6070856.25,0,918246.12
"94",1265,"Gobierno Autónomo Municipal de Coroico",2020-12-31,25490548,37148873.82,22574390.12,22534088.45,22534088.45,40301.67,0
"95",1266,"Gobierno Autónomo Municipal de Coripata",2020-12-31,21026001,25430495.13,19452533.52,19452533.52,19452533.52,0,0
"96",1267,"Gobierno Autónomo Municipal de Ixiamas",2020-12-31,14431662,19623402.29,10985953.81,10985953.81,10985953.81,0,0
"97",1268,"Gobierno Autónomo Municipal de San Buenaventura",2020-12-31,12397734,12945593,3938085.63,3938085.63,3938085.63,0,0
"98",1269,"Gobierno Autónomo Municipal de General Juan José Pérez (Charazani)",2020-12-31,15550226,19949478.67,14030244.83,14030244.83,14030244.83,0,0
"99",1270,"Gobierno Autónomo Municipal de Curva",2020-12-31,4773245,8522089.67,4603852.61,4603852.61,4564112.14,0,39740.47
"100",1271,"Gobierno Autónomo Municipal de San Pedro de Curahuara",2020-12-31,9605839,16189272.73,13240948.95,13240948.95,12672185.97,0,568762.98
"101",1272,"Gobierno Autónomo Municipal de Papel Pampa",2020-12-31,11246120,16583581.41,11147867.25,11147867.25,11144941.51,0,2925.74
"102",1273,"Gobierno Autónomo Municipal de Chacarilla",2020-12-31,2117126,2859072.72,2281299.05,2281299.05,2212803.11,0,68495.94
"103",1274,"Gobierno Autónomo Municipal de Santiago de Machaca",2020-12-31,8772854,11555876.66,7509171.28,7509171.28,7509171.28,0,0
"104",1275,"Gobierno Autónomo Municipal de Catacora",2020-12-31,2942876,5173828.92,4720614.12,4720614.12,4720614.12,0,0
"105",1276,"Gobierno Autónomo Municipal de Mapiri",2020-12-31,18712527,20818828.44,14603746.77,14603746.77,14338652.03,0,265094.74
"106",1277,"Gobierno Autónomo Municipal de Teoponte",2020-12-31,10944216,11344216,5408717.71,5408717.71,4236192.95,0,1172524.76
"107",1278,"Gobierno Autónomo Municipal de San Andrés de Machaca",2020-12-31,9098265,16791169.01,10036914.99,10036914.99,10015164.99,0,21750
"108",1279,"Gobierno Autónomo Municipal de Jesús de Machaca",2020-12-31,25815029,34911973.64,22739800.05,22739800.05,22356032.67,0,383767.38
"109",1280,"Gobierno Autónomo Municipal de Taraco",2020-12-31,7083208,10046747.5,6826145.04,6826145.04,6826145.04,0,0
"110",1281,"Gobierno Autónomo Municipal de Huarina",2020-12-31,11406281,16778489.23,10394352.69,10394352.69,10301502.9,0,92849.79
"111",1282,"Gobierno Autónomo Municipal de Santiago de Huata",2020-12-31,11833065,13849523.23,6884173.55,6884173.55,6875764.61,0,8408.94
"112",1283,"Gobierno Autónomo Municipal de Escoma",2020-12-31,9616461,13740545.37,8495649.15,8495649.15,7872359.92,0,623289.23
"113",1284,"Gobierno Autónomo Municipal de Humanata",2020-12-31,8184329,13387394.5,9017253.02,9017253.02,9017253.02,0,0
"114",1285,"Gobierno Autónomo Municipal de Alto Beni",2020-12-31,12698700,19651295.06,12902377.46,12902377.46,12649233.89,0,253143.57
"115",1286,"Gobierno Autónomo Municipal de Huatajata",2020-12-31,5830843,10359241.97,6907464.02,6907464.02,6907464.02,0,0
"116",1287,"Gobierno Autónomo Municipal de Chua Cocani",2020-12-31,7463668,11918022.04,6106989.58,6106989.58,6106989.58,0,0
"117",1301,"Gobierno Autónomo Municipal de Cochabamba",2020-12-31,1635345054,1709124199.4,1177363474.65,1177363474.65,1096572504.82,0,80790969.83
"118",1302,"Gobierno Autónomo Municipal de Quillacollo",2020-12-31,303808907,335481451.5,179765085.14,179765085.14,179718790.64,0,46294.5
"119",1303,"Gobierno Autónomo Municipal de Sipe Sipe",2020-12-31,61043650,71122936.5,45338914.72,45338914.66,45338914.66,0.06,0
"120",1304,"Gobierno Autónomo Municipal de Tiquipaya",2020-12-31,99891917,127420195.63,88511382.12,88511382.12,84507930.33,0,4003451.79
"121",1305,"Gobierno Autónomo Municipal de Vinto",2020-12-31,81974438,109528600.48,71333262.82,71333262.82,71333262.82,0,0
"122",1306,"Gobierno Autónomo Municipal de Colcapirhua",2020-12-31,98418779,128288506.73,101787824.91,101787824.91,101787824.91,0,0
"123",1307,"Gobierno Autónomo Municipal de Aiquile",2020-12-31,34431869,73266863.92,36360826.37,36360826.37,36360826.37,0,0
"124",1308,"Gobierno Autónomo Municipal de Pasorapa",2020-12-31,10286561,13935734.43,8175361.41,8175361.41,8175361.41,0,0
"125",1309,"Gobierno Autónomo Municipal de Omereque",2020-12-31,6348103,13244368.5,6338032.89,6338032.89,6338032.89,0,0
"126",1310,"Gobierno Autónomo Municipal de Independencia",2020-12-31,27254406,40159938.39,27228891.28,27228891.28,27228891.28,0,0
"127",1311,"Gobierno Autónomo Municipal de Morochata",2020-12-31,18192390,23349515.49,16543974.48,16543974.48,16419730.66,0,124243.82
"128",1312,"Gobierno Autónomo Municipal de Sacaba",2020-12-31,334498544,385151374.44,240718303.89,240718303.89,239739718.4,0,978585.49
"129",1313,"Gobierno Autónomo Municipal de Colomi",2020-12-31,22425404,33716671.8,27656839.19,27656839.19,27656839.19,0,0
"130",1314,"Gobierno Autónomo Municipal de Villa Tunari",2020-12-31,109972011,155202851.65,103674178.6,103674178.6,103652432.19,0,21746.41
"131",1315,"Gobierno Autónomo Municipal de Punata",2020-12-31,64675377,91494754.45,63777811.13,63777811.13,63749945.13,0,27866
"132",1316,"Gobierno Autónomo Municipal de Villa Rivero",2020-12-31,9764878,15398866.21,12159056.74,12159056.74,12131099.48,0,27957.26
"133",1317,"Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)",2020-12-31,21711429,34739435.27,22431913.91,22431913.91,22186868.3,0,245045.61
"134",1318,"Gobierno Autónomo Municipal de Tacachi",2020-12-31,2411708,5113601.46,4240758.23,4240758.23,4239040.9,0,1717.33
"135",1319,"Gobierno Autónomo Municipal Villa Gualberto Villarroel",2020-12-31,3387936,5551575.73,3963788.63,3963788.63,3856082.01,0,107706.62
"136",1320,"Gobierno Autónomo Municipal de Tarata",2020-12-31,10617226,19154487.61,12112200.34,12112200.34,11887676.37,0,224523.97
"137",1321,"Gobierno Autónomo Municipal de Anzaldo",2020-12-31,8676463,12588764.37,9383875.82,9383875.82,9117813.82,0,266062
"138",1322,"Gobierno Autónomo Municipal de Arbieto",2020-12-31,21496574,33558530.4,22279837,22279837,22279837,0,0
"139",1323,"Gobierno Autónomo Municipal de Sacabamba",2020-12-31,5833124,6456152.03,4825758.37,4825758.37,4825758.37,0,0
"140",1324,"Gobierno Autónomo Municipal de Cliza",2020-12-31,39645799,59726211.71,37633052.65,37633052.65,37633052.65,0,0
"141",1325,"Gobierno Autónomo Municipal de Toco",2020-12-31,7912747,11490025.8,6755096.48,6755096.48,6755096.48,0,0
"142",1326,"Gobierno Autónomo Municipal de Tolata",2020-12-31,10499014,12080324.06,8914816.52,8914816.52,8914816.52,0,0
"143",1327,"Gobierno Autónomo Municipal de Capinota",2020-12-31,35561680,49617650.93,37015548.64,37015548.64,36842512.41,0,173036.23
"144",1328,"Gobierno Autónomo Municipal de Santivañez",2020-12-31,9661514,20894159.41,16022299.28,16022299.28,15982999.28,0,39300
"145",1329,"Gobierno Autónomo Municipal de Sicaya",2020-12-31,5584687,6871679,5526510.54,5526510.54,5526510.54,0,0
"146",1330,"Gobierno Autónomo Municipal de Tapacari",2020-12-31,34977642,43581795.96,34094640.11,34094640.11,33908677.51,0,185962.6
"147",1331,"Gobierno Autónomo Municipal de Totora",2020-12-31,17954648,26209548.41,18315055.08,18315055.08,18313337.62,0,1717.46
"148",1332,"Gobierno Autónomo Municipal de Pojo",2020-12-31,14670322,20729417.56,12689200.01,12689200.01,12689200.01,0,0
"149",1333,"Gobierno Autónomo Municipal de Pocona",2020-12-31,11454311,17378554.29,10790965.01,10790965.01,10790965.01,0,0
"150",1334,"Gobierno Autónomo Municipal de Chimoré",2020-12-31,32279086,38676539.4,27215800.84,27215800.84,26233798.7,0,982002.14
"151",1335,"Gobierno Autónomo Municipal de Puerto Villarroel",2020-12-31,63973891,95417645.45,74437034.22,74437034.22,74437034.22,0,0
"152",1336,"Gobierno Autónomo Municipal de Arani",2020-12-31,17584425,24737016,14894470.12,14894470.12,14894470.12,0,0
"153",1337,"Gobierno Autónomo Municipal de Vacas",2020-12-31,11100898,18065779.71,13723991.52,13723991.52,13723991.52,0,0
"154",1338,"Gobierno Autónomo Municipal de Arque",2020-12-31,17705492,15426565.43,12786273.4,12786273.4,12379760.23,0,406513.17
"155",1339,"Gobierno Autónomo Municipal de Tacopaya",2020-12-31,15359557,24176389.46,17554236.67,17554236.67,17548345.69,0,5890.98
"156",1340,"Gobierno Autónomo Municipal de Bolivar",2020-12-31,8106148,10110021.77,7799718.14,7799718.14,7799718.14,0,0
"157",1341,"Gobierno Autónomo Municipal de Tiraque",2020-12-31,25200200,37387311.89,23625396.16,23625396.16,22131737.82,0,1493658.34
"158",1342,"Gobierno Autónomo Municipal de Mizque",2020-12-31,32382786,47165152.54,39105425.19,39105425.19,37940690.66,0,1164734.53
"159",1343,"Gobierno Autónomo Municipal de Vila Vila",2020-12-31,6943033,13727981.13,8931198.27,8931198.27,8931198.27,0,0
"160",1344,"Gobierno Autónomo Municipal de Alalay",2020-12-31,3861454,5962558.98,4505867.51,4505867.51,4369485.81,0,136381.7
"161",1345,"Gobierno Autónomo Municipal de Entre Rios",2020-12-31,46547100,62516882.44,47955181.9,47955181.9,47955181.9,0,0
"162",1346,"Gobierno Autónomo Municipal de Cocapata",2020-12-31,25580733,34564983.24,27207660.98,27207660.98,26405921.97,0,801739.01
"163",1347,"Gobierno Autónomo Municipal de Shinahota",2020-12-31,28779106,39987127.46,30601834.23,30601834.23,29379521.76,0,1222312.47
"164",1401,"Gobierno Autónomo Municipal de Oruro",2020-12-31,547147138,629473932.56,469412143.32,469412143.32,444266201.84,0,25145941.48
"165",1402,"Gobierno Autónomo Municipal de Caracollo",2020-12-31,34072654,51007424.36,40987986.56,40987986.56,40987986.56,0,0
"166",1403,"Gobierno Autónomo Municipal de El Choro",2020-12-31,12839519,22009226.1,15855835.25,15855835.25,15855835.25,0,0
"167",1404,"Gobierno Autónomo Municipal de Challapata",2020-12-31,43952861,64771270.32,46201324.42,46201324.42,46201324.42,0,0
"168",1405,"Gobierno Autónomo Municipal de Santuario de Quillacas",2020-12-31,5409480,8623667.35,5372159.63,5349890.11,5149604.11,22269.52,200286
"169",1406,"Gobierno Autónomo Municipal de Huanuni",2020-12-31,40352943,58927742.93,41611616.72,41611616.72,41600957.93,0,10658.79
"170",1407,"Gobierno Autónomo Municipal de Machacamarca",2020-12-31,8867964,13660301.61,9679652.71,9679652.71,9673372.71,0,6280
"171",1408,"Gobierno Autónomo Municipal de Poopó (Villa Poopó)",2020-12-31,14105231,23556620.16,14642337.28,14642337.28,14642337.28,0,0
"172",1409,"Gobierno Autónomo Municipal de Pazña",2020-12-31,10551868,18424649.55,13246558.09,13246558.09,13246558.09,0,0
"173",1410,"Gobierno Autónomo Municipal de Antequera",2020-12-31,8425880,15247031.95,10536832.86,10536832.86,10169966.86,0,366866
"174",1411,"Gobierno Autónomo Municipal de Eucaliptus",2020-12-31,6933682,14119122.23,11288707.56,11288707.56,11270067.56,0,18640
"175",1412,"Gobierno Autónomo Municipal de Santiago de Huari",2020-12-31,19572578,39627109.23,24035901.63,24035901.63,24035901.63,0,0
"176",1413,"Gobierno Autónomo Municipal de Totora",2020-12-31,8004300,13242044.76,8592535.97,8592535.97,8592179.97,0,356
"177",1414,"Gobierno Autónomo Municipal de Corque",2020-12-31,13725551,20811335.38,14216952.47,14216952.47,14216952.47,0,0
"178",1415,"Gobierno Autónomo Municipal de Choquecota",2020-12-31,4156509,8745263.73,4817250.88,4817250.88,4817250.88,0,0
"179",1416,"Gobierno Autónomo Municipal de Curahuara de Carangas",2020-12-31,6835177,11102511.24,7634639.64,7634639.64,7609844.64,0,24795
"180",1417,"Gobierno Autónomo Municipal de Turco",2020-12-31,7484313,24108727.28,16430607.14,16430607.14,16430607.14,0,0
"181",1418,"Gobierno Autónomo Municipal de Huachacalla",2020-12-31,1500288,2165943.89,1812961.5,1812961.5,1812961.5,0,0
"182",1419,"Gobierno Autónomo Municipal de Escara",2020-12-31,7353771,12196056.85,7482210.68,7472578.56,7472578.56,9632.12,0
"183",1420,"Gobierno Autónomo Municipal de Cruz de Machacamarca",2020-12-31,2566385,6674076.62,5724160.48,5724160.48,5724160.48,0,0
"184",1421,"Gobierno Autónomo Municipal de Yunguyo de Litoral",2020-12-31,874125,2696149,2424849.59,2424849.59,2424849.59,0,0
"185",1422,"Gobierno Autónomo Municipal de Esmeralda",2020-12-31,4892686,7930868,5828124.72,5828124.72,5827574.72,0,550
"186",1423,"Gobierno Autónomo Municipal de Toledo",2020-12-31,16260875,22828227.84,14275289.98,14275289.98,14275289.98,0,0
"187",1424,"Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca)",2020-12-31,7700941,12023095.39,7471984.21,7471984.21,7347794.8,0,124189.41
"188",1425,"Gobierno Autónomo Municipal de Belén de Andamarca",2020-12-31,3372134,8870479.12,6304177.19,6304177.19,6304177.19,0,0
"189",1426,"Gobierno Autónomo Municipal de Salinas de G. Mendoza",2020-12-31,25208482,37667330.51,22667158.77,22667158.77,22667158.77,0,0
"190",1427,"Gobierno Autónomo Municipal de Pampa Aullagas",2020-12-31,5156435,9267495,7241990.51,7241990.51,7241990.51,0,0
"191",1428,"Gobierno Autónomo Municipal de La Rivera",2020-12-31,2229180,8172243.57,4620483.74,4620483.74,4620483.74,0,0
"192",1429,"Gobierno Autónomo Municipal de Todos Santos",2020-12-31,1074402,3782445.38,3279233.06,3279233.06,3279233.06,0,0
"193",1430,"Gobierno Autónomo Municipal de Carangas",2020-12-31,1662100,6930603.42,5278757.23,5278757.23,5278524.19,0,233.04
"194",1431,"Gobierno Autónomo Municipal de Sabaya",2020-12-31,12390814,19834780.26,15031768.81,15031768.81,15031768.81,0,0
"195",1432,"Gobierno Autónomo Municipal de Coipasa",2020-12-31,2389887,17367731.65,12952607.53,12952607.53,12951857.53,0,750
"196",1434,"Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca)",2020-12-31,8879058,19033737.01,14832127.68,14832127.68,14697279.55,0,134848.13
"197",1435,"Gobierno Autónomo Municipal de Soracachi",2020-12-31,21028252,33779251.58,24817080.42,24817080.42,24817080.42,0,0
"198",1501,"Gobierno Autónomo Municipal de Potosí",2020-12-31,419323951,497662886.7,354512418.81,354512418.81,354512418.81,0,0
