"","Ent","Entidad","Fecha de Datos","Ppto Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"1",1101,"Municipalidad de Sucre",2007-12-31,269551015,261002692,168178498.07,168144291.07,166613492.45,34207,1530798.62
"2",1102,"Municipalidad de Yotala",2007-01-31,5479713,5479713,0,0,0,0,0
"3",1103,"Municipalidad de Poroma",2007-01-31,10433616,10433616,0,0,0,0,0
"4",1104,"Municipalidad de Villa Azurduy",2007-01-31,9147540,9147540,0,0,0,0,0
"5",1105,"Municipalidad de Tarvita (Villa Orías)",2007-01-31,9274172,9274172,0,0,0,0,0
"6",1106,"Municipalidad de Villa Zudañez (Tacopaya)",2007-01-31,4757025,4757025,0,0,0,0,0
"7",1107,"Municipalidad de Presto",2007-01-31,5450084,5450084,0,0,0,0,0
"8",1108,"Municipalidad de Villa Mojocoya",2007-01-31,5665127,5665127,0,0,0,0,0
"9",1109,"Municipalidad de Icla",2007-01-31,5557103,5557103,0,0,0,0,0
"10",1110,"Municipalidad de Padilla",2007-01-31,8182629,8182629,0,0,0,0,0
"11",1111,"Municipalidad de Tomina",2007-01-31,5376999,5376999,0,0,0,0,0
"12",1112,"Municipalidad de Sopachuy",2007-01-31,5342471,5342471,0,0,0,0,0
"13",1113,"Municipalidad de Villa Alcalá",2007-01-31,2361469,2361469,0,0,0,0,0
"14",1114,"Municipalidad de El Villar",2007-01-31,2795332,2795332,0,0,0,0,0
"15",1115,"Municipalidad de Monteagudo",2007-01-31,16450904,16450904,0,0,0,0,0
"16",1116,"Municipalidad de San Pablo de Huacareta",2007-01-31,6343880,6343880,0,0,0,0,0
"17",1117,"Municipalidad de Tarabuco",2007-01-31,12298669,12298669,0,0,0,0,0
"18",1118,"Municipalidad de Yamparáez",2007-01-31,6121934,6121934,0,0,0,0,0
"19",1119,"Municipalidad de Camargo",2007-01-31,9397307,9397307,0,0,0,0,0
"20",1120,"Municipalidad de San Lucas",2007-01-31,21811388,21811388,0,0,0,0,0
"21",1121,"Municipalidad de Incahuasi",2007-01-31,16176963,16176963,0,0,0,0,0
"22",1122,"Municipalidad de Villa Serrano",2007-01-31,9420979,9420979,0,0,0,0,0
"23",1123,"Municipalidad de Camataqui (Villa Abecia)",2007-01-31,1879958,1879958,0,0,0,0,0
"24",1124,"Municipalidad de Culpina",2007-01-31,12443139,12443139,0,0,0,0,0
"25",1125,"Municipalidad de Las Carreras",2007-01-31,2075947,2075947,0,0,0,0,0
