"","Ent.","Entidad","Fecha de Datos","Ppto. Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"40",1211,"Gobierno Autónomo Municipal de Sica Sica (Villa Aroma)",2019-12-31,34783108,39369704.2,30701025,30698700,29700609.89,2325,998090.11
"41",1212,"Gobierno Autónomo Municipal de Umala",2019-12-31,10543383,16290931.89,11942107.46,11942107.46,11816277.46,0,125830
"42",1213,"Gobierno Autónomo Municipal de Ayo Ayo",2019-12-31,12002725,24238185.17,18812167.29,18812167.29,18700807.29,0,111360
"43",1214,"Gobierno Autónomo Municipal de Calamarca",2019-12-31,15540008,23001205.99,19371832.79,19371832.79,19371832.79,0,0
"44",1215,"Gobierno Autónomo Municipal de Patacamaya",2019-12-31,26235700,40968397.71,22614357.97,22614357.97,22168155.23,0,446202.74
"45",1216,"Gobierno Autónomo Municipal de Colquencha",2019-12-31,11280668,17895965.36,12436033.45,12436033.45,12436033.45,0,0
"46",1217,"Gobierno Autónomo Municipal de Collana",2019-12-31,6946513,15220847.62,10721335.69,10721335.69,10721335.69,0,0
"47",1218,"Gobierno Autónomo Municipal de Inquisivi",2019-12-31,16736209,23006485.25,19206191.41,19206191.41,19156103.68,0,50087.73
"48",1219,"Gobierno Autónomo Municipal de Quime",2019-12-31,12140595,16863777.25,13899377.81,13899377.81,13896570.81,0,2807
"49",1220,"Gobierno Autónomo Municipal de Cajuata",2019-12-31,12459990,19299824.56,14146131.03,14146131.03,14146131.03,0,0
"50",1221,"Gobierno Autónomo Municipal de Colquiri",2019-12-31,27554401,44957434.75,31903559.86,31903559.86,31903559.86,0,0
"51",1222,"Gobierno Autónomo Municipal de Ichoca",2019-12-31,11153060,17180844.83,6089732.38,6089732.38,6073952.88,0,15779.5
"52",1223,"Gobierno Autónomo Municipal de Villa Libertad Licoma",2019-12-31,7408624,17793431.09,11380563.92,11372790.23,9743787.82,7773.69,1629002.41
"53",1224,"Gobierno Autónomo Municipal de Achacachi",2019-12-31,54547664,63513701,31674329.15,31674329.15,31556644.32,0,117684.83
"54",1225,"Gobierno Autónomo Municipal de Ancoraimes",2019-12-31,15512753,22398649.09,19048990.98,19048990.98,17686342.59,0,1362648.39
"55",1226,"Gobierno Autónomo Municipal de Sorata",2019-12-31,38141901,48569232.82,32340148.47,32339448.47,32339448.47,700,0
"56",1227,"Gobierno Autónomo Municipal de Guanay",2019-12-31,21073288,25403561.47,21127685.98,21127685.98,21104208.91,0,23477.07
"57",1228,"Gobierno Autónomo Municipal de Tacacoma",2019-12-31,9011087,23150747.58,14177558.73,14177558.73,14177558.73,0,0
"58",1229,"Gobierno Autónomo Municipal de Tipuani",2019-12-31,12893843,21640980.83,14850498.16,14850498.16,14775660.76,0,74837.4
"59",1230,"Gobierno Autónomo Municipal de Quiabaya",2019-12-31,5088557,9700131.12,5813229.41,5813229.41,5805100.13,0,8129.28
"60",1231,"Gobierno Autónomo Municipal de Combaya",2019-12-31,5788328,13524836.69,9459760.43,9459760.43,9459528.27,0,232.16
"61",1232,"Gobierno Autónomo Municipal de Copacabana",2019-12-31,17727707,41285269.87,22479488.34,22479488.34,22419656.87,0,59831.47
"62",1233,"Gobierno Autónomo Municipal de San Pedro de Tiquina",2019-12-31,8719481,14663833.56,11788933.79,11788933.79,11788933.79,0,0
"63",1234,"Gobierno Autónomo Municipal de Tito Yupanqui",2019-12-31,6978420,9159543.92,7852728.57,7840728.57,7630805.19,12000,209923.38
"64",1235,"Gobierno Autónomo Municipal de Chuma",2019-12-31,14497921,24896594.23,14898829.77,14898829.77,14898829.77,0,0
"65",1236,"Gobierno Autónomo Municipal de Ayata",2019-12-31,9504908,16786802.23,8481944.68,8481944.68,8481944.68,0,0
"66",1237,"Gobierno Autónomo Municipal de Aucapata",2019-12-31,6896601,12538950.92,11141787.34,11141787.34,11141787.34,0,0
"67",1238,"Gobierno Autónomo Municipal de Corocoro",2019-12-31,15751776,21644365.68,13744043.78,13744043.78,13744043.78,0,0
"68",1239,"Gobierno Autónomo Municipal de Caquiaviri",2019-12-31,18490031,22877409.69,13700149.78,13700149.78,13596429.26,0,103720.52
"69",1240,"Gobierno Autónomo Municipal de Calacoto",2019-12-31,11578172,20925376,13447017.32,13447017.32,13406133.32,0,40884
"70",1241,"Gobierno Autónomo Municipal de Comanche",2019-12-31,7115195,14325825.29,12486455.87,12486455.87,12486455.87,0,0
"71",1242,"Gobierno Autónomo Municipal de Charaña",2019-12-31,4892483,9719457.66,4475059.43,4475059.43,4333280.67,0,141778.76
"72",1243,"Gobierno Autónomo Municipal de Waldo Ballivián",2019-12-31,6736987,13782817.37,10335880.86,10335880.86,10335880.86,0,0
"73",1244,"Gobierno Autónomo Municipal de Nazacara de Pacajes",2019-12-31,2264706,3096513.38,2589187.6,2589187.6,2578656.1,0,10531.5
"74",1245,"Gobierno Autónomo Municipal de Santiago de Callapa",2019-12-31,9073193,15258478.78,11810896.84,11810896.84,11808432.69,0,2464.15
"75",1246,"Gobierno Autónomo Municipal de Puerto Acosta",2019-12-31,13096832,19081446.06,13779633.98,13779633.98,13779633.98,0,0
"76",1247,"Gobierno Autónomo Municipal de Mocomoco",2019-12-31,17708795,32544200.57,17175185.57,16862182.79,16862182.79,313002.78,0
"77",1248,"Gobierno Autónomo Municipal de Carabuco",2019-12-31,16843596,24517078.93,19849320.78,19849320.78,19849320.78,0,0
"78",1249,"Gobierno Autónomo Municipal de Apolo",2019-12-31,20970134,37336468.51,23696943.6,23696943.6,23696943.6,0,0
"79",1250,"Gobierno Autónomo Municipal de Pelechuco",2019-12-31,9222637,21203935.89,13286558.69,13286558.69,12513311.35,0,773247.34
"80",1251,"Gobierno Autónomo Municipal de Luribay",2019-12-31,13786945,21303319.36,16400990.63,16400990.63,16400990.63,0,0
"81",1252,"Gobierno Autónomo Municipal de Sapahaqui",2019-12-31,14697737,22553425.63,16668795.29,16668795.29,16638128.29,0,30667
"82",1253,"Gobierno Autónomo Municipal de Yaco",2019-12-31,8653465,14135213.66,8716643.1,8716593.1,8716593.1,50,0
"83",1254,"Gobierno Autónomo Municipal de Malla",2019-12-31,8194178,11990677.05,7944396.86,7944396.86,7930396.86,0,14000
"84",1255,"Gobierno Autónomo Municipal de Cairoma",2019-12-31,14188531,31255025.38,23976966.98,23976966.98,23973900.12,0,3066.86
"85",1256,"Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad)",2019-12-31,22713904,39008288.87,32137502.52,32137502.52,31754329.91,0,383172.61
"86",1257,"Gobierno Autónomo Municipal de Irupana (Villa de Lanza)",2019-12-31,21215270,35954905.84,29910957.28,29910957.28,29900244.65,0,10712.63
"87",1258,"Gobierno Autónomo Municipal de Yanacachi",2019-12-31,8082958,14161660.56,11348053.98,11348053.98,11348053.98,0,0
"88",1259,"Gobierno Autónomo Municipal de Palos Blancos",2019-12-31,36849944,73811750.44,51466347.66,51466347.66,51460243.66,0,6104
"89",1260,"Gobierno Autónomo Municipal de La Asunta",2019-12-31,42077994,119869452.62,62581319.79,62581319.79,62581319.79,0,0
"90",1261,"Gobierno Autónomo Municipal de Pucarani",2019-12-31,42138180,60912343.79,50544577.6,50544577.6,50544577.6,0,0
"91",1262,"Gobierno Autónomo Municipal de Laja",2019-12-31,27575949,40417235.97,33043082.59,33043082.59,32976361.59,0,66721
"92",1263,"Gobierno Autónomo Municipal de Batallas",2019-12-31,25264057,37743596.4,25790422.34,25790422.34,25790422.34,0,0
"93",1264,"Gobierno Autónomo Municipal de Puerto Pérez",2019-12-31,10072000,17910029.68,14679631.93,14679631.93,14679631.93,0,0
"94",1265,"Gobierno Autónomo Municipal de Coroico",2019-12-31,24123765,38571914.26,28513663.73,28412479.08,28374200.08,101184.65,38279
"95",1266,"Gobierno Autónomo Municipal de Coripata",2019-12-31,23177849,34729607.31,23601739.69,23601739.69,23601739.69,0,0
"96",1267,"Gobierno Autónomo Municipal de Ixiamas",2019-12-31,12990743,24039720.1,19617091.51,19617091.51,19557906.93,0,59184.58
"97",1268,"Gobierno Autónomo Municipal de San Buenaventura",2019-12-31,11747997,16180219.86,11493934.47,11493934.47,11285755.02,0,208179.45
"98",1269,"Gobierno Autónomo Municipal de General Juan José Pérez (Charazani)",2019-12-31,14536643,21093473.18,14905044.31,14905044.31,14905044.31,0,0
"99",1270,"Gobierno Autónomo Municipal de Curva",2019-12-31,4928268,11719686.97,8215606.36,8215606.36,8200657.36,0,14949
"100",1271,"Gobierno Autónomo Municipal de San Pedro de Curahuara",2019-12-31,10833545,16126725.23,12670221.67,11539781.34,11539781.34,1130440.33,0
"101",1272,"Gobierno Autónomo Municipal de Papel Pampa",2019-12-31,11946903,15997901.99,11139554.31,11139554.31,11121701.31,0,17853
"102",1273,"Gobierno Autónomo Municipal de Chacarilla",2019-12-31,3594128,4596384,2347155.42,2347155.42,2013797.32,0,333358.1
"103",1274,"Gobierno Autónomo Municipal de Santiago de Machaca",2019-12-31,6818184,12686078.55,8335069.44,8335069.44,8335068.94,0,0.5
"104",1275,"Gobierno Autónomo Municipal de Catacora",2019-12-31,4708050,10510620.59,8024285.1,8024285.1,7557145.55,0,467139.55
"105",1276,"Gobierno Autónomo Municipal de Mapiri",2019-12-31,19013049,23521847.62,18530304.84,18530304.84,18483755.3,0,46549.54
"106",1277,"Gobierno Autónomo Municipal de Teoponte",2019-12-31,11343569,15190484.48,13823036.84,13823036.84,9872155.56,0,3950881.28
"107",1278,"Gobierno Autónomo Municipal de San Andrés de Machaca",2019-12-31,9430568,18571367.11,11167688.81,11167688.81,11167688.81,0,0
"108",1279,"Gobierno Autónomo Municipal de Jesús de Machaca",2019-12-31,26998142,34102123,19255744.08,19255744.08,19051727.08,0,204017
"109",1280,"Gobierno Autónomo Municipal de Taraco",2019-12-31,6702246,15784359.67,12852964.36,12852964.36,12852964.36,0,0
"110",1281,"Gobierno Autónomo Municipal de Huarina",2019-12-31,8945729,18738064.44,12817299.3,12817299.3,12750717.46,0,66581.84
"111",1282,"Gobierno Autónomo Municipal de Santiago de Huata",2019-12-31,14329284,23153434.86,18850679.81,18850679.81,18722558.59,0,128121.22
"112",1283,"Gobierno Autónomo Municipal de Escoma",2019-12-31,11140338,18841276.52,12102659.41,12102659.41,12095974.22,0,6685.19
"113",1284,"Gobierno Autónomo Municipal de Humanata",2019-12-31,6530796,15387630.39,10172949.48,10172949.48,10172949.48,0,0
"114",1285,"Gobierno Autónomo Municipal de Alto Beni",2019-12-31,12873790,20430669.1,11509921.33,11509921.33,11509921.33,0,0
"115",1286,"Gobierno Autónomo Municipal de Huatajata",2019-12-31,5572838,13010613.82,10666258.38,10666258.38,10666258.38,0,0
"116",1287,"Gobierno Autónomo Municipal de Chua Cocani",2019-12-31,6265272,13603852.41,11174263.1,11174263.1,11174263.1,0,0
"117",1301,"Gobierno Autónomo Municipal de Cochabamba",2019-12-31,1555977314,1806075243.77,1404699902.54,1404699902.54,1299304578.53,0,105395324.01
"118",1302,"Gobierno Autónomo Municipal de Quillacollo",2019-12-31,312374580,371602842.69,231024638.3,231024638.3,221501338.34,0,9523299.96
"119",1303,"Gobierno Autónomo Municipal de Sipe Sipe",2019-12-31,61877565,78507468.71,60019769,60019769,60019769,0,0
"120",1304,"Gobierno Autónomo Municipal de Tiquipaya",2019-12-31,94997371,126165383.87,101378264.51,101378264.51,98882268.32,0,2495996.19
"121",1305,"Gobierno Autónomo Municipal de Vinto",2019-12-31,77841131,99390183.37,85048730.61,85048730.61,80898778.66,0,4149951.95
"122",1306,"Gobierno Autónomo Municipal de Colcapirhua",2019-12-31,99085102,140731399.39,111903352.85,111903352.85,111903352.85,0,0
"123",1307,"Gobierno Autónomo Municipal de Aiquile",2019-12-31,36980649,75133390.33,44748933.35,44748933.35,44748933.35,0,0
"124",1308,"Gobierno Autónomo Municipal de Pasorapa",2019-12-31,11004102,16570935.35,12366853.86,12366853.86,12366853.86,0,0
"125",1309,"Gobierno Autónomo Municipal de Omereque",2019-12-31,7200091,12616309.19,9423398,9423398,9423398,0,0
"126",1310,"Gobierno Autónomo Municipal de Independencia",2019-12-31,25401295,39412504.33,32119553.03,32119553.03,32119553.03,0,0
"127",1311,"Gobierno Autónomo Municipal de Morochata",2019-12-31,14106589,27479228.82,22226900.38,22226900.38,22129407.57,0,97492.81
"128",1312,"Gobierno Autónomo Municipal de Sacaba",2019-12-31,312285173,357898079.29,281558006.22,281558006.22,281522408.87,0,35597.35
"129",1313,"Gobierno Autónomo Municipal de Colomi",2019-12-31,23345166,45455742.61,37388601.34,37388601.34,37388601.34,0,0
"130",1314,"Gobierno Autónomo Municipal de Villa Tunari",2019-12-31,105864154,215207557.03,174009532.77,174009532.77,174009532.77,0,0
"131",1315,"Gobierno Autónomo Municipal de Punata",2019-12-31,62156624,93667022.34,65605344.1,65605344.1,65596344.1,0,9000
"132",1316,"Gobierno Autónomo Municipal de Villa Rivero",2019-12-31,8952608,17812746.77,13242799.96,13242799.96,13231850.86,0,10949.1
"133",1317,"Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)",2019-12-31,23186511,39738145.31,25545985.08,25545985.08,25545985.08,0,0
"134",1318,"Gobierno Autónomo Municipal de Tacachi",2019-12-31,1874237,7804940.27,4064948.47,4064948.47,4064948.47,0,0
"135",1319,"Gobierno Autónomo Municipal Villa Gualberto Villarroel",2019-12-31,3806033,11903108.64,8578748.11,8578748.11,8471050.98,0,107697.13
"136",1320,"Gobierno Autónomo Municipal de Tarata",2019-12-31,11435017,20885148.26,13096967.31,13096967.31,13085267.31,0,11700
"137",1321,"Gobierno Autónomo Municipal de Anzaldo",2019-12-31,8539508,15120029.86,12118729.15,12118729.15,12016219.89,0,102509.26
"138",1322,"Gobierno Autónomo Municipal de Arbieto",2019-12-31,21740045,33894684.54,25035080.24,25035080.24,25035080.24,0,0
"139",1323,"Gobierno Autónomo Municipal de Sacabamba",2019-12-31,4510593,8563833.25,6719925.67,6719925.67,6719925.67,0,0
"140",1324,"Gobierno Autónomo Municipal de Cliza",2019-12-31,32993520,54526487.82,40781170.42,40781170.42,40781170.42,0,0
"141",1325,"Gobierno Autónomo Municipal de Toco",2019-12-31,8974792,22650206,16256355.81,16256355.81,16256355.81,0,0
"142",1326,"Gobierno Autónomo Municipal de Tolata",2019-12-31,9618289,21081498.84,16210247.93,16210247.93,16206247.93,0,4000
"143",1327,"Gobierno Autónomo Municipal de Capinota",2019-12-31,28273195,47454686.18,32811021.29,32811021.29,32806967.39,0,4053.9
"144",1328,"Gobierno Autónomo Municipal de Santivañez",2019-12-31,9863709,21414184.31,14142275.04,14142275.04,14142275.04,0,0
"145",1329,"Gobierno Autónomo Municipal de Sicaya",2019-12-31,4679326,15805011.9,13906204.46,13906204.46,13906204.46,0,0
"146",1330,"Gobierno Autónomo Municipal de Tapacari",2019-12-31,27547151,53649756.54,42501519.6,42501519.6,42135778.34,0,365741.26
"147",1331,"Gobierno Autónomo Municipal de Totora",2019-12-31,16507154,23916510.84,17182052.54,17182052.54,17005648.7,0,176403.84
"148",1332,"Gobierno Autónomo Municipal de Pojo",2019-12-31,12946153,25411362.94,21182288.01,21182288.01,21182288.01,0,0
"149",1333,"Gobierno Autónomo Municipal de Pocona",2019-12-31,12821577,22651024.37,17237407.98,17237407.98,17237407.98,0,0
"150",1334,"Gobierno Autónomo Municipal de Chimoré",2019-12-31,45393272,52927038.06,44726602.13,44726602.13,44550300.13,0,176302
"151",1335,"Gobierno Autónomo Municipal de Puerto Villarroel",2019-12-31,75426678,132449567.99,105032366.36,105032366.36,105032366.36,0,0
"152",1336,"Gobierno Autónomo Municipal de Arani",2019-12-31,17939336,18042493.71,13497372.37,13497372.37,13497372.37,0,0
"153",1337,"Gobierno Autónomo Municipal de Vacas",2019-12-31,9438969,25218661.51,19765507.32,19765507.32,19765507.32,0,0
"154",1338,"Gobierno Autónomo Municipal de Arque",2019-12-31,11105974,14689158.73,13430692.44,13430692.44,13348592.57,0,82099.87
"155",1339,"Gobierno Autónomo Municipal de Tacopaya",2019-12-31,11392542,27479665.78,20197274.7,20197274.7,20197274.7,0,0
"156",1340,"Gobierno Autónomo Municipal de Bolivar",2019-12-31,8410256,14289494.58,12129339.43,12129339.43,12129339.43,0,0
"157",1341,"Gobierno Autónomo Municipal de Tiraque",2019-12-31,24081288,37041094.45,28966159.48,28966159.48,28966159.48,0,0
"158",1342,"Gobierno Autónomo Municipal de Mizque",2019-12-31,29736622,43407277.55,36872276.17,36872276.17,36409517.59,0,462758.58
"159",1343,"Gobierno Autónomo Municipal de Vila Vila",2019-12-31,5661713,11259757.36,8189583.79,8189583.79,8189583.79,0,0
"160",1344,"Gobierno Autónomo Municipal de Alalay",2019-12-31,4252235,11395116.47,8852896.04,8852896.04,8852896.04,0,0
"161",1345,"Gobierno Autónomo Municipal de Entre Rios",2019-12-31,53822674,96720944.64,80285383.9,80235387.1,80235387.1,49996.8,0
"162",1346,"Gobierno Autónomo Municipal de Cocapata",2019-12-31,19727197,45826727.13,37516674.21,37516674.21,37516674.21,0,0
"163",1347,"Gobierno Autónomo Municipal de Shinahota",2019-12-31,29053228,58912574.69,44433931.57,44433931.57,44303104.2,0,130827.37
"164",1401,"Gobierno Autónomo Municipal de Oruro",2019-12-31,567340693,718402203.92,595407773.49,595407773.49,589686208.63,0,5721564.86
"165",1402,"Gobierno Autónomo Municipal de Caracollo",2019-12-31,35565310,59360353.44,41633898.26,41633898.26,41633898.26,0,0
"166",1403,"Gobierno Autónomo Municipal de El Choro",2019-12-31,13871595,28074315.88,19345148.32,19345148.32,19345148.32,0,0
"167",1404,"Gobierno Autónomo Municipal de Challapata",2019-12-31,47787028,70388812.34,55495889.22,55495889.22,55488089.22,0,7800
"168",1405,"Gobierno Autónomo Municipal de Santuario de Quillacas",2019-12-31,5602284,14494202.31,12075449.18,12075449.18,12074070.18,0,1379
"169",1406,"Gobierno Autónomo Municipal de Huanuni",2019-12-31,40531907,61365389.38,47992307.78,47992307.78,47987141.78,0,5166
"170",1407,"Gobierno Autónomo Municipal de Machacamarca",2019-12-31,8890082,15013579.89,11167549.3,11167549.3,11137554.4,0,29994.9
"171",1408,"Gobierno Autónomo Municipal de Poopó (Villa Poopó)",2019-12-31,15194675,29630901.93,22834964.88,22834964.88,21558181.77,0,1276783.11
"172",1409,"Gobierno Autónomo Municipal de Pazña",2019-12-31,8659028,17743945.65,14168191.16,14168191.16,14168191.16,0,0
"173",1410,"Gobierno Autónomo Municipal de Antequera",2019-12-31,8919684,20065504.96,13595357.44,13595357.44,13505957.62,0,89399.82
"174",1411,"Gobierno Autónomo Municipal de Eucaliptus",2019-12-31,9154405,16700500.21,10574011.83,10574011.83,10574011.83,0,0
"175",1412,"Gobierno Autónomo Municipal de Santiago de Huari",2019-12-31,20643311,55520380.71,34927307.31,34927307.31,34927307.31,0,0
"176",1413,"Gobierno Autónomo Municipal de Totora",2019-12-31,7829810,17954456.16,14770625.63,14770625.63,14759543.37,0,11082.26
"177",1414,"Gobierno Autónomo Municipal de Corque",2019-12-31,13013725,19244253.91,15965951.28,15965951.28,15652151.06,0,313800.22
"178",1415,"Gobierno Autónomo Municipal de Choquecota",2019-12-31,2663846,9557331.73,7856810.34,7856810.34,7856810.34,0,0
"179",1416,"Gobierno Autónomo Municipal de Curahuara de Carangas",2019-12-31,6123525,16104621.24,14250508.24,14250508.24,14250508.24,0,0
"180",1417,"Gobierno Autónomo Municipal de Turco",2019-12-31,11033098,27466080,15659374.52,15659374.52,15659374.52,0,0
"181",1418,"Gobierno Autónomo Municipal de Huachacalla",2019-12-31,1585888,2955897.33,2649589.26,2649589.26,2579184.36,0,70404.9
"182",1419,"Gobierno Autónomo Municipal de Escara",2019-12-31,9754598,19582883.44,16120602.12,16120602.12,16120602.12,0,0
"183",1420,"Gobierno Autónomo Municipal de Cruz de Machacamarca",2019-12-31,4331002,8779505.91,5017222.4,5017222.4,5017222.4,0,0
"184",1421,"Gobierno Autónomo Municipal de Yunguyo de Litoral",2019-12-31,865383,3009889.23,2099435.42,2099435.42,2099435.42,0,0
"185",1422,"Gobierno Autónomo Municipal de Esmeralda",2019-12-31,5878102,12732443.65,8016501.87,8016501.87,8015584.87,0,917
