"","Ent","Entidad","Fecha de Datos","Ppto Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"1",1101,"Municipalidad de Sucre",2006-12-31,205784411,239294456.74,152729621.62,152599834.87,152206879.52,129786.75,392955.35
"2",1102,"Municipalidad de Yotala",2006-01-31,5644064,5644064,0,0,0,0,0
"3",1103,"Municipalidad de Poroma",2006-01-31,7862232,7862232,0,0,0,0,0
"4",1104,"Municipalidad de Villa Azurduy",2006-01-31,8057758,8057758,0,0,0,0,0
"5",1105,"Municipalidad de Tarvita (Villa Orías)",2006-01-31,7603432,7603432,0,0,0,0,0
"6",1106,"Municipalidad de Villa Zudañez (Tacopaya)",2006-01-31,5333236,5333236,0,0,0,0,0
"7",1107,"Municipalidad de Presto",2006-01-31,4080178,4080178,0,0,0,0,0
"8",1108,"Municipalidad de Villa Mojocoya",2006-01-31,5782830,5782830,0,0,0,0,0
"9",1109,"Municipalidad de Icla",2006-01-31,4104896,4104896,0,0,0,0,0
"10",1110,"Municipalidad de Padilla",2006-01-31,7479848,7479848,0,0,0,0,0
"11",1111,"Municipalidad de Tomina",2006-01-31,5293597,5293597,0,0,0,0,0
"12",1112,"Municipalidad de Sopachuy",2006-01-31,5413434,5413434,0,0,0,0,0
"13",1113,"Municipalidad de Villa Alcalá",2006-01-31,3860084,3860084,0,0,0,0,0
"14",1114,"Municipalidad de El Villar",2006-01-31,2398728,2398728,0,0,0,0,0
"15",1115,"Municipalidad de Monteagudo",2006-01-31,19840894,19840894,0,0,0,0,0
"16",1116,"Municipalidad de San Pablo de Huacareta",2006-01-31,5206362,5206362,0,0,0,0,0
"17",1117,"Municipalidad de Tarabuco",2006-01-31,13404857,13404857,0,0,0,0,0
"18",1118,"Municipalidad de Yamparáez",2006-01-31,5089830,5089830,0,0,0,0,0
"19",1119,"Municipalidad de Camargo",2006-01-31,8355885,8355885,0,0,0,0,0
"20",1120,"Municipalidad de San Lucas",2006-01-31,17173563,17173563,0,0,0,0,0
"21",1121,"Municipalidad de Incahuasi",2006-01-31,11839607,11839607,0,0,0,0,0
"22",1122,"Municipalidad de Villa Serrano",2006-01-31,5897987,5897987,0,0,0,0,0
"23",1123,"Municipalidad de Camataqui (Villa Abecia)",2006-01-31,1387287,1387287,0,0,0,0,0
"24",1124,"Municipalidad de Culpina",2006-01-31,7973252,7973252,0,0,0,0,0
"25",1125,"Municipalidad de Las Carreras",2006-01-31,1520415,1520415,0,0,0,0,0
"26",1126,"Municipalidad de Villa Vaca Guzmán",2006-01-31,5795418,5795418,0,0,0,0,0
"27",1127,"Municipalidad de Villa de Huacaya",2006-01-31,2752881,2752881,0,0,0,0,0
"28",1128,"Municipalidad de Machareti",2006-01-31,3597884,3597884,0,0,0,0,0
"29",1201,"Municipalidad de La Paz",2006-12-31,950107623,1060145940.74,896953107.47,896953107.47,815021577.9,0,81931529.57
"30",1202,"Municipalidad de Palca",2006-01-31,4873294,4873294,0,0,0,0,0
"31",1203,"Municipalidad de Mecapaca",2006-01-31,5949361,5949361,0,0,0,0,0
"32",1204,"Municipalidad de Achocalla",2006-01-31,5095887,5095887,0,0,0,0,0
