"","Ent","Entidad","Fecha de Datos","Ppto Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"1",1101,"Gobierno Municipal de Sucre",2002-12-31,41849854,41849854,10092283.5,10092283.5,10846462.43,0,-754178.93
"2",1102,"Gobierno Municipal de Yotala",2002-01-31,2999241,2999241,0,0,0,0,0
"3",1103,"Gobierno Municipal de Poroma",2002-01-31,5104034,5104034,0,0,0,0,0
"4",1104,"Gobierno Municipal de Villa Azurduy",2002-01-31,3564749,3564749,0,0,0,0,0
"5",1105,"Gobierno Municipal de Tarvita (Villa Orías)",2002-01-31,4935664,4935664,0,0,0,0,0
"6",1106,"Gobierno Municipal de Zudañez (Tacopaya)",2002-01-31,2798260,2798260,0,0,0,0,0
"7",1107,"Gobierno Municipal de Presto",2002-01-31,3238363,3238363,0,0,0,0,0
"8",1108,"Gobierno Municipal de Villa Mojocoya",2002-01-31,2909251,2909251,0,0,0,0,0
"9",1109,"Gobierno Municipal de Icla",2002-01-31,3029637,3029637,0,0,0,0,0
"10",1110,"Gobierno Municipal de Padilla",2002-01-31,5295415,5295415,0,0,0,0,0
"11",1111,"Gobierno Municipal de Tomina",2002-01-31,2749092,2749092,0,0,0,0,0
"12",1112,"Gobierno Municipal de Sopachuy",2002-01-31,2473139,2473139,0,0,0,0,0
"13",1113,"Gobierno Municipal de Villa Alcalá",2002-01-31,2213248,2213248,0,0,0,0,0
"14",1114,"Gobierno Municipal de El Villar",2002-01-31,2990195,2990195,0,0,0,0,0
"15",1115,"Gobierno Municipal de Monteagudo",2002-01-31,9923488,9923488,0,0,0,0,0
"16",1116,"Gobierno Municipal de San Pablo de Huacareta",2002-01-31,8336775,8336775,0,0,0,0,0
"17",1117,"Gobierno Municipal de Tarabuco",2002-01-31,6642266,6642266,0,0,0,0,0
"18",1118,"Gobierno Municipal de Yamparáez",2002-01-31,3510476,3510476,0,0,0,0,0
"19",1119,"Gobierno Municipal de Camargo",2002-01-31,4902627,4902627,0,0,0,0,0
"20",1120,"Gobierno Municipal de San Lucas",2002-01-31,12266642,12266642,0,0,0,0,0
