"","Ent,","Entidad","Fecha de Datos","Ppto, Aprobado","Crédito Vigente","Comprometido","Devengado","Pagado","Saldo por Pagar","Deuda Flotante"
"53",1224,"Gobierno Autónomo Municipal de Achacachi",2018-12-31,47913231,69728586.99,56190381.96,56190381.96,56090746.53,0,99635.43
"54",1225,"Gobierno Autónomo Municipal de Ancoraimes",2018-12-31,14543082,24929582.72,19292177.57,19292177.57,18373622.25,0,918555.32
"55",1226,"Gobierno Autónomo Municipal de Sorata",2018-12-31,34322776,47551986.85,34526842.9,34526842.9,34526842.9,0,0
"56",1227,"Gobierno Autónomo Municipal de Guanay",2018-12-31,19798877,31566458.06,25033512.1,25033512.1,25033512.1,0,0
"57",1228,"Gobierno Autónomo Municipal de Tacacoma",2018-12-31,10034656,22747323.03,13559154.43,13559154.43,13559154.43,0,0
"58",1229,"Gobierno Autónomo Municipal de Tipuani",2018-12-31,13407899,23148304.8,15839399.19,15839399.19,15839399.19,0,0
"59",1230,"Gobierno Autónomo Municipal de Quiabaya",2018-12-31,5585402,12205856.68,7256399.13,7256399.13,7254299.13,0,2100
"60",1231,"Gobierno Autónomo Municipal de Combaya",2018-12-31,4930218,12204874.63,7228867.04,7228867.04,7228867.04,0,0
"61",1232,"Gobierno Autónomo Municipal de Copacabana",2018-12-31,23589629,48098532.33,25321757.59,25321757.59,25220917.59,0,100840
"62",1233,"Gobierno Autónomo Municipal de San Pedro de Tiquina",2018-12-31,7558114,15261686.63,8577342.96,8577342.96,8573842.96,0,3500
"63",1234,"Gobierno Autónomo Municipal de Tito Yupanqui",2018-12-31,8026933,11600095.8,8368144.59,8368144.59,8220017.6,0,148126.99
"64",1235,"Gobierno Autónomo Municipal de Chuma",2018-12-31,13937924,22980708.88,13967577.66,13967577.66,13967577.66,0,0
"65",1236,"Gobierno Autónomo Municipal de Ayata",2018-12-31,9616180,15268966.7,8378633.19,8378633.19,8312647.82,0,65985.37
"66",1237,"Gobierno Autónomo Municipal de Aucapata",2018-12-31,7141928,13708308.66,8975844.96,8975844.96,8975844.96,0,0
"67",1238,"Gobierno Autónomo Municipal de Corocoro",2018-12-31,15563525,24338778.8,14932317.49,14932317.49,14910970.99,0,21346.5
"68",1239,"Gobierno Autónomo Municipal de Caquiaviri",2018-12-31,16450552,36404006.44,23049825.51,23049825.51,23031255.75,0,18569.76
"69",1240,"Gobierno Autónomo Municipal de Calacoto",2018-12-31,11152215,25188139.06,12898356.59,12898356.59,12884813.75,0,13542.84
"70",1241,"Gobierno Autónomo Municipal de Comanche",2018-12-31,6175957,17639471.67,9476105.22,9476105.22,9475795.22,0,310
"71",1242,"Gobierno Autónomo Municipal de Charaña",2018-12-31,5444490,13579882.19,7705742.74,7705742.74,7563066.75,0,142675.99
"72",1243,"Gobierno Autónomo Municipal de Waldo Ballivián",2018-12-31,6686782,12945928.7,8466007.43,8466007.43,8466007.43,0,0
"73",1244,"Gobierno Autónomo Municipal de Nazacara de Pacajes",2018-12-31,3406428,8367354.4,4581387.72,4581387.72,4384703.88,0,196683.84
"74",1245,"Gobierno Autónomo Municipal de Santiago de Callapa",2018-12-31,9637482,18235201.03,11193658.13,11193658.13,11193658.13,0,0
"75",1246,"Gobierno Autónomo Municipal de Puerto Acosta",2018-12-31,11552041,21655880.74,15730760.91,15730760.91,15730760.91,0,0
"76",1247,"Gobierno Autónomo Municipal de Mocomoco",2018-12-31,22758546,34931440.37,23910780.21,19675676.37,19614024.6,4235103.84,61651.77
"77",1248,"Gobierno Autónomo Municipal de Carabuco",2018-12-31,16668928,28751319.42,19256137.64,19256137.64,19256137.64,0,0
"78",1249,"Gobierno Autónomo Municipal de Apolo",2018-12-31,21066334,33166832.2,21846794.98,21846794.98,21846244.98,0,550
"79",1250,"Gobierno Autónomo Municipal de Pelechuco",2018-12-31,9638235,20697125.17,10399825.62,10399825.62,10202263.54,0,197562.08
"80",1251,"Gobierno Autónomo Municipal de Luribay",2018-12-31,12675844,22276431.69,16800694.98,16799396.62,16799396.62,1298.36,0
"81",1252,"Gobierno Autónomo Municipal de Sapahaqui",2018-12-31,15107805,25319737.08,18340857.95,18340857.95,17791262.42,0,549595.53
"82",1253,"Gobierno Autónomo Municipal de Yaco",2018-12-31,8080818,17106413.99,12337713.91,12337713.91,11121199.97,0,1216513.94
"83",1254,"Gobierno Autónomo Municipal de Malla",2018-12-31,9349106,15972949.45,11488211.04,11488211.04,11488211.04,0,0
"84",1255,"Gobierno Autónomo Municipal de Cairoma",2018-12-31,12721570,25015142.5,13709943.15,13709943.15,13457721.61,0,252221.54
"85",1256,"Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad)",2018-12-31,21355319,44829325.56,30587412.24,30587412.24,30174183.9,0,413228.34
"86",1257,"Gobierno Autónomo Municipal de Irupana (Villa de Lanza)",2018-12-31,19455535,38280204.07,28471504.77,28471504.77,28471504.77,0,0
"87",1258,"Gobierno Autónomo Municipal de Yanacachi",2018-12-31,9791411,19387131.91,16147115.2,15062966.21,15050906.21,1084148.99,12060
"88",1259,"Gobierno Autónomo Municipal de Palos Blancos",2018-12-31,33297200,58148125.02,39578544.91,39578544.91,39578411,0,133.91
"89",1260,"Gobierno Autónomo Municipal de La Asunta",2018-12-31,55506254,111691155.58,71638678.94,71638678.94,71638678.94,0,0
"90",1261,"Gobierno Autónomo Municipal de Pucarani",2018-12-31,42765734,60487621.18,42706562.89,42706562.89,42706562.89,0,0
"91",1262,"Gobierno Autónomo Municipal de Laja",2018-12-31,26096745,43428532.6,31558733.77,31558733.77,31447100.66,0,111633.11
"92",1263,"Gobierno Autónomo Municipal de Batallas",2018-12-31,19602055,41968728.89,23863980.03,23863980.03,23863980.03,0,0
"93",1264,"Gobierno Autónomo Municipal de Puerto Pérez",2018-12-31,15757715,22664780.47,13964886.92,13964886.92,13852202.86,0,112684.06
"94",1265,"Gobierno Autónomo Municipal de Coroico",2018-12-31,23072789,47126770.7,31975749.12,31899326.48,31897088.48,76422.64,2238
"95",1266,"Gobierno Autónomo Municipal de Coripata",2018-12-31,23270855,50302205.78,38352055.96,38352055.96,38352055.96,0,0
"96",1267,"Gobierno Autónomo Municipal de Ixiamas",2018-12-31,12848656,27706259.95,20010207.54,20010207.54,19804377.21,0,205830.33
"97",1268,"Gobierno Autónomo Municipal de San Buenaventura",2018-12-31,10123338,18852975.52,12057195.87,12057195.87,11855900.54,0,201295.33
"98",1269,"Gobierno Autónomo Municipal de General Juan José Pérez (Charazani)",2018-12-31,14010310,22929700.17,18046528.35,18046528.35,18046528.35,0,0
"99",1270,"Gobierno Autónomo Municipal de Curva",2018-12-31,4487787,11573911.47,7544124.82,7544124.82,7522823.42,0,21301.4
"100",1271,"Gobierno Autónomo Municipal de San Pedro de Curahuara",2018-12-31,10609945,18868063.97,16346623.46,13347891.52,13347891.52,2998731.94,0
"101",1272,"Gobierno Autónomo Municipal de Papel Pampa",2018-12-31,9555502,20167103.99,13031363.16,13031363.16,13031363.16,0,0
"102",1273,"Gobierno Autónomo Municipal de Chacarilla",2018-12-31,3214278,10741718.25,6205833.02,6205833.02,5983987.27,0,221845.75
"103",1274,"Gobierno Autónomo Municipal de Santiago de Machaca",2018-12-31,6220656,14123392.01,8086750.23,8086750.23,7965028.09,0,121722.14
"104",1275,"Gobierno Autónomo Municipal de Catacora",2018-12-31,5343101,10301759,5854144.3,5854144.3,5826445.54,0,27698.76
"105",1276,"Gobierno Autónomo Municipal de Mapiri",2018-12-31,16492490,32662896.72,15519671.88,15519671.88,15512411.88,0,7260
"106",1277,"Gobierno Autónomo Municipal de Teoponte",2018-12-31,10446992,22787428.64,16199868.08,16199868.08,15738209.43,0,461658.65
"107",1278,"Gobierno Autónomo Municipal de San Andrés de Machaca",2018-12-31,7797374,14205036.8,8865233.19,8865233.19,8831468.09,0,33765.1
"108",1279,"Gobierno Autónomo Municipal de Jesús de Machaca",2018-12-31,25554475,33195076.8,20971957.77,20971957.77,20773062.04,0,198895.73
"109",1280,"Gobierno Autónomo Municipal de Taraco",2018-12-31,8034564,16342913.59,14154910.55,14154910.55,14154910.55,0,0
"110",1281,"Gobierno Autónomo Municipal de Huarina",2018-12-31,10301467,29114471.85,16831800.78,16831800.78,16831800.78,0,0
"111",1282,"Gobierno Autónomo Municipal de Santiago de Huata",2018-12-31,9723834,24400356.28,16066430.19,16066430.19,16017958.29,0,48471.9
"112",1283,"Gobierno Autónomo Municipal de Escoma",2018-12-31,9413541,16320624.13,9098554.17,9098554.17,9098554.17,0,0
"113",1284,"Gobierno Autónomo Municipal de Humanata",2018-12-31,8269474,14053625.53,7975804.47,7975804.47,7975804.47,0,0
"114",1285,"Gobierno Autónomo Municipal de Alto Beni",2018-12-31,11650383,21659219.5,12575692.44,12575692.44,12497359.09,0,78333.35
"115",1286,"Gobierno Autónomo Municipal de Huatajata",2018-12-31,6717928,16142021.4,9063929.15,9063929.15,9050331.15,0,13598
"116",1287,"Gobierno Autónomo Municipal de Chua Cocani",2018-12-31,8561609,14457048.36,9849331.25,9849331.25,9849331.25,0,0
"117",1301,"Gobierno Autónomo Municipal de Cochabamba",2018-12-31,1604611177,1706494590.86,1300763931.45,1300763931.45,1191526054.89,0,109237876.56
"118",1302,"Gobierno Autónomo Municipal de Quillacollo",2018-12-31,367560975,389665252.33,288227538.81,288226173.66,260934815.81,1365.15,27291357.85
"119",1303,"Gobierno Autónomo Municipal de Sipe Sipe",2018-12-31,63210510,78276702.52,54921934.05,54921934.05,54921934.05,0,0
"120",1304,"Gobierno Autónomo Municipal de Tiquipaya",2018-12-31,119660969,159255185.33,131046260.15,131046260.15,130185579.79,0,860680.36
"121",1305,"Gobierno Autónomo Municipal de Vinto",2018-12-31,80672208,109408891,102682313.41,102682313.41,94823074.61,0,7859238.8
"122",1306,"Gobierno Autónomo Municipal de Colcapirhua",2018-12-31,92292948,127847079.42,101962935.02,101962935.02,101962697.02,0,238
"123",1307,"Gobierno Autónomo Municipal de Aiquile",2018-12-31,41520486,75550914.03,49148000.97,49148000.97,49148000.97,0,0
"124",1308,"Gobierno Autónomo Municipal de Pasorapa",2018-12-31,10919085,21685924.77,14421696.7,14421696.7,14421686.7,0,10
"125",1309,"Gobierno Autónomo Municipal de Omereque",2018-12-31,19243191,25554937.68,24196616.36,24196616.36,24196616.36,0,0
"126",1310,"Gobierno Autónomo Municipal de Independencia",2018-12-31,31971571,42720228.37,31928873.94,31928873.94,31928120.94,0,753
"127",1311,"Gobierno Autónomo Municipal de Morochata",2018-12-31,17992752,24529362.68,18604240.47,18604240.47,18604240.47,0,0
"128",1312,"Gobierno Autónomo Municipal de Sacaba",2018-12-31,296643562,353851580.01,325401419.59,325401419.59,320392538.12,0,5008881.47
"129",1313,"Gobierno Autónomo Municipal de Colomi",2018-12-31,29167205,42160310.05,35468731.94,35468731.94,35468731.94,0,0
"130",1314,"Gobierno Autónomo Municipal de Villa Tunari",2018-12-31,160514238,348372276.67,312556153.57,312556153.57,312556153.57,0,0
"131",1315,"Gobierno Autónomo Municipal de Punata",2018-12-31,69484987,108075670.92,77939932.96,77939932.96,77837900.17,0,102032.79
"132",1316,"Gobierno Autónomo Municipal de Villa Rivero",2018-12-31,13783040,18267785.98,15629664.31,15629664.31,15629664.31,0,0
"133",1317,"Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza)",2018-12-31,22841847,37593636.01,21339974.34,21339974.34,21337163.36,0,2810.98
"134",1318,"Gobierno Autónomo Municipal de Tacachi",2018-12-31,6916918,9544240.88,6614412.16,6614412.16,6614412.16,0,0
"135",1319,"Gobierno Autónomo Municipal Villa Gualberto Villarroel",2018-12-31,12486826,18168523.03,14145058.35,14145058.35,14058054.04,0,87004.31
"136",1320,"Gobierno Autónomo Municipal de Tarata",2018-12-31,15606652,22557470.05,14052281.26,14052281.26,14049721.26,0,2560
"137",1321,"Gobierno Autónomo Municipal de Anzaldo",2018-12-31,13230615,19541742.62,17629184.41,17629184.41,17340835.15,0,288349.26
"138",1322,"Gobierno Autónomo Municipal de Arbieto",2018-12-31,22763905,40380442.78,29295428.57,29295428.57,29295428.57,0,0
"139",1323,"Gobierno Autónomo Municipal de Sacabamba",2018-12-31,11359825,12973014.39,9679435.38,9431148.11,9369829.53,248287.27,61318.58
"140",1324,"Gobierno Autónomo Municipal de Cliza",2018-12-31,40017093,58699118.57,48135179.85,48135179.85,48105582.56,0,29597.29
"141",1325,"Gobierno Autónomo Municipal de Toco",2018-12-31,12723559,20951809.8,11468187.71,11468187.71,11468187.71,0,0
"142",1326,"Gobierno Autónomo Municipal de Tolata",2018-12-31,13921989,17477605.85,13291969.47,13270671.35,12814792.03,21298.12,455879.32
"143",1327,"Gobierno Autónomo Municipal de Capinota",2018-12-31,32536376,46400151.83,32270576.01,32270576.01,31404987.14,0,865588.87
"144",1328,"Gobierno Autónomo Municipal de Santivañez",2018-12-31,9637860,18755843.9,13173536.74,13173536.74,13173536.74,0,0
"145",1329,"Gobierno Autónomo Municipal de Sicaya",2018-12-31,9626990,17797706.29,15283482.58,15283482.58,15283482.58,0,0
"146",1330,"Gobierno Autónomo Municipal de Tapacari",2018-12-31,31918101,46099255.94,34639441.28,34639441.28,34633122.03,0,6319.25
"147",1331,"Gobierno Autónomo Municipal de Totora",2018-12-31,24381848,37267656.65,29912948.84,29912948.84,29884415.24,0,28533.6
"148",1332,"Gobierno Autónomo Municipal de Pojo",2018-12-31,13862161,27192485.9,17183844.91,17183844.91,17183844.91,0,0
"149",1333,"Gobierno Autónomo Municipal de Pocona",2018-12-31,14123418,23465171.24,15885509.2,15885509.2,15885509.2,0,0
"150",1334,"Gobierno Autónomo Municipal de Chimoré",2018-12-31,37384233,75057335.37,52125501.28,52125501.28,52125501.28,0,0
"151",1335,"Gobierno Autónomo Municipal de Puerto Villarroel",2018-12-31,79858079,130127097.89,105296444.92,105296444.92,105296444.92,0,0
"152",1336,"Gobierno Autónomo Municipal de Arani",2018-12-31,16973224,20139190.5,16569330.5,16569330.5,16569330.5,0,0
"153",1337,"Gobierno Autónomo Municipal de Vacas",2018-12-31,14262912,18893596.83,14350408.1,14350408.1,14350408.1,0,0
"154",1338,"Gobierno Autónomo Municipal de Arque",2018-12-31,15821593,22600973.83,18244064.58,18244064.58,18211792.29,0,32272.29
"155",1339,"Gobierno Autónomo Municipal de Tacopaya",2018-12-31,19653168,28203866.55,18111491.04,18111491.04,18110711.04,0,780
"156",1340,"Gobierno Autónomo Municipal de Bolivar",2018-12-31,12588140,15695981.79,13878951.85,13878951.85,13878951.85,0,0
"157",1341,"Gobierno Autónomo Municipal de Tiraque",2018-12-31,36216625,53305192.78,40523788.23,40523788.23,40523788.23,0,0
"158",1342,"Gobierno Autónomo Municipal de Mizque",2018-12-31,36143851,50563287.41,46097622.07,46097622.07,46097622.07,0,0
"159",1343,"Gobierno Autónomo Municipal de Vila Vila",2018-12-31,10877861,15018171.83,11542994.45,11542994.45,11526994.45,0,16000
"160",1344,"Gobierno Autónomo Municipal de Alalay",2018-12-31,9139462,12646282.73,8667513.57,8667513.57,8544921.39,0,122592.18
"161",1345,"Gobierno Autónomo Municipal de Entre Rios",2018-12-31,71372662,133950734.7,106315979.6,106315979.6,106268229.6,0,47750
"162",1346,"Gobierno Autónomo Municipal de Cocapata",2018-12-31,25829822,41726888.57,28902209.65,28902209.65,28902209.65,0,0
"163",1347,"Gobierno Autónomo Municipal de Shinahota",2018-12-31,40465252,91485888.05,71957935.97,71957935.97,71957935.97,0,0
"164",1401,"Gobierno Autónomo Municipal de Oruro",2018-12-31,581827084,748290276.86,649331656.22,649331656.22,623638998.27,0,25692657.95
"165",1402,"Gobierno Autónomo Municipal de Caracollo",2018-12-31,29176663,50001867.11,32727490.01,32727490.01,32692904.01,0,34586
"166",1403,"Gobierno Autónomo Municipal de El Choro",2018-12-31,12123990,29247127.61,19705344.29,19705344.29,19703376.29,0,1968
"167",1404,"Gobierno Autónomo Municipal de Challapata",2018-12-31,46968083,72995234.22,59701269.6,59701269.6,59701036.6,0,233
"168",1405,"Gobierno Autónomo Municipal de Santuario de Quillacas",2018-12-31,5019633,13810534.4,8691451.6,8691451.6,8678451.6,0,13000
"169",1406,"Gobierno Autónomo Municipal de Huanuni",2018-12-31,39403685,72632871.85,57756364.72,57756364.72,57755678.72,0,686
"170",1407,"Gobierno Autónomo Municipal de Machacamarca",2018-12-31,9046870,16883771.67,13692946.77,13692946.77,13686452.73,0,6494.04
"171",1408,"Gobierno Autónomo Municipal de Poopó (Villa Poopó)",2018-12-31,15382590,28538564.52,21420725.78,21420725.78,21420652.78,0,73
"172",1409,"Gobierno Autónomo Municipal de Pazña",2018-12-31,10378041,18923906.73,11414799.75,11414799.75,11414799.75,0,0
"173",1410,"Gobierno Autónomo Municipal de Antequera",2018-12-31,10501509,22037389.25,18700499.96,18700499.96,18700499.96,0,0
"174",1411,"Gobierno Autónomo Municipal de Eucaliptus",2018-12-31,6826391,17961016.74,8735439.18,8735439.18,8734307.93,0,1131.25
"175",1412,"Gobierno Autónomo Municipal de Santiago de Huari",2018-12-31,18039177,44878662.33,24123737.8,24123737.8,24123737.8,0,0
"176",1413,"Gobierno Autónomo Municipal de Totora",2018-12-31,8339492,19884317.39,14083492.28,14083492.28,14079000.67,0,4491.61
"177",1414,"Gobierno Autónomo Municipal de Corque",2018-12-31,13375713,26734255.94,22078124.06,22078124.06,22070785.06,0,7339
"178",1415,"Gobierno Autónomo Municipal de Choquecota",2018-12-31,3381759,10717728.38,7639989.78,7639989.78,7639989.78,0,0
"179",1416,"Gobierno Autónomo Municipal de Curahuara de Carangas",2018-12-31,9640903,15218374.91,10367521.46,10367521.46,10301240.03,0,66281.43
"180",1417,"Gobierno Autónomo Municipal de Turco",2018-12-31,9088644,28146712.76,16027973.58,16027973.58,16027973.58,0,0
"181",1418,"Gobierno Autónomo Municipal de Huachacalla",2018-12-31,1511827,5123095.04,3672892.34,3672892.34,3672892.34,0,0
"182",1419,"Gobierno Autónomo Municipal de Escara",2018-12-31,6663694,15382175.42,9159389.81,9159389.81,9158631.66,0,758.15
"183",1420,"Gobierno Autónomo Municipal de Cruz de Machacamarca",2018-12-31,2447329,6222533.66,1689059.29,1689059.29,1689059.29,0,0
"184",1421,"Gobierno Autónomo Municipal de Yunguyo de Litoral",2018-12-31,766302,5063759.74,4186933.62,4186933.62,4185999.62,0,934
"185",1422,"Gobierno Autónomo Municipal de Esmeralda",2018-12-31,4058021,10804326.55,6357787.34,6357787.34,6357787.34,0,0
"186",1423,"Gobierno Autónomo Municipal de Toledo",2018-12-31,12975723,32752918.49,22853691.8,22853691.8,22853691.8,0,0
"187",1424,"Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca)",2018-12-31,6702796,19049119.88,14820131.68,14820131.68,14814156.68,0,5975
"188",1425,"Gobierno Autónomo Municipal de Belén de Andamarca",2018-12-31,3873161,16879300.19,13018495.77,13018495.77,13016143.77,0,2352
"189",1426,"Gobierno Autónomo Municipal de Salinas de G, Mendoza",2018-12-31,15491504,33778305.3,22810956.43,22810956.43,22344838.83,0,466117.6
"190",1427,"Gobierno Autónomo Municipal de Pampa Aullagas",2018-12-31,3733873,8500511.81,6187293.21,6187293.21,6187293.21,0,0
"191",1428,"Gobierno Autónomo Municipal de La Rivera",2018-12-31,830707,7398487.91,3196020.4,3196020.4,3196020.4,0,0
"192",1429,"Gobierno Autónomo Municipal de Todos Santos",2018-12-31,3597416,7407917.64,6061973.24,6061973.24,6061973.24,0,0
"193",1430,"Gobierno Autónomo Municipal de Carangas",2018-12-31,1160852,8677189.14,6670987.13,6670987.13,6670987.13,0,0
"194",1431,"Gobierno Autónomo Municipal de Sabaya",2018-12-31,12972033,24838746.62,15764933.02,15764933.02,15758147.02,0,6786
"195",1432,"Gobierno Autónomo Municipal de Coipasa",2018-12-31,5163872,8348397.73,5936074.66,5936074.66,5936074.66,0,0
"196",1433,"Gobierno Autónomo Municipal de Chipaya",2018-12-31,2487431,0,0,0,0,0,0
"197",1434,"Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca)",2018-12-31,8308751,15101151.51,11589627.77,11589627.77,11587407.06,0,2220.71
"198",1435,"Gobierno Autónomo Municipal de Soracachi",2018-12-31,22837266,31926851.14,26113017.44,26113017.44,26113017.44,0,0
