"","folio","depto","area","s07a_01","s07a_01e","s07a_02","s07a_03","s07a_04","s07a_05","s07a_06","s07a_07_1","s07a_07_2","s07a_07_3","s07a_07_4","upm","estrato","factor"
"1512","214-00628960630-A-0251","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","1. Si","2. No","214-00628960630-A",14,275.090136863634
"1513","214-00628960630-A-0281","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","1. Si","2. No","214-00628960630-A",14,275.090136863634
"1514","214-00628960630-A-0361","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00628960630-A",14,275.090136863634
"1515","214-00628960630-A-0401","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","214-00628960630-A",14,275.090136863634
"1516","214-00628960630-A-0441","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","1. Si","214-00628960630-A",14,275.090136863634
"1517","214-00629029094-A-0011","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","2. No","1. Si","214-00629029094-A",14,312.352448344143
"1518","214-00629029094-A-0051","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","214-00629029094-A",14,312.352448344143
"1519","214-00629029094-A-0081","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","214-00629029094-A",14,312.352448344143
"1520","214-00629029094-A-0121","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","214-00629029094-A",14,312.352448344143
"1521","214-00629029094-A-0161","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","2. No","1. Si","1. Si","214-00629029094-A",14,312.352448344143
"1522","214-00629029094-A-0191","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","2. No","1. Si","1. Si","214-00629029094-A",14,312.352448344143
"1523","214-00629029094-A-0231","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","214-00629029094-A",14,312.352448344143
"1524","214-00629029094-A-0261","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","2. No","1. Si","214-00629029094-A",14,312.352448344143
"1525","214-00629029094-A-0301","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","2. No","214-00629029094-A",14,312.352448344143
"1526","214-00629029094-A-0341","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","2. No","1. Si","214-00629029094-A",14,312.352448344143
"1527","214-00629029094-A-0371","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","1. Si","2. No","214-00629029094-A",14,312.352448344143
"1528","214-00629029094-A-0411","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","1. Si","2. No","2. No","214-00629029094-A",14,312.352448344143
"1529","214-00629048346-A-0011","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629048346-A",14,467.301698813404
"1530","214-00629048346-A-0031","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","2. No","214-00629048346-A",14,467.301698813404
"1531","214-00629048346-A-0121","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","214-00629048346-A",14,467.301698813404
"1532","214-00629048346-A-0141","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","1. Si","1. Si","1. Si","214-00629048346-A",14,467.301698813404
"1533","214-00629048346-A-0171","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","1. Si","214-00629048346-A",14,467.301698813404
"1534","214-00629048346-A-0191","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629048346-A",14,467.301698813404
"1535","214-00629048346-A-0211","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","1. Si","1. Si","214-00629048346-A",14,467.301698813404
"1536","214-00629048346-A-0231","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","214-00629048346-A",14,467.301698813404
"1537","214-00629048346-A-0261","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","214-00629048346-A",14,467.301698813404
"1538","214-00629112178-A-0051","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1539","214-00629112178-A-0101","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1540","214-00629112178-A-0151","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1541","214-00629112178-A-0251","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1542","214-00629112178-A-0301","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1543","214-00629112178-A-0401","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","214-00629112178-A",14,311.358599644866
"1544","214-00629112178-A-0451","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1545","214-00629112178-A-0501","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","1. Si","1. Si","214-00629112178-A",14,311.358599644866
"1546","214-00629112178-A-0551","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","2. No",NA,"2. No","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1547","214-00629112178-A-0601","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629112178-A",14,311.358599644866
"1548","214-00629182820-A-0021","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","1. Si","1. Si","2. No","214-00629182820-A",14,1504.46382181343
"1549","214-00629182820-A-0022","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","2. No","2. No","2. No","1. Si","214-00629182820-A",14,1504.46382181343
"1550","214-00629182820-A-0023","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","1. Si","1. Si","214-00629182820-A",14,1504.46382181343
"1551","214-00629182820-A-0041","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","2. No","2. No","1. Si","214-00629182820-A",14,1504.46382181343
"1552","214-00629182820-A-0061","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","2. No","1. Si","1. Si","2. No","214-00629182820-A",14,1504.46382181343
"1553","214-00629182820-A-0062","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","2. No","2. No","1. Si","214-00629182820-A",14,1504.46382181343
"1554","214-00629182820-A-0063","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","3. Ambas (fija y móvil)","1. Si","1. Si","2. No","1. Si","214-00629182820-A",14,1504.46382181343
"1555","214-00629182820-A-0081","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","214-00629182820-A",14,1504.46382181343
"1556","214-00629182820-A-0101","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","2. No","2. No","2. No","1. Si","214-00629182820-A",14,1504.46382181343
"1557","214-00629182820-A-0131","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","2. Solo móvil (la conexion es mediante red móvil (celular, modem) por cualquiera de los miembros del hogar","1. Si","2. No","1. Si","2. No","214-00629182820-A",14,1504.46382181343
"1558","214-00629182820-A-0151","La Paz","1. Urbana","1. Cañería de red dentro de la vivienda","","1. Baño o letrina con descarga de agua","1. A la red de alcantarillado","1. Si","1. Si","1. Solo fija (la conexion solo puede realizarse en el interior o cerca de la vivienda, incluye la conexion WIFI","1. Si","1. Si","2. No","1. Si","214-00629182820-A",14,1504.46382181343
